timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1037109.05,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1039113.03,0,253952,62,10801,711063892,0,1598060,0,37,3,3,5038,120,0,558,59289,2,18,4216,18,15,96422487,1118,1,0,4,1287,13272055,4,53088220,17,17,14,64,558,0,0,4173827,55,260542563,0,556,336,2,3,1,14,14,1737,0,3,261170288,226727447,5772470,13495210,13495210,1,3,1,0,701750952,73389,73389,14,14,14,13495214,7,3,80486,60794,176204,2207,261170288,59289,3997774,1148
1041117.34,0,253952,62,22042,1451482462,0,3332144,0,70,3,3,5038,216,0,558,109627,2,18,8671,18,15,98268585,1118,1,0,4,1287,27348605,4,109329840,17,17,14,64,558,0,0,8386543,189,489576328,0,556,336,2,3,1,14,14,1737,0,3,490134276,459672701,11719141,27739766,27739766,1,3,1,0,1442467864,73389,73389,14,14,14,27739770,7,3,83627,112608,235119,4151,490134276,109627,8151727,1148
1043121.58,0,253952,62,33395,2199892628,0,5208804,0,99,3,3,5038,256,0,567,160855,2,18,13107,18,15,102207212,1136,1,0,4,1287,41515619,4,166062476,17,17,14,64,567,0,0,12560126,293,724405745,0,565,339,2,3,1,14,14,1737,0,3,725375472,695493908,17768841,42111076,42127460,1,3,1,0,2189775984,73389,73389,14,14,14,42111080,7,3,88177,165265,301829,6041,725375472,160855,12258745,1169
1045125.63,4,253952,62,44340,2920309242,0,6971431,0,136,3,3,5038,348,0,576,214246,2,18,17434,18,15,104949306,1154,1,0,4,1287,55168891,4,220675564,17,17,14,64,576,0,0,16792238,407,957387873,0,574,344,2,3,1,14,14,1737,0,3,957167346,922293267,23732906,55974926,55974926,1,3,1,0,2910696184,73389,73389,14,14,14,55974930,7,3,93881,220203,359677,8006,957167346,214246,16432337,1193
1047129.54,4,253952,62,55146,3631362966,0,8688137,0,181,3,3,5038,389,0,576,266566,2,18,21639,18,15,105926652,1154,1,0,4,1287,68605928,4,274358984,17,17,14,64,576,0,0,21061562,545,1178876215,0,574,344,2,3,1,14,14,1737,0,3,1178761097,1146138774,29736453,69652519,69652519,1,3,1,0,3621931020,73389,73389,14,14,14,69652523,7,3,96815,273934,428529,9794,1178761097,266566,20633776,1193
1049133.68,4,253952,62,65885,4339232378,0,10528589,0,218,3,3,5038,478,0,576,318948,2,18,25891,18,15,108134730,1154,1,0,4,1287,82003778,4,328015112,17,17,14,64,576,0,0,25301137,642,1401136804,0,574,344,2,3,1,14,14,1737,0,3,1401655315,1369406875,35826042,83239556,83239556,1,3,1,0,4326753008,73389,73389,14,14,14,83206792,7,3,102306,327752,494451,11678,1401655315,318948,24807585,1193
1051137.65,4,253952,62,76603,5045689336,0,12262341,0,254,3,3,5038,529,0,594,372663,2,18,30083,18,15,113164028,1190,1,0,4,1287,95343841,4,381375364,17,17,14,64,594,0,0,29507919,1004,1635614320,0,592,353,2,3,1,14,14,1737,0,3,1635656756,1592427410,41742508,96785633,96785633,1,3,1,0,5032000980,73389,73389,14,14,14,96769253,7,3,107820,382854,547201,13590,1635656756,372663,28961768,1240
1053141.48,4,253952,62,85419,5626591872,1,14693719,0,291,3,3,5038,595,0,594,416360,2,18,33546,18,15,115360040,1190,1,0,4,1287,106353986,4,425351400,17,17,14,64,594,0,0,33018733,1322,1822178222,0,592,353,2,3,1,14,14,1737,0,3,1820970113,1775925961,47708350,107921547,107921547,1,3,1,0,5611920476,73389,73389,14,14,14,107921551,7,3,115495,427800,601129,15138,1820970113,416360,32418790,1240
1055145.60,5,253952,62,91816,6047454574,1,16099997,0,327,3,3,5038,655,0,594,449589,2,18,36080,18,15,116361518,1190,1,0,4,1287,114306182,4,457224728,17,17,14,64,594,0,0,35547924,1609,1960934425,0,592,353,2,3,1,14,14,1737,0,3,1959626088,1908558924,51643266,116004448,116004448,1,3,1,0,6032231328,73389,73389,14,14,14,116004452,7,3,117090,461979,640943,16321,1959626088,449589,34908272,1240
1057150.10,5,253952,62,100127,6596036840,1,17733447,0,349,4,4,5038,684,0,621,504234,2,18,39332,19,15,124235836,1244,1,0,4,1287,124687592,4,498685560,18,18,14,73,621,0,0,39216994,1673,2139524830,0,619,368,2,3,1,14,14,1737,0,3,2138979787,2082084533,56946581,126500942,126500942,1,3,1,0,6578049016,73389,73389,14,14,14,126500946,7,3,125484,517975,705716,17761,2138979787,504234,38512725,1322
1059154.06,5,253952,62,109902,7241960280,1,19441103,0,390,4,4,5038,769,0,630,570786,2,18,43194,19,15,126675671,1262,1,0,4,1287,136850368,4,547401472,18,18,14,73,630,0,0,43548204,1778,2355611977,0,628,372,2,3,1,14,14,1737,0,3,2354089189,2286491489,62984038,138836318,138836318,1,3,1,0,7219488568,73389,73389,14,14,14,138836322,7,3,126610,586265,781553,19583,2354089189,570786,42768291,1345
1061157.97,5,253952,62,119938,7902213436,1,21142595,0,429,4,4,5038,809,0,648,633940,2,18,47088,19,15,129985922,1298,1,0,4,1287,149249406,4,596997624,18,18,14,73,648,0,0,47796418,1928,2575101105,0,646,378,2,3,1,14,14,1737,0,3,2574054598,2495351212,68932352,151461461,151461461,1,3,1,0,7875144036,73389,73389,14,14,14,151445081,7,3,127553,651118,847306,21359,2574054598,633940,46950924,1395
