timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
161724.33,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
163728.59,0,0,21244,1398617632,0,0,0,0,1,1,3966,117,639,122042,28,1983,16,49,132141284,1280,1,0,15,15,0,14,157,639,0,0,0,1994814,698,460584704,0,639,344,2,1,14,14,361,0,1,460619972,412397701,1997585,31462808,31462808,1,2,1,0,1383642656,73389,73389,14,14,14,31446424,8,3,405370,124319,810552,3532,460619972,122042,1184284,1668
165736.97,253952,62,40454,2664212558,16,17405546,0,31,25,25,3966,120,675,248937,28,7166,40,76,140299886,1352,1,0,39,39,16,14,246,675,0,0,0,6740757,344030,831137512,0,675,360,2,1,14,14,361,0,1,833616688,782714509,39117546,60179137,60195521,1,2,1,0,2647882028,73389,73389,14,14,14,60179137,8,3,508211,253979,1174748,6379,833616688,248937,5566204,1757
167742.88,253952,62,59012,3887331398,18,23346946,0,58,26,26,3966,123,675,372594,28,12394,40,76,140830790,1352,1,0,39,40,16,14,246,675,0,0,0,11620802,670483,1189525246,0,675,360,2,1,14,14,361,0,1,1191050032,1140208579,55699153,87992187,87992187,1,2,1,0,3871656228,73389,73389,14,14,14,87992187,8,3,528796,380391,1379704,9106,1191050032,372594,10241464,1757
169749.48,253952,62,76016,5007810938,19,27809298,0,93,26,26,3966,126,675,499168,28,17195,40,76,141361694,1352,1,0,39,40,16,14,246,675,0,0,0,16360877,1376214,1514225510,0,675,360,2,1,14,14,361,0,1,1517943600,1467762796,69124195,113460610,113460610,1,2,1,0,4991545944,73389,73389,14,14,14,113444226,8,3,547037,510375,1592498,11600,1517943600,499168,14768922,1757
171754.32,253952,62,91818,6048985302,21,32873798,0,150,27,27,3966,129,675,613442,28,21671,40,76,141892598,1352,1,0,39,41,16,14,246,675,0,0,0,20729305,1803811,1820964877,0,675,360,2,1,14,14,361,0,1,1822292784,1772130728,80514832,137122919,137122919,1,2,1,0,6033408436,73389,73389,14,14,14,137122919,8,3,557810,627167,1764966,13922,1822292784,613442,18965040,1757
173764.36,253952,62,103281,6804206250,25,38536557,0,163,28,28,3966,130,675,673553,28,24851,40,76,141892598,1352,1,0,39,42,16,14,246,675,0,0,0,23184803,1811006,2043630539,0,675,360,2,1,14,14,361,0,1,2042886960,1992903626,88699510,154285542,154285542,1,2,1,0,6788563848,73389,73389,14,14,14,154285542,8,3,564347,688700,1823059,15605,2042886960,673553,21362552,1757
175768.91,253952,62,117943,7770404122,27,41947449,0,211,30,30,3966,133,675,775242,28,29015,40,76,142423502,1352,1,0,39,44,16,14,246,675,0,0,0,26950619,2213041,2325043276,0,675,360,2,1,14,14,361,0,1,2325347120,2275321871,96822462,176246074,176246074,1,2,1,0,7754827256,73389,73389,14,14,14,176246074,8,3,581298,792570,1965308,17760,2325347120,775242,24986252,1757
177780.37,253952,62,130460,8595230918,28,44510134,0,230,33,33,3966,135,675,845489,28,32540,40,76,142688954,1352,1,0,39,47,16,14,246,675,0,0,0,29708969,2323066,2566452189,0,675,360,2,1,14,14,361,0,1,2566388528,2516419310,102445171,194993627,194993627,1,2,1,0,8579719588,73389,73389,14,14,14,194993627,8,3,589654,864334,2054717,19599,2566388528,845489,27655299,1757
179792.50,253952,62,146220,9633652770,29,48477669,0,290,33,33,3966,137,675,963228,28,36950,40,76,142942340,1352,1,0,39,47,16,14,246,675,0,0,0,34123072,3042254,2869781793,0,675,360,2,1,14,14,361,0,1,2869558064,2820057132,111540977,218590400,218606784,1,2,1,0,9617977600,73389,73389,14,14,14,218590400,8,3,599164,984564,2223143,21912,2869558064,963228,31901129,1757
181799.28,253952,62,161701,10653465706,32,53344780,0,336,37,37,3966,140,675,1091315,28,41333,40,76,143738696,1352,1,0,39,51,16,14,246,675,0,0,0,38524166,4210362,3165853937,0,675,360,2,1,14,14,361,0,1,3166669776,3117977892,125001528,241767222,241783606,1,2,1,0,10637757768,73389,73389,14,14,14,241767222,8,3,612549,1115048,2413548,24182,3166669776,1091315,36111956,1757
183804.39,253952,62,175220,11544225026,36,59086969,0,384,39,39,3966,142,675,1189810,28,45126,40,76,144004148,1352,1,0,39,53,16,14,246,675,0,0,0,42120001,4736678,3427462390,0,675,360,2,1,14,14,361,0,1,3427109840,3378348580,135641597,262019944,262019944,1,2,1,0,11528156640,73389,73389,14,14,14,262003560,8,3,622785,1215548,2558300,26169,3427109840,1189810,39563152,1757
