timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
686964.82,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
688970.70,0,253952,62,7097,467015420,1,2234409,0,60,4,4,4903,104,0,558,74422,0,10,2757,10,96060507,1118,1,0,4,3469,8676802,7,34577800,9,18,5,3248,558,0,0,4266918,179791,179458630,0,558,593,0,3,1,14,14,4101,3,179957204,149847753,6622698,8801638,8801638,1,3,1,457685208,73389,73389,14,14,14,8801642,11,3,77557,75963,281264,1560,179957204,74422,3985807,1888
690979.17,0,253952,62,12367,814284502,2,5004440,0,79,4,4,4903,108,0,558,102155,0,10,4810,10,97954869,1118,1,0,4,3469,15238628,7,60954512,9,18,5,3248,558,0,0,6526126,182108,287160124,0,558,593,0,3,1,14,14,4101,3,287178466,259168581,11699589,15473356,15489740,1,3,1,804614544,73389,73389,14,14,14,15473360,11,3,90912,104551,330288,2388,287178466,102155,6195080,1888
692989.20,2,253952,62,20043,1319522784,2,6250670,0,142,5,5,4903,191,0,558,171869,0,10,7859,10,98883951,1118,1,0,4,3469,24802743,7,99210972,9,19,5,3248,558,0,0,10957054,289298,455426994,0,558,593,0,3,1,14,14,4101,3,455155976,418169114,17444690,25190339,25206723,1,3,1,1309897660,73389,73389,14,14,14,25190343,11,3,97054,176046,419154,3855,455155976,171869,10538297,1888
694995.83,3,253952,62,28134,1852284288,2,7415278,0,229,5,5,4903,223,0,558,235793,0,10,11025,10,99825099,1118,1,0,4,3469,34913805,7,139590592,9,19,5,3248,558,0,0,15714881,410418,613085359,0,558,593,0,3,1,14,14,4101,3,613510722,585874357,23498072,35445835,35445835,1,3,1,1842331484,73389,73389,14,14,14,35429455,11,3,98395,241645,499646,5141,613510722,235793,15214806,1888
697000.54,4,253952,62,34509,2272006848,3,9767148,0,268,5,5,4903,293,0,567,276478,0,10,13569,10,102603391,1136,1,0,4,3469,42872784,7,171491136,9,19,5,3248,567,0,0,18663980,417903,746020202,0,567,597,0,3,1,14,14,4101,3,745335321,718000159,28801041,43518385,43518385,1,3,1,2262956052,73389,73389,14,14,14,43518389,11,3,100498,283540,552725,6294,745335321,276478,18111939,1914
699006.94,4,253952,62,42049,2769237184,3,11154937,0,319,6,6,4903,315,0,585,331820,0,10,16505,10,107760673,1172,1,0,4,3469,52269561,7,209013768,9,20,5,3248,585,0,0,22533937,439737,909490657,0,585,612,0,3,1,14,14,4101,3,908662891,874746535,34077088,53065051,53081435,1,3,1,2759382684,73389,73389,14,14,14,53065055,11,3,106505,340294,623819,7600,908662891,331820,21910940,1983
701012.20,4,253952,62,49335,3248307432,3,12407692,0,380,6,6,4903,371,0,603,383377,0,10,19384,10,112373966,1208,1,0,4,3469,61347265,7,245389060,9,20,5,3248,603,0,0,26330706,456746,1060690040,0,603,627,0,3,1,14,14,4101,3,1059719899,1025808466,39139402,62271971,62271971,1,3,1,3238142524,73389,73389,14,14,14,62271975,11,3,108472,393162,686850,8884,1059719899,383377,25644825,2041
703019.49,4,253952,62,56206,3700801300,4,14812145,0,418,7,7,4903,411,0,603,428242,0,10,22076,10,113942546,1208,1,0,4,3469,69894284,7,279512576,9,21,5,3248,603,0,0,29620784,483667,1202700162,0,603,627,0,3,1,14,14,4101,3,1201752172,1168302433,44856980,70973146,70973146,1,3,1,3689751656,73389,73389,14,14,14,70956766,11,3,114659,439269,747807,10045,1201752172,428242,28874077,2041
705031.66,4,253952,62,64813,4267717228,4,15981443,0,515,7,7,4903,449,0,603,501075,0,10,25444,10,115221542,1208,1,0,4,3469,80632806,7,322466636,9,21,5,3248,603,0,0,34400255,560896,1382357783,0,603,627,0,3,1,14,14,4101,3,1382659928,1346936304,50872342,81849075,81865459,1,3,1,4256151932,73389,73389,14,14,14,81849079,11,3,120465,513834,846866,11511,1382659928,501075,33554677,2041
