timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
431877.79,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
433890.78,0,253952,62,6895,453499630,0,582507,0,50,3,3,8854,101,0,558,54645,0,20,2686,18,95469273,1118,1,0,4,441,8405205,6,33620820,17,17,15,14,69,558,0,0,3536836,53534,171266503,0,558,361,0,3,1,14,14,903,3,171124219,145811728,4155547,8525269,8541653,1,3,1,443314020,73389,73389,14,14,14,8525273,7,3,79989,55869,203228,1480,171124219,54645,3333745,1208
435901.65,0,253952,62,15407,1014189638,0,1695824,0,137,3,3,8854,134,0,558,124440,0,20,6019,18,97061985,1118,1,0,4,441,19046633,6,76186532,17,17,15,14,69,558,0,0,8316125,224718,351261301,0,558,361,0,3,1,14,14,903,3,350935999,321887934,10212936,19335662,19335662,1,3,1,1005454456,73389,73389,14,14,14,19335666,7,3,81979,127375,282680,2925,350935999,124440,8033763,1208
437910.47,11,253952,62,24278,1598382938,0,2787987,0,230,3,3,8854,223,0,558,196414,0,20,9534,18,98316849,1118,1,0,4,441,30124632,6,120433896,17,17,15,14,69,558,0,0,13167091,316048,540530648,0,558,361,0,3,1,14,14,903,3,540017824,506134673,16235152,30555655,30555655,1,3,1,1588894092,73389,73389,14,14,14,30555659,7,3,84738,201121,367316,4562,540017824,196414,12800285,1208
439923.45,11,253952,62,33304,2193615136,0,3885210,0,317,3,3,8854,260,0,558,266443,0,20,13080,18,100452531,1118,1,0,4,441,41421490,6,165685960,17,17,15,14,69,558,0,0,18030435,368162,722906267,0,558,361,0,3,1,14,14,903,3,722203470,693244566,22230634,42014931,42014931,1,3,1,2184776444,73389,73389,14,14,14,42014935,7,3,86761,272811,450109,6043,722203470,266443,17581030,1208
441928.78,11,253952,62,38947,2564749978,1,6502998,0,338,3,3,8854,321,0,567,295751,0,20,15310,18,102953305,1136,1,0,4,441,48401395,6,193605580,17,17,15,14,69,567,0,0,20390832,368276,837241691,0,567,365,0,3,1,14,14,903,3,837075419,810112364,27208009,49141527,49157911,1,3,1,2555359436,73389,73389,14,14,14,49141531,7,3,89744,302925,495077,7044,837075419,295751,19896552,1230
443933.51,11,253952,62,46589,3068640854,1,7509542,0,390,4,4,8854,345,0,567,349516,0,20,18306,19,104763205,1136,1,0,4,441,57989491,6,231957964,18,18,15,14,227,567,0,0,24154604,411103,1004363594,0,567,365,0,3,1,14,14,903,3,1003728698,968870962,32007520,58835649,58835649,1,3,1,3059453780,73389,73389,14,14,14,58835653,7,3,93173,358037,559177,8382,1003728698,349516,23596378,1230
445946.58,11,253952,62,52410,3451730688,2,10129344,0,404,5,5,8854,409,0,567,382379,0,20,20615,19,106042201,1136,1,0,4,441,65230996,6,260923984,18,19,15,14,227,567,0,0,26815618,434939,1121989234,0,567,365,0,3,1,14,14,903,3,1121666038,1089843672,37308171,66181270,66181270,1,3,1,3441426072,73389,73389,14,14,14,66181274,7,3,98304,391847,609007,9413,1121666038,382379,26206663,1230
447954.08,12,253952,62,59965,3948761596,2,11357812,0,499,5,5,8854,439,0,567,444238,0,20,23574,19,107284999,1136,1,0,4,441,74668652,6,298674608,18,19,15,14,227,567,0,0,31541304,571154,1277245546,0,567,365,0,3,1,14,14,903,3,1276306714,1246145573,43367928,75752956,75752956,1,3,1,3939153744,73389,73389,14,14,14,75752960,7,3,102538,455291,691731,10659,1276306714,444238,30850779,1230
449959.84,12,253952,62,67588,4451479684,2,12444841,0,587,5,5,8854,475,0,567,509873,0,20,26565,19,108576061,1136,1,0,4,441,84194099,6,336776396,18,19,15,14,227,567,0,0,36224382,698671,1438918560,0,567,365,0,3,1,14,14,903,3,1438081613,1404541089,49189104,85414310,85414310,1,3,1,4441544152,73389,73389,14,14,14,85414314,7,3,106126,522538,772633,11983,1438081613,509873,35453123,1230
