timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
618042.34,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
620046.93,0,0,19441,1279659868,0,0,0,0,1,1,4532,117,585,122074,18,1815,16,0,120717836,1172,1,0,15,15,0,14,128,585,0,0,0,1996093,111,421262948,0,585,385,2,1,14,14,367,0,1,421429444,377349970,1996948,28774117,28790501,1,2,1,0,1266061148,73389,73389,14,14,14,28774117,8,3,369735,124278,876656,3233,421429444,122074,1119632,1763
622051.67,253952,62,41637,2742272550,4,4000368,0,4,22,22,4532,121,675,233091,18,7538,37,18,140299886,1352,1,0,36,36,16,14,222,675,0,0,0,6399244,16486,854587846,0,675,435,2,1,14,14,367,0,1,856423216,805481194,14800419,61968867,61968867,1,2,1,0,2726630148,73389,73389,14,14,14,61968867,8,3,473792,238047,1190238,6553,856423216,233091,5209365,2012
624056.43,253952,62,56812,3742355842,20,20862817,0,42,22,22,4532,123,675,312901,18,11792,37,18,140830790,1352,1,0,36,36,16,14,222,675,0,0,0,9696658,56341,1148587230,0,675,435,2,1,14,14,367,0,1,1148582704,1097824728,67458474,84697288,84697288,1,2,1,0,3726680672,73389,73389,14,14,14,84697288,8,3,482260,319792,1301688,8782,1148582704,312901,8394460,2012
626063.78,253952,62,70901,4670736134,20,22239024,0,72,25,25,4532,125,675,400890,18,15746,37,18,141361694,1352,1,0,36,39,16,14,222,675,0,0,0,12970037,447222,1417795139,0,675,435,2,1,14,14,367,0,1,1419770672,1369211064,72758034,105799819,105799819,1,2,1,0,4655192036,73389,73389,14,14,14,105799819,8,3,490201,409717,1433611,10851,1419770672,400890,11537043,2012
628068.79,253952,62,83655,5510829510,23,26893082,0,104,25,25,4532,127,675,472619,18,19334,37,18,141361694,1352,1,0,36,39,16,14,222,675,0,0,0,15831144,654653,1664188538,0,675,435,2,1,14,14,367,0,1,1665137456,1614816803,80602090,124893595,124893595,1,2,1,0,5495318180,73389,73389,14,14,14,124893595,8,3,491923,483116,1512121,12723,1665137456,472619,14319750,2012
630074.62,253952,62,96212,6338543198,23,28405756,0,129,25,25,4532,129,675,532671,18,22869,37,18,141892598,1352,1,0,36,39,16,14,222,675,0,0,0,18450298,675955,1906770915,0,675,435,2,1,14,14,367,0,1,1907096368,1856716444,84775812,143696333,143712717,1,2,1,0,6322638652,73389,73389,14,14,14,143696333,8,3,496493,544704,1581061,14569,1907096368,532671,16870058,2012
632080.03,253952,62,108032,7117425950,23,30239000,0,169,25,25,4532,131,675,588046,18,26199,37,18,142158050,1352,1,0,36,39,16,14,222,675,0,0,0,20803451,686314,2135448224,0,675,435,2,1,14,14,367,0,1,2134768432,2084545814,88988925,161397469,161397469,1,2,1,0,7101488636,73389,73389,14,14,14,161397469,8,3,498969,601411,1654177,16306,2134768432,588046,19150180,2012
634090.35,253952,62,119913,7900306398,23,31572968,0,190,26,26,4532,133,675,654979,18,29564,37,18,142423502,1352,1,0,36,40,16,14,222,675,0,0,0,23237435,798130,2362697633,0,675,435,2,1,14,14,367,0,1,2363358000,2313313944,92889577,179196909,179196909,1,2,1,0,7884663996,73389,73389,14,14,14,179196909,8,3,502371,669884,1726254,18050,2363358000,654979,21512184,2012
636097.81,253952,62,133716,8809677942,23,33836098,0,222,29,29,4532,135,675,764390,18,33432,37,18,142688954,1352,1,0,36,43,16,14,222,675,0,0,0,26801273,1632041,2626793129,0,675,435,2,1,14,14,367,0,1,2629040944,2579114908,99321713,199867423,199867423,1,2,1,0,8794166612,73389,73389,14,14,14,199867423,8,3,511315,781385,1858961,20077,2629040944,764390,24943431,2012
