timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
557781.92,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
559786.46,0,253952,62,7078,465504784,1,2068299,0,52,3,3,2910,99,0,558,66819,0,34,2750,10,1231,95795055,1118,1,0,4,4893,8630467,9,34521868,9,17,6,1806,558,0,0,0,3463757,33363,176794463,0,558,501,0,3,1,14,14,5484,3,176785737,149444493,5558508,8771029,8771029,1,3,1,456093540,73389,73389,14,14,14,8771033,17,3,79330,68101,236788,1520,176785737,66819,3227104,1718
561792.61,0,253952,62,14213,936180974,1,3602169,0,78,4,4,2910,120,0,558,114792,0,34,5545,11,1231,98244453,1118,1,0,4,4893,17574758,9,70299032,10,18,6,1819,558,0,0,0,6724236,45454,323688902,0,558,501,0,3,1,14,14,5484,3,324205188,297544068,10364361,17826175,17826175,1,3,1,926961132,73389,73389,14,14,14,17826179,17,3,85858,117227,310731,2693,324205188,114792,6413765,1718
563798.44,0,253952,62,23246,1531328954,1,4781973,0,158,4,4,2910,210,0,558,191516,0,34,9135,11,1231,99209733,1118,1,0,4,4893,28844452,9,115377808,10,18,6,1819,558,0,0,0,11383846,91202,518416870,0,558,501,0,3,1,14,14,5484,3,518612968,484792171,16223176,29273385,29273385,1,3,1,1522216052,73389,73389,14,14,14,29273389,17,3,91399,195715,411819,4376,518612968,191516,10972480,1718
565803.87,0,253952,62,29012,1910150678,2,7457025,0,176,4,4,2910,220,0,567,220580,0,34,11362,11,1231,101650177,1136,1,0,4,4893,36001072,9,143939632,10,18,6,1819,567,0,0,0,13742593,91911,634173847,0,567,508,0,3,1,14,14,5484,3,634018450,604321750,21269549,36549596,36549596,1,3,1,1900579024,73389,73389,14,14,14,36549600,17,3,94457,225598,451867,5283,634018450,220580,13291267,1749
567814.35,0,253952,62,37708,2483164762,2,8518462,0,228,5,5,2910,306,0,567,296452,0,34,14818,11,1231,102880909,1136,1,0,4,4893,46883359,9,187468888,10,19,6,1819,567,0,0,0,18160009,244143,816914570,0,567,508,0,3,1,14,14,5484,3,816973054,784612657,26870957,47570822,47570822,1,3,1,2473682776,73389,73389,14,14,14,47570826,17,3,99480,303154,553795,6860,816973054,296452,17606937,1749
569818.78,0,253952,62,44635,2939654428,3,10715028,0,271,5,5,2910,326,0,567,349953,0,34,17510,11,1231,104147839,1136,1,0,4,4893,55476657,9,221841916,10,19,6,1819,567,0,0,0,21479841,302694,962410796,0,567,508,0,3,1,14,14,5484,3,962444964,928608022,32466113,56335374,56335374,1,3,1,2929439480,73389,73389,14,14,14,56335378,17,3,105473,357866,623978,8026,962444964,349953,20856712,1749
571830.10,1,253952,62,51244,3374350432,3,12274216,0,293,6,6,2910,396,0,567,395667,0,34,20139,11,1231,105076921,1136,1,0,4,4893,63736109,9,254944436,10,20,6,1819,567,0,0,0,24738402,354764,1098738606,0,567,508,0,3,1,14,14,5484,3,1098019913,1065490312,37330746,64696803,64696803,1,3,1,3364233788,73389,73389,14,14,14,64696807,17,3,110481,404735,684045,9205,1098019913,395667,24055334,1749
573843.09,1,253952,62,59049,3888670290,3,13964994,0,342,6,6,2910,426,0,567,460679,0,34,23197,11,1231,106959217,1136,1,0,4,4893,73505818,9,293958688,10,20,6,1819,567,0,0,0,28975798,481450,1259487797,0,567,508,0,3,1,14,14,5484,3,1258887718,1227563599,43321104,74573308,74573308,1,3,1,3877812048,73389,73389,14,14,14,74573312,17,3,113367,471194,777723,10502,1258887718,460679,28199211,1749
575855.05,1,253952,62,67016,4413027812,3,15471783,0,401,6,6,2910,464,0,567,529727,0,34,26320,11,1231,107622847,1136,1,0,4,4893,83441027,9,333764108,10,20,6,1819,567,0,0,0,33321909,684522,1429090059,0,567,508,0,3,1,14,14,5484,3,1428181486,1392434419,49412517,84667123,84667123,1,3,1,4402690428,73389,73389,14,14,14,84667127,17,3,123185,541795,868442,11896,1428181486,529727,32454757,1749
577862.97,3,253952,62,74926,4934880514,3,17035035,0,461,6,6,2910,533,0,567,600271,0,34,29446,11,1231,109830925,1136,1,0,4,4893,93320667,9,373217964,10,20,6,1819,567,0,0,0,37687027,837448,1592707422,0,567,508,0,3,1,14,14,5484,3,1591781731,1556875291,55459760,94670382,94686766,1,3,1,4922859896,73389,73389,14,14,14,94670386,17,3,132716,613868,975282,13275,1591781731,600271,36713188,1749
579868.69,3,253952,62,80559,5306216682,4,19319108,0,484,6,6,2910,557,0,567,634766,0,34,31656,11,1231,111363307,1136,1,0,4,4893,100381103,9,401524412,10,20,6,1819,567,0,0,0,40301303,862267,1709858802,0,567,508,0,3,1,14,14,5484,3,1708289410,1673864731,60391875,101831461,101831461,1,3,1,5295236004,73389,73389,14,14,14,101831465,17,3,135100,649270,1016316,14218,1708289410,634766,39286532,1749
581875.78,4,253952,62,87794,5784134234,4,20960758,0,521,7,7,2910,621,0,567,689599,0,34,34528,11,1231,112304455,1136,1,0,4,4893,109417630,9,437541436,10,21,6,1819,567,0,0,0,44068195,943804,1861070549,0,567,508,0,3,1,14,14,5484,3,1859621075,1824737823,65872451,110996977,110996977,1,3,1,5771842836,73389,73389,14,14,14,110996981,17,3,142956,705409,1099304,15509,1859621075,689599,42970586,1749
583887.11,4,253952,62,95719,6307271626,4,22589744,0,586,7,7,2910,659,0,567,757366,0,34,37651,11,1231,114790051,1136,1,0,4,4893,119326741,9,477306964,10,21,6,1819,567,0,0,0,48384173,1068000,2027907117,0,567,508,0,3,1,14,14,5484,3,2026570933,1989149672,71884749,121063613,121079997,1,3,1,6295307908,73389,73389,14,14,14,121063617,17,3,145383,774705,1193183,16866,2026570933,757366,47192854,1749
585902.50,5,253952,62,103806,6839167686,4,24034659,0,654,7,7,2910,732,0,576,830976,0,34,40844,11,1231,116231718,1154,1,0,4,4893,129386787,9,517547148,10,21,6,1819,576,0,0,0,52805444,1255390,2196700880,0,576,515,0,3,1,14,14,5484,3,2194790328,2157004552,77963279,131282467,131282467,1,3,1,6826688316,73389,73389,14,14,14,131282471,17,3,149532,849951,1310042,18305,2194790328,830976,51497434,1779
587917.36,6,253952,62,111992,7379989142,4,25393504,0,722,7,7,2910,772,0,585,900542,0,34,44060,11,1231,117730879,1172,1,0,4,4893,139606724,9,558426896,10,21,6,1819,585,0,0,0,57347699,1446905,2372199243,0,585,525,0,3,1,14,14,5484,3,2369990678,2327645885,84035710,141664273,141664273,1,3,1,7366542228,73389,73389,14,14,14,141664277,17,3,149561,921146,1377903,19737,2369990678,900542,55971997,1811
589924.13,7,253952,62,120157,7915629878,4,26816411,0,797,7,7,2910,811,0,594,967058,0,34,47237,11,1231,119172888,1190,1,0,4,4893,149728034,9,598912136,10,21,6,1819,594,0,0,0,61844499,1571500,2536140842,0,594,534,0,3,1,14,14,5484,3,2533895867,2495956921,90075677,151963332,151979716,1,3,1,7902093296,73389,73389,14,14,14,151963336,17,3,151510,989168,1481570,21086,2533895867,967058,60365303,1840
591928.37,7,253952,62,126950,8363201320,5,29050801,0,848,7,7,2910,869,1,603,1017651,2,34,49919,11,1231,120928752,1208,1,0,4,4893,158205666,9,632822664,10,21,6,1819,603,0,0,0,65270772,1625384,2677703169,0,601,546,2,3,1,14,14,5484,3,2675196024,2637569528,95776247,160545501,160545501,1,3,1,8348366084,73389,73389,14,14,14,160545505,17,3,154421,1040976,1546721,22287,2675196024,1017651,63726560,1868
593937.82,7,253952,62,133424,8788020680,5,30668155,0,875,8,8,2910,897,1,621,1062143,4,34,52442,11,1231,124182665,1244,1,0,4,4893,166276733,9,665042144,10,22,6,1819,621,0,0,0,68408810,1668380,2816662075,0,617,572,4,3,1,14,14,5484,3,2814824611,2771469012,100568629,168714640,168714640,1,3,1,8773161312,73389,73389,14,14,14,168714644,17,3,157789,1086556,1601768,23426,2814824611,1062143,66809673,1928
595942.90,7,253952,62,139037,9157674216,6,33153796,0,900,8,8,2910,947,1,639,1096762,4,34,54656,11,1231,127122490,1280,1,0,4,4893,173235683,9,692942732,10,22,6,1819,639,0,0,0,70939534,1674026,2937537534,0,635,588,4,3,1,14,14,5484,3,2935336150,2888313261,105587527,175772456,175772456,1,3,1,9139315776,73389,73389,14,14,14,175756076,17,3,158083,1122095,1651830,24453,2935336150,1096762,69290435,1982
597948.84,7,253952,62,144157,9495040502,6,35034637,0,922,8,8,2910,968,1,648,1125947,4,34,56676,11,1231,128563808,1298,1,0,4,4893,179676030,9,718704120,10,22,6,1819,648,0,0,0,73217789,1674210,3045352550,0,644,594,4,3,1,14,14,5484,3,3042939536,2994323483,109746357,182288526,182288526,1,3,1,9479003384,73389,73389,14,14,14,182288530,17,3,165214,1152106,1704872,25323,3042939536,1125947,71515738,2006
