timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
578491.37,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
580497.76,0,253952,62,5146,338261800,0,1625778,0,11,2,2,8585,86,0,558,36701,0,12,1996,13,13,95167623,1118,1,0,4,830,6244491,5,24913212,12,16,10,217,558,0,0,2276980,355,140113624,0,558,316,0,3,1,14,14,1318,0,3,140164242,109096677,3903706,6334131,6334131,1,3,1,0,329374844,73389,73389,14,14,14,6334135,7,3,78594,37576,154919,1213,140164242,36701,2122150,1293
582514.15,0,253952,62,13003,855675814,0,2987074,0,66,3,3,8585,116,0,558,99517,0,12,5065,14,13,97037853,1118,1,0,4,830,16048335,5,64193340,13,17,10,230,558,0,0,6517358,205176,301412569,0,558,316,0,3,1,14,14,1318,0,3,301548261,272237856,9714277,16278331,16278331,1,3,1,0,846473244,73389,73389,14,14,14,16278335,7,3,87847,101996,243696,2508,301548261,99517,6273915,1293
584523.77,0,253952,62,20401,1342996738,0,4494887,0,127,3,3,8585,196,1,558,157842,0,12,8008,14,13,98268585,1118,1,0,4,830,25273488,5,101093952,13,17,10,230,558,0,0,10912488,374300,462400162,0,558,316,0,3,1,14,14,1318,0,3,462249200,425728968,15766608,25649091,25649091,1,3,1,0,1333752764,73389,73389,14,14,14,25649095,7,3,90000,161991,315696,3909,462249200,157842,10597199,1293
586538.85,0,253952,62,27840,1833644136,0,5938623,0,193,3,3,8585,224,1,558,214084,0,12,10920,14,13,100138815,1118,1,0,4,830,34570146,5,138215984,13,17,10,230,558,0,0,15323643,552570,608613681,0,558,316,0,3,1,14,14,1318,0,3,608435293,580099530,21770775,35081069,35081069,1,3,1,0,1824215620,73389,73389,14,14,14,35081073,7,3,96867,219742,401560,5089,608435293,214084,14922650,1293
588548.38,0,253952,62,35634,2346941448,0,7338686,0,266,3,3,8585,259,1,567,273981,0,12,13977,14,13,102579259,1136,1,0,4,830,44301611,5,177206444,13,17,10,230,567,0,0,19866658,687760,772336887,0,567,322,0,3,1,14,14,1318,0,3,771992936,741720603,27843928,44951541,44951541,1,3,1,0,2337480164,73389,73389,14,14,14,44951545,7,3,98224,281298,468504,6435,771992936,273981,19398880,1323
590557.44,0,253952,62,43232,2847393704,0,8693423,0,336,3,3,8585,334,1,567,334924,0,12,16994,14,13,104147839,1136,1,0,4,830,53783187,5,215132748,13,17,10,230,567,0,0,24351282,859138,930687290,0,567,322,0,3,1,14,14,1318,0,3,930185308,899466352,33818331,54568061,54568061,1,3,1,0,2837539204,73389,73389,14,14,14,54568065,7,3,100758,343841,543415,7789,930185308,334924,23808752,1323
592561.71,0,253952,62,48856,3217259230,1,11249048,0,362,3,3,8585,348,2,567,367584,0,12,19178,14,13,105426835,1136,1,0,4,830,60785026,5,243140104,13,17,10,230,567,0,0,27012714,879611,1044881353,0,567,322,0,3,1,14,14,1318,0,3,1043885761,1016145087,39081068,61670081,61670081,1,3,1,0,3206844244,73389,73389,14,14,14,61670085,7,3,101877,377432,579401,8695,1043885761,367584,26434302,1323
594566.59,2,253952,62,55552,3658248100,1,12497751,0,396,4,4,8585,416,2,567,415532,0,12,21837,15,13,106657567,1136,1,0,4,830,69138012,5,276552048,14,18,10,246,567,0,0,30598322,926948,1187525120,0,567,322,0,3,1,14,14,1318,0,3,1187053642,1154719085,43911811,70158264,70158264,1,3,1,0,3648229760,73389,73389,14,14,14,70158268,7,3,107239,426701,646339,9929,1187053642,415532,29953105,1323
596571.41,2,253952,62,60700,3996954688,2,15252518,0,420,4,4,8585,427,2,567,442957,0,12,23834,15,13,107671111,1136,1,0,4,830,75557636,5,302230544,14,18,10,246,567,0,0,32861670,927077,1293803817,0,567,322,0,3,1,14,14,1318,0,3,1292838204,1261440833,48946140,76670460,76670460,1,3,1,0,3986863952,73389,73389,14,14,14,76670464,7,3,110176,454960,694424,10768,1292838204,442957,32168469,1323
