timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
463538.02,1,0,0,19454,1280511836,0,0,0,0,1,1,6099,117,590,125940,14,1817,15,86,121701826,1182,1,0,14,15,0,13,186,590,0,0,0,1982263,5161,421656285,0,590,416,2,1,14,14,3614,0,1,422215876,377665185,1987870,28790501,28806885,1,2,1,0,1266782044,73389,73389,14,14,14,28790501,11,3,264221,128217,629964,3239,422215876,125940,1352393,1785
465546.59,1,253952,62,35419,2332646086,12,13732950,0,38,18,18,6099,119,675,252350,14,5751,32,99,140299886,1352,1,0,31,32,0,13,486,675,0,0,0,6112004,1319606,735119825,0,675,465,2,1,14,14,3614,0,1,736623408,685715000,26094562,52655451,52671835,1,2,1,0,2316839844,73389,73389,14,14,14,52655451,11,3,381127,256929,1021218,5639,736623408,252350,5090981,2016
467553.77,1,253952,62,49089,3233566794,15,18626252,0,78,21,21,6099,122,675,372626,14,9638,32,99,140830790,1352,1,0,31,35,0,13,486,675,0,0,0,10262512,3351632,995410792,0,675,465,2,1,14,14,3614,0,1,999815984,949049622,42540977,73135390,73135390,1,2,1,0,3217236264,73389,73389,14,14,14,73119006,11,3,397527,379505,1237802,7647,999815984,372626,9025014,2016
469559.36,1,253952,62,61874,4075957238,20,25934034,0,120,25,25,6099,124,675,473212,14,13231,32,99,141096242,1352,1,0,31,39,0,13,486,675,0,0,0,13977457,4554176,1244429105,0,675,465,2,1,14,14,3614,0,1,1245575984,1195310050,56771354,92284351,92284351,1,2,1,0,4060511444,73389,73389,14,14,14,92284351,11,3,411480,482160,1410883,9522,1245575984,473212,12566987,2016
471567.13,1,253952,62,71561,4714255346,23,30802192,0,130,26,26,6099,125,675,529856,14,15926,32,99,141361694,1352,1,0,31,40,0,13,486,675,0,0,0,16407967,4696525,1431690163,0,675,465,2,1,14,14,3614,0,1,1432353584,1381929412,64761287,106788892,106788892,1,2,1,0,4697990352,73389,73389,14,14,14,106772508,11,3,418754,540185,1478704,10947,1432353584,529856,14929766,2016
473577.17,1,253952,62,84805,5586726814,23,32275459,0,164,29,29,6099,128,675,638729,14,19663,32,99,141361694,1352,1,0,31,43,0,13,486,675,0,0,0,20286721,6364640,1684791485,0,675,465,2,1,14,14,3614,0,1,1687288624,1636985105,72734216,126617789,126617789,1,2,1,0,5571182716,73389,73389,14,14,14,126617789,11,3,432931,651287,1659455,12892,1687288624,638729,18627901,2016
475582.47,1,253952,62,95931,6320127582,27,38930996,0,202,29,29,6099,129,675,721652,14,22845,32,99,141892598,1352,1,0,31,43,0,13,486,675,0,0,0,23331110,7306703,1901287988,0,675,465,2,1,14,14,3614,0,1,1901591344,1851363398,84149284,143286733,143286733,1,2,1,0,6304616252,73389,73389,14,14,14,143286733,11,3,438680,735839,1770676,14527,1901591344,721652,21561108,2016
477588.96,1,253952,62,105744,6966683226,27,40587280,0,238,29,29,6099,131,675,775647,14,25577,32,99,142158050,1352,1,0,31,43,0,13,486,675,0,0,0,25732952,7315893,2090780751,0,675,465,2,1,14,14,3614,0,1,2090728240,2040483028,88229291,157971498,157971498,1,2,1,0,6950745912,73389,73389,14,14,14,157971498,11,3,443835,791144,1845512,15970,2090728240,775647,23888203,2016
479605.00,1,253952,62,115733,7624773206,27,42105641,0,260,32,32,6099,133,675,850271,14,28418,32,99,142423502,1352,1,0,31,46,0,13,486,675,0,0,0,28295020,7844725,2282509589,0,675,465,2,1,14,14,3614,0,1,2282879792,2232779010,93023195,172934791,172934791,1,2,1,0,7608409908,73389,73389,14,14,14,172918407,11,3,452105,867287,1940288,17436,2282879792,850271,26355594,2016
481615.05,1,253952,62,127554,8403456042,28,45239261,0,300,32,32,6099,134,675,949449,14,31701,32,99,142423502,1352,1,0,31,46,0,13,486,675,0,0,0,31674172,9476651,2509373951,0,675,465,2,1,14,14,3614,0,1,2510420784,2460407515,100582951,190629894,190629894,1,2,1,0,8386994440,73389,73389,14,14,14,190613510,11,3,458067,968449,2030001,19172,2510420784,949449,29645147,2016
483621.21,1,253952,62,138385,9117523690,30,49209710,0,348,34,34,6099,136,675,1047664,14,34755,32,99,142942340,1352,1,0,31,48,0,13,486,675,0,0,0,35020867,10952147,2719060558,0,675,465,2,1,14,14,3614,0,1,2718694192,2669121677,111654519,206848278,206864662,1,2,1,0,9101324232,73389,73389,14,14,14,206848278,11,3,467726,1068416,2150145,20761,2718694192,1047664,32871798,2016
485636.38,1,253952,62,148027,9752607226,32,52771510,0,364,36,36,6099,138,675,1104171,14,37524,32,99,143207792,1352,1,0,31,50,0,13,486,675,0,0,0,37313218,11044424,2903437993,0,675,465,2,1,14,14,3614,0,1,2904030000,2854771761,117615067,221297634,221297634,1,2,1,0,9736375000,73389,73389,14,14,14,221281250,11,3,475857,1126261,2212208,22175,2904030000,1104171,35102176,2016
487645.20,1,253952,62,160002,10541323686,32,56430624,0,404,38,38,6099,140,675,1216640,14,40874,32,99,143738696,1352,1,0,31,52,0,13,486,675,0,0,0,40607633,12590377,3131972429,0,675,465,2,1,14,14,3614,0,1,3134032848,3085276648,124604546,239225987,239225987,1,2,1,0,10525943428,73389,73389,14,14,14,239225987,11,3,486771,1241397,2346664,23933,3134032848,1216640,38262240,2016
489662.98,1,253952,62,170885,11258533754,34,61853755,0,437,38,38,6099,142,675,1347866,14,43950,32,99,144004148,1352,1,0,31,52,0,13,486,675,0,0,0,44035393,14547722,3343359956,0,675,465,2,1,14,14,3614,0,1,3343616976,3294829944,138522039,255528450,255528450,1,2,1,0,11243251800,73389,73389,14,14,14,255528450,11,3,489608,1377498,2474356,25532,3343616976,1347866,41562405,2016
491673.35,1,253952,62,181695,11970694242,35,64516767,0,474,39,39,6099,143,675,1471585,14,46969,32,99,144004148,1352,1,0,31,53,0,13,486,675,0,0,0,47268900,15504784,3552514823,0,675,465,2,1,14,14,3614,0,1,3551628240,3503079415,145802109,271710192,271710192,1,2,1,0,11954527552,73389,73389,14,14,14,271693808,11,3,494858,1506139,2586891,27119,3551628240,1471585,44683470,2016
493686.32,1,253952,62,192783,12701363322,36,67127482,0,506,39,39,6099,145,675,1587168,14,50092,32,99,144535052,1352,1,0,31,53,0,13,486,675,0,0,0,50251559,16530770,3765343799,0,675,465,2,1,14,14,3614,0,1,3765013456,3716665132,151415024,288315759,288315759,1,2,1,0,12685172500,73389,73389,14,14,14,288299375,11,3,497584,1626575,2690329,28747,3765013456,1587168,47562798,2016
495699.83,1,253952,62,203017,13375750942,37,69903792,0,543,40,40,6099,147,675,1689604,14,53027,32,99,144800504,1352,1,0,31,54,0,13,486,675,0,0,0,53322518,18036895,3962171977,0,675,465,2,1,14,14,3614,0,1,3961883600,3913730635,159419649,303645533,303645533,1,2,1,0,13359682556,73389,73389,14,14,14,303629149,11,3,503795,1730737,2797170,30249,3961883600,1689604,50526998,2016
497706.21,1,253952,62,212999,14033647622,42,76156586,0,583,44,44,6099,148,675,1783571,14,55763,32,99,145065956,1352,1,0,31,58,0,13,486,675,0,0,0,56340715,18915714,4155191220,0,675,465,2,1,14,14,3614,0,1,4154297296,4106069810,171140264,318598475,318598475,1,2,1,0,14018332900,73389,73389,14,14,14,318598475,11,3,504816,1826241,2885405,31717,4154297296,1783571,53457044,2016
499712.95,1,253952,62,221817,14614729494,42,77884502,0,615,45,45,6099,150,675,1852333,14,58275,32,99,145331408,1352,1,0,31,59,0,13,486,675,0,0,0,58618001,18973486,4325407464,0,675,465,2,1,14,14,3614,0,1,4324035536,4275975813,175209242,331802647,331802647,1,2,1,0,14599316468,73389,73389,14,14,14,331802647,11,3,508204,1896405,2961426,33012,4324035536,1852333,55658394,2016
501724.99,1,253952,62,231327,15241427730,43,80289004,0,642,46,46,6099,151,675,1928368,14,60961,32,99,145596860,1352,1,0,31,60,0,13,486,675,0,0,0,60478749,19164092,4508599296,0,675,465,2,1,14,14,3614,0,1,4507012048,4459124989,179667383,346045044,346061428,1,2,1,0,15225981936,73389,73389,14,14,14,346045044,11,3,511001,1973792,3050464,34408,4507012048,1928368,57430188,2016
