timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
595769.13,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,349,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
597774.11,1,0,0,21567,1419797826,0,0,0,0,1,1,9922,117,657,126875,14,2014,14,12,135695714,1316,1,0,13,15,0,12,426,657,0,0,0,1993360,88,466745211,0,657,437,2,1,14,14,349,0,1,468484292,418686809,1994009,31921560,31937944,1,2,1,0,1404548640,73389,73389,14,14,14,31921560,6,3,409124,129070,826466,3592,468484292,126875,1166987,1980
599782.37,1,253952,62,35781,2356370118,17,21545101,0,59,23,23,9922,120,675,232471,14,5900,35,46,140299886,1352,1,0,34,37,7,12,530,675,0,0,0,5784561,587377,743018545,0,675,447,2,1,14,14,349,0,1,743570224,692686400,29404996,53196123,53196123,1,2,1,0,2339908516,73389,73389,14,14,14,53179739,6,3,488953,237016,1123339,5692,743570224,232471,4661446,2032
601790.92,1,253952,62,49984,3292486966,18,25106880,0,99,23,23,9922,122,675,346672,14,9878,35,46,140830790,1352,1,0,34,37,7,12,530,675,0,0,0,9804794,2238125,1014208878,0,675,447,2,1,14,14,349,0,1,1017117488,966283615,39838715,74468527,74484911,1,2,1,0,3276615188,73389,73389,14,14,14,74468527,6,3,503989,353567,1309815,7779,1017117488,346672,8495335,2032
603805.78,1,253952,62,63867,4207113456,18,28692352,0,136,25,25,9922,124,675,460132,14,13778,35,46,141096242,1352,1,0,34,39,7,12,530,675,0,0,0,13728041,3589873,1281330042,0,675,447,2,1,14,14,349,0,1,1284111152,1233691300,50363592,95261921,95261921,1,2,1,0,4190803628,73389,73389,14,14,14,95245537,6,3,517282,473886,1457873,9816,1284111152,460132,12270649,2032
605811.20,1,253952,62,75698,4986705038,23,35240960,0,168,25,25,9922,126,675,526583,14,17108,35,46,141361694,1352,1,0,34,39,7,12,530,675,0,0,0,16694641,4142111,1512129228,0,675,447,2,1,14,14,349,0,1,1512045360,1461629444,61155302,112979441,112979441,1,2,1,0,4971095404,73389,73389,14,14,14,112979441,6,3,517504,541938,1535866,11555,1512045360,526583,15159369,2032
607824.64,1,253952,62,88434,5825884218,23,37505826,0,196,29,29,9922,128,675,626483,14,20705,35,46,141627146,1352,1,0,34,43,7,12,530,675,0,0,0,20050681,4930241,1757100598,0,675,447,2,1,14,14,349,0,1,1757018928,1706884728,67514798,132054674,132054674,1,2,1,0,5809684760,73389,73389,14,14,14,132038290,6,3,533712,643897,1690802,13424,1757018928,626483,18359628,2032
609832.32,1,253952,62,102313,6740501950,24,41540744,0,234,30,30,9922,130,675,754677,14,24603,35,46,141892598,1352,1,0,34,44,7,12,530,675,0,0,0,24002238,6383997,2022915914,0,675,447,2,1,14,14,349,0,1,2024405808,1974277936,78897807,152837717,152837717,1,2,1,0,6724138652,73389,73389,14,14,14,152821333,6,3,541287,774522,1847912,15464,2024405808,754677,22155190,2032
611848.69,1,253952,62,117018,7709517870,26,45539421,0,272,33,33,9922,133,675,883554,14,28765,35,46,142423502,1352,1,0,34,47,7,12,530,675,0,0,0,28234475,7538056,2306951234,0,675,447,2,1,14,14,349,0,1,2307390256,2257519361,89582981,174847401,174863785,1,2,1,0,7693285644,73389,73389,14,14,14,174847401,6,3,559796,907010,2059152,17623,2307390256,883554,26176319,2032
613858.05,1,253952,62,133157,8772777866,28,50654827,0,320,35,35,9922,135,675,998877,14,33275,35,46,142688954,1352,1,0,34,49,7,12,530,675,0,0,0,32874133,8341875,2615254831,0,675,447,2,1,14,14,349,0,1,2618293040,2568371235,102051779,199025806,199025806,1,2,1,0,8756414568,73389,73389,14,14,14,199009422,6,3,573329,1024955,2226296,19995,2618293040,998877,30648970,2032
615863.55,1,253952,62,149622,9857933502,31,55972433,0,378,36,36,9922,138,675,1108750,14,37931,35,46,143207792,1352,1,0,34,50,7,12,530,675,0,0,0,37290721,8561231,2935506962,0,675,447,2,1,14,14,349,0,1,2934962992,2885564200,112949525,223691413,223691413,1,2,1,0,9842422172,73389,73389,14,14,14,223691413,6,3,582446,1137494,2389395,22411,2934962992,1108750,34902642,2032
617868.66,1,253952,62,160783,10592772754,34,60767083,0,402,36,36,9922,140,675,1160332,14,41081,35,46,143738696,1352,1,0,34,50,7,12,530,675,0,0,0,39503547,8564470,3150005893,0,675,447,2,1,14,14,349,0,1,3149106128,3100293369,119999111,240395284,240395284,1,2,1,0,10576671600,73389,73389,14,14,14,240378900,6,3,582598,1190276,2444434,24048,3149106128,1160332,37060529,2032
619873.64,1,253952,62,173152,11407900222,35,62766823,0,422,37,37,9922,142,675,1225178,14,44564,35,46,144004148,1352,1,0,34,51,7,12,530,675,0,0,0,42105572,8565368,3388403902,0,675,447,2,1,14,14,349,0,1,3387263952,3338503830,124679761,258921653,258921653,1,2,1,0,11392552732,73389,73389,14,14,14,258921653,6,3,585038,1256593,2516115,25865,3387263952,1225178,39590983,2032
621879.34,1,253952,62,184750,12171968530,35,64639503,0,464,37,37,9922,144,675,1285051,14,47837,35,46,144269600,1352,1,0,34,51,7,12,530,675,0,0,0,44530717,8565864,3611852711,0,675,447,2,1,14,14,349,0,1,3610610640,3561940142,129017216,276280884,276280884,1,2,1,0,12156358896,73389,73389,14,14,14,276280884,6,3,589280,1317803,2604703,27569,3610610640,1285051,41927646,2032
623884.68,1,253952,62,196543,12949081810,36,67022602,0,491,38,38,9922,146,675,1352344,14,51164,35,46,144535052,1352,1,0,34,52,7,12,530,675,0,0,0,47143266,8574495,3838060008,0,675,447,2,1,14,14,349,0,1,3837234128,3789025301,134066468,293949252,293949252,1,2,1,0,12933767088,73389,73389,14,14,14,293949252,6,3,594212,1386572,2697919,29298,3837234128,1352344,44447089,2032
625896.36,1,253952,62,209521,13804386154,36,68366669,0,521,40,40,9922,148,675,1444461,14,54815,35,46,145065956,1352,1,0,34,54,7,12,530,675,0,0,0,50186725,8877277,4088524502,0,675,447,2,1,14,14,349,0,1,4087188432,4039052254,138897790,313374582,313390966,1,2,1,0,13788481608,73389,73389,14,14,14,313374582,6,3,605021,1480502,2830124,31205,4087188432,1444461,47358462,2032
627901.35,1,253952,62,221861,14617613078,41,74892662,0,552,43,43,9922,150,675,1523347,14,58287,35,46,145331408,1352,1,0,34,57,7,12,530,675,0,0,0,53294254,9338743,4325755698,0,675,447,2,1,14,14,349,0,1,4324821968,4276819580,149722306,331868183,331868183,1,2,1,0,14601479156,73389,73389,14,14,14,331851799,6,3,611970,1561114,2945067,33018,4324821968,1523347,50362178,2032
629906.48,1,253952,62,233287,15370409194,41,76679606,0,581,44,44,9922,152,675,1590684,14,61515,35,46,145596860,1352,1,0,34,58,7,12,530,675,0,0,0,55910024,9396787,4545277337,0,675,447,2,1,14,14,349,0,1,4544629712,4496814097,154224817,348973462,348989846,1,2,1,0,15354832328,73389,73389,14,14,14,348973462,6,3,617931,1630023,3041652,34695,4544629712,1590684,52870467,2032
631912.51,1,253952,62,242913,16004444154,42,79549195,0,619,44,44,9922,153,675,1648449,14,64238,35,46,145596860,1352,1,0,34,58,7,12,530,675,0,0,0,58136772,10400476,4730182003,0,675,447,2,1,14,14,349,0,1,4729965520,4682204151,159336492,363390050,363390050,1,2,1,0,15989162200,73389,73389,14,14,14,363390050,6,3,620475,1689242,3101586,36109,4729965520,1648449,55037373,2032
