timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1172545.36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1174550.55,0,253952,62,6310,414859420,0,1453613,0,34,2,2,6682,90,0,558,40048,13,2450,17,25,95481339,1118,1,0,4,445,7696330,6,30720856,16,16,9,14,64,558,0,0,2487203,88,168157540,0,558,320,3,1,14,14,883,3,168446465,133332673,3940602,7806532,7806532,1,3,1,405939696,73389,73389,14,14,14,7806536,4,3,46028,40887,127408,1435,168446465,40048,2359893,1225
1176556.39,0,253952,62,12890,848559830,0,2914080,0,51,2,2,6682,156,0,558,71532,13,5065,17,25,97327437,1118,1,0,4,445,15901669,6,63606676,16,16,9,14,64,558,0,0,5039970,205,302065181,0,558,320,3,1,14,14,883,3,301996096,270127222,7954011,16128716,16128716,1,3,1,838693264,73389,73389,14,14,14,16128720,4,3,46100,73190,150238,2590,301996096,71532,4889919,1225
1178562.11,0,253952,62,22880,1506413696,0,4408294,0,100,3,3,6682,193,0,558,129988,13,8972,18,25,98908083,1118,1,0,4,445,28383459,6,113533836,17,17,9,14,72,558,0,0,9324605,340,509223663,0,558,320,3,1,14,14,883,3,509102574,477173523,13702105,28788342,28788342,1,3,1,1496993816,73389,73389,14,14,14,28788346,4,3,50447,133150,212948,4254,509102574,129988,9112039,1225
1180567.37,0,253952,62,32923,2168018488,0,6112711,0,153,3,3,6682,277,0,576,189544,13,12927,18,25,103450988,1154,1,0,4,445,40862754,6,163386316,17,17,9,14,72,576,0,0,13683009,439,716390112,0,576,336,3,1,14,14,883,3,716598279,685790367,19793153,41478577,41494961,1,3,1,2156886036,73389,73389,14,14,14,41478581,4,3,53603,194146,292850,6017,716598279,189544,13390743,1279
1182572.48,0,253952,62,42696,2811940626,0,7882144,0,188,3,3,6682,321,0,576,248330,13,16767,18,25,105321218,1154,1,0,4,445,53082986,6,212331944,17,17,9,14,72,576,0,0,17890781,572,927135066,0,576,336,3,1,14,14,883,3,926768427,888584285,25770905,53873900,53873900,1,3,1,2801442832,73389,73389,14,14,14,53873904,4,3,58200,254376,371818,7716,926768427,248330,17519729,1279
1184577.44,0,253952,62,52443,3453591726,0,9754027,0,216,3,3,6682,400,0,576,304058,13,20607,18,25,106310630,1154,1,0,4,445,65211114,6,260844456,17,17,9,14,72,576,0,0,22057256,738,1126824365,0,576,336,3,1,14,14,883,3,1126294330,1090846764,31651294,66191621,66191621,1,3,1,3441964324,73389,73389,14,14,14,66191625,4,3,60692,311478,438668,9406,1126294330,304058,21619535,1279
1186582.85,0,253952,62,62097,4090016730,0,11621351,0,236,3,3,6682,446,0,576,357300,13,24394,18,25,108168794,1154,1,0,4,445,77268742,6,309074968,17,17,9,14,72,576,0,0,26175862,820,1323210083,0,576,336,3,1,14,14,883,3,1323150569,1291189946,37794811,78437329,78437329,1,3,1,4077889172,73389,73389,14,14,14,78420949,4,3,63783,366019,515622,11001,1323150569,357300,25661361,1279
1188588.05,0,253952,62,71442,4706215242,0,13580875,0,250,3,3,6682,517,0,612,413291,13,28084,18,25,116301753,1226,1,0,4,445,88957981,6,355831924,17,17,9,14,72,612,0,0,30249525,899,1525938571,0,612,351,3,1,14,14,883,3,1525058800,1485489209,43756040,90259212,90259212,1,3,1,4693479056,73389,73389,14,14,14,90259216,4,3,66338,423399,581460,12708,1525058800,413291,29669369,1380
1190593.20,0,253952,62,81447,5364584760,1,15992647,0,314,4,4,6682,573,0,630,475643,13,32010,19,25,120846018,1262,1,0,4,445,101405791,6,405623164,18,18,9,14,86,630,0,0,34929674,2019,1729521873,0,630,362,3,1,14,14,883,3,1728034157,1692714026,50919743,102918838,102918838,1,3,1,5351779608,73389,73389,14,14,14,102918842,4,3,69112,487332,661339,14380,1728034157,475643,34269831,1429
