timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
566703.91,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
568710.93,0,253952,62,8012,527029124,0,1264671,0,73,3,3,3875,107,0,558,71399,0,5,3120,18,96108771,1118,1,0,4,831,9792159,9,39168636,17,17,14,219,558,0,0,4409307,161982,194952336,0,558,900,0,3,1,14,14,1374,0,3,195172771,168867205,5841013,9948518,9948518,1,3,1,0,517322968,73389,73389,14,14,14,9948522,9,3,81914,72963,246737,1681,195172771,71399,4162738,1688
570717.81,0,253952,62,13677,900450378,1,3978190,0,92,3,3,3875,113,0,558,101193,0,5,5326,18,98268585,1118,1,0,4,831,16884354,9,67537416,17,17,14,219,558,0,0,6721549,162156,319785053,0,558,900,0,3,1,14,14,1374,0,3,319525414,286142177,10866550,17142365,17142365,1,3,1,0,891403012,73389,73389,14,14,14,17142369,9,3,85163,103586,280632,2644,319525414,101193,6441174,1688
572724.94,0,253952,62,21520,1416971020,1,5268167,0,135,4,4,3875,192,0,558,157886,0,5,8441,19,99535515,1118,1,0,4,831,26672352,9,106689408,18,18,14,234,558,0,0,10879083,268652,479606122,0,558,900,0,3,1,14,14,1374,0,3,479845462,448671891,16410646,27070181,27086565,1,3,1,0,1407649444,73389,73389,14,14,14,27070185,9,3,89569,161806,355622,4043,479845462,157886,10523868,1688
574735.90,0,253952,62,29415,1937164986,1,6913903,0,185,4,4,3875,222,0,567,216350,0,5,11532,19,102567193,1136,1,0,4,831,36530798,9,146123192,18,18,14,234,567,0,0,15148009,375205,641300004,0,567,910,0,3,1,14,14,1374,0,3,640855214,612873858,22422078,37069566,37069566,1,3,1,0,1927617464,73389,73389,14,14,14,37069570,9,3,93405,221740,445584,5344,640855214,216350,14702996,1722
576744.39,1,253952,62,37402,2462821162,1,8434701,0,244,4,4,3875,298,0,567,283313,0,5,14690,19,104135773,1136,1,0,4,831,46482563,9,185930252,18,18,14,234,567,0,0,19532881,547137,810648171,0,567,910,0,3,1,14,14,1374,0,3,810168575,778319655,28461973,47163381,47179765,1,3,1,0,2452495844,73389,73389,14,14,14,47163385,9,3,98629,290285,527547,6798,810168575,283313,19006074,1722
578749.43,1,253952,62,44699,2942931716,1,9892357,0,302,4,4,3875,326,0,576,336993,0,5,17544,19,106900545,1154,1,0,4,831,55588408,9,222353632,18,18,14,234,576,0,0,23395416,664296,962237919,0,576,916,0,3,1,14,14,1374,0,3,961480245,929217530,33881625,56415579,56431963,1,3,1,0,2933610140,73389,73389,14,14,14,56415583,9,3,103201,345278,603502,8023,961480245,336993,22792806,1752
580760.56,1,253952,62,50487,3324124314,2,12473090,0,313,5,5,3875,380,0,576,368278,0,5,19830,19,108167475,1154,1,0,4,831,62795492,9,251117336,18,19,14,234,576,0,0,25948166,674765,1077952322,0,576,916,0,3,1,14,14,1374,0,3,1077507744,1049576091,39022676,63726273,63742657,1,3,1,0,3313766228,73389,73389,14,14,14,63726277,9,3,107129,377366,649143,9017,1077507744,368278,25300016,1752
582769.36,1,253952,62,58069,3823298740,2,14108495,0,372,5,5,3875,413,0,576,435332,0,5,22797,19,109482669,1154,1,0,4,831,72262996,9,288987496,18,19,14,234,576,0,0,30227408,815008,1239939289,0,576,916,0,3,1,14,14,1374,0,3,1239324993,1206520879,45058954,73344952,73344952,1,3,1,0,3813937536,73389,73389,14,14,14,73344956,9,3,109307,445878,733927,10333,1239324993,435332,29494617,1752
584782.56,1,253952,62,66034,4349624674,2,15551990,0,440,5,5,3875,488,1,576,503691,0,5,25963,19,111956199,1154,1,0,4,831,82232756,9,328801748,18,19,14,234,576,0,0,34627824,997756,1405572838,0,576,916,0,3,1,14,14,1374,0,3,1404806740,1372453605,51071546,83456422,83456422,1,3,1,0,4339733976,73389,73389,14,14,14,83456426,9,3,114599,515786,825763,11750,1404806740,503691,33803364,1752
