timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
496277.40,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,6,0,4,0,2097278,2,1,0,4,14,0,4,192,0,0,0,0,0,0,6934,0,0,0,2,1,14,14,540,0,1,0,0,118,0,0,1,2,1,0,0,73389,73389,14,14,14,0,10,3,0,0,0,0,0,0,0,0
498283.72,1,0,0,15854,1043520428,0,0,0,0,1,1,5389,117,486,123358,6,1481,6,0,100173026,974,1,0,5,15,0,4,1704,486,0,0,0,1949379,42528,341601972,0,486,459,2,1,14,14,540,0,1,344228036,307777103,1992145,23457953,23474337,1,2,1,0,1032149932,73389,73389,14,14,14,23457953,10,3,299918,125319,795527,2644,344228036,123358,1153937,1708
500290.14,1,253952,62,29300,1929507686,11,11753596,0,38,17,17,5389,119,675,213406,6,4034,22,38,140034434,1352,1,0,21,31,23,4,1798,675,0,0,0,4571067,315520,616491212,0,675,595,2,1,14,14,540,0,1,618920752,567851863,19411850,43497683,43497683,1,2,1,0,1913898052,73389,73389,14,14,14,43497683,10,3,465021,217075,1274031,4741,618920752,213406,3297214,2290
502298.63,1,253952,62,39211,2582485858,15,17490195,0,64,19,19,5389,120,675,299716,6,6847,22,38,140299886,1352,1,0,21,33,23,4,1798,675,0,0,0,6807637,1158026,807421673,0,675,595,2,1,14,14,540,0,1,809499440,758779812,29204621,58321712,58338096,1,2,1,0,2566155328,73389,73389,14,14,14,58321712,10,3,469572,304952,1373368,6195,809499440,299716,5434534,2290
504314.22,1,253952,62,49245,3243790410,15,20604508,0,95,19,19,5389,122,675,424330,6,9720,22,38,140830790,1352,1,0,21,33,23,4,1798,675,0,0,0,10168557,2799282,1000587822,0,675,595,2,1,14,14,540,0,1,1002961712,952101531,36983794,73364766,73381150,1,2,1,0,3228049704,73389,73389,14,14,14,73364766,10,3,471623,431385,1485669,7671,1002961712,424330,8683259,2290
506326.12,1,253952,62,59672,3930585158,15,23432623,0,126,19,19,5389,123,675,523968,6,12595,22,38,140830790,1352,1,0,21,33,23,4,1798,675,0,0,0,13486133,4465367,1203985589,0,675,595,2,1,14,14,540,0,1,1203632944,1152862376,46521679,88975227,88975227,1,2,1,0,3914909988,73389,73389,14,14,14,88975227,10,3,473236,532834,1559265,9202,1203632944,523968,11927350,2290
508342.64,1,253952,62,69933,4607031834,15,26268175,0,171,19,19,5389,125,675,607204,6,15482,22,38,141361694,1352,1,0,21,33,23,4,1798,675,0,0,0,16719092,5763875,1401347068,0,675,595,2,1,14,14,540,0,1,1400896304,1350586819,52511124,104351994,104351994,1,2,1,0,4591487736,73389,73389,14,14,14,104351994,10,3,476406,617772,1651564,10707,1400896304,607204,15068115,2290
510348.98,1,253952,62,78639,5180508222,17,29784564,0,201,19,19,5389,127,675,664741,6,17936,22,38,141361694,1352,1,0,21,33,23,4,1798,675,0,0,0,19028494,5877326,1568161922,0,675,595,2,1,14,14,540,0,1,1568668464,1518249037,60237803,117386293,117386293,1,2,1,0,5164996892,73389,73389,14,14,14,117386293,10,3,476705,676654,1715043,11987,1568668464,664741,17314127,2290
512363.71,1,253952,62,88661,5840760890,18,32689251,0,237,22,22,5389,128,675,753355,6,20760,22,38,141627146,1352,1,0,21,36,23,4,1798,675,0,0,0,21963786,7177650,1757800068,0,675,595,2,1,14,14,540,0,1,1761344304,1711210746,67188594,132382354,132398738,1,2,1,0,5824823576,73389,73389,14,14,14,132382354,10,3,480786,766936,1811995,13457,1761344304,753355,20152579,2290
514383.60,1,253952,62,99122,6530049314,18,35650393,0,275,23,23,5389,130,675,869293,6,23731,22,38,141892598,1352,1,0,21,37,23,4,1798,675,0,0,0,25024256,8743669,1961315905,0,675,595,2,1,14,14,540,0,1,1962801968,1912762669,75853961,148056192,148056192,1,2,1,0,6513751552,73389,73389,14,14,14,148039808,10,3,483062,884588,1915001,14994,1962801968,869293,23110142,2290
