timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
553805.28,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
555814.20,0,253952,62,6751,444074512,0,446184,0,29,3,3,9950,99,0,558,47345,0,14,2625,18,23,95481339,1118,1,0,4,719,8226869,8,32843132,17,17,9,14,86,558,0,0,3276112,25145,169508914,0,558,279,0,3,1,14,14,1163,0,3,169899665,142586963,3743883,8361429,8361429,1,3,1,0,434794340,73389,73389,14,14,14,8361433,6,3,82692,48484,184487,1464,169899665,47345,3091758,1145
557820.23,0,253952,62,15372,1011871746,0,1740611,0,117,3,3,9950,131,0,558,109315,0,14,5997,18,23,97037853,1118,1,0,4,719,18998059,8,75992236,17,17,9,14,86,558,0,0,7936463,81244,349379683,0,558,279,0,3,1,14,14,1163,0,3,350163180,321291085,9729988,19286510,19286510,1,3,1,0,1002898552,73389,73389,14,14,14,19286514,6,3,85424,112036,263514,2906,350163180,109315,7673267,1145
559824.71,0,253952,62,22478,1479416660,1,4076638,0,166,3,3,9950,206,0,558,156920,0,14,8818,18,23,98256519,1118,1,0,4,719,27869970,8,111479880,17,17,9,14,86,558,0,0,11429461,129543,503690211,0,558,279,0,3,1,14,14,1163,0,3,504160258,468324807,15608411,28284756,28284756,1,3,1,0,1469955376,73389,73389,14,14,14,28268376,6,3,87809,160865,320541,4244,504160258,156920,11109357,1145
561836.06,1,253952,62,29484,1940468304,1,5360675,0,193,4,4,9950,224,0,558,204576,0,14,11546,19,23,99535515,1118,1,0,4,719,36595217,8,146380868,18,18,9,14,98,558,0,0,14748719,162710,645063531,0,558,279,0,3,1,14,14,1163,0,3,645145740,613636624,20242580,37143738,37143738,1,3,1,0,1931474408,73389,73389,14,14,14,37143742,6,3,94357,209582,386542,5364,645145740,204576,14362733,1145
563841.12,1,253952,62,37893,2494685622,1,6596353,0,274,4,4,9950,310,2,567,269978,0,14,14882,19,23,102905041,1136,1,0,4,719,47081517,8,188261432,18,18,9,14,98,567,0,0,19409354,199222,819564082,0,567,285,0,3,1,14,14,1163,0,3,818813559,788717423,26169851,47771748,47771748,1,3,1,0,2484130928,73389,73389,14,14,14,47771752,6,3,98873,276625,463419,6867,818813559,269978,18946672,1173
565846.84,1,253952,62,43555,2867632750,2,9266982,0,293,4,4,9950,318,2,567,300590,0,14,17089,19,23,104473621,1136,1,0,4,719,54160117,8,216640468,18,18,9,14,98,567,0,0,21741971,199296,942738560,0,567,285,0,3,1,14,14,1163,0,3,942161281,905923311,31172197,54951370,54951370,1,3,1,0,2857471272,73389,73389,14,14,14,54951374,6,3,103669,308053,509381,7837,942161281,300590,21233410,1173
567857.13,1,253952,62,51603,3397612404,2,10424342,0,350,5,5,9950,400,2,567,357825,0,14,20278,19,23,105450967,1136,1,0,4,719,64174142,8,256632164,18,19,9,14,98,567,0,0,26208840,314664,1102705908,0,567,285,0,3,1,14,14,1163,0,3,1102764774,1072787685,36908003,65124946,65141330,1,3,1,0,3386497224,73389,73389,14,14,14,65124950,6,3,109494,366776,576443,9232,1102764774,357825,25633375,1173
569861.75,1,253952,62,58108,3827025046,3,12635720,0,394,5,5,9950,414,2,576,400084,0,14,22814,19,23,109108623,1154,1,0,4,719,72318271,8,289208364,18,19,9,14,98,576,0,0,29449392,371804,1244579245,0,576,291,0,3,1,14,14,1163,0,3,1243451748,1207909585,42417113,73401852,73401852,1,3,1,0,3816896336,73389,73389,14,14,14,73401856,6,3,114690,410144,647386,10346,1243451748,400084,28803106,1199
571869.82,1,253952,62,64768,4266004534,3,14345216,0,418,6,6,9950,485,2,585,445685,0,14,25474,19,23,112490080,1172,1,0,4,719,80628490,8,322449344,18,20,9,14,98,585,0,0,32749053,403882,1383024277,0,585,304,0,3,1,14,14,1163,0,3,1382167213,1346086582,47459112,81846916,81846916,1,3,1,0,4256039664,73389,73389,14,14,14,81846920,6,3,122838,456950,709169,11555,1382167213,445685,32041099,1231
