event,value,description
Query,1,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,1,"Same as Query, but only for SELECT queries."
InitialQuery,1,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1,Count queries with all subqueries
SelectQueriesWithSubqueries,1,Count SELECT queries with all subqueries
FileOpen,1026,Number of files opened.
Seek,2132,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,56818,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,157631605,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1837,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,11224579,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,5549451,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,55706,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,30174648,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheMisses,773,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,103,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1403,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,84543414,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
FunctionExecute,16929,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheMisses,18,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
CreatedReadBufferOrdinary,800,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,9503149,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,7365,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,7,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,249,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,693,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,103564,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,457,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,768,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,6101534,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,176,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,123,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,9698,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,163,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,226,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,6516238,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,12682,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
InsertedRows,112,Number of rows INSERTed to all tables.
InsertedBytes,1376518,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
QueryPlanOptimizeMicroseconds,3975,Total time spent executing query plan optimizations.
SelectedRows,112,Number of rows SELECTed from all tables.
SelectedBytes,1376518,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,16428,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
LoadedDataParts,21,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1663750,Microseconds spent by MergeTree tables for loading data parts during initialization.
WaitMarksLoadMicroseconds,25901,Time spent loading marks
LoadedMarksFiles,18,Number of mark files loaded.
LoadedMarksCount,160428,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,266176,Size of in-memory representations of loaded marks.
Merge,3,Number of launched background merges.
MergeSourceParts,18,Number of source parts scheduled for merges.
MergedRows,16428,Rows read for background merges. This is the number of rows before merge.
MergedColumns,4614,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,16785844,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,1062,Total time spent for background merges
MergeExecuteMilliseconds,1058,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,919,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,918,Total busy time spent for execution of horizontal stage of background merges
MergeProjectionStageTotalMilliseconds,143,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,140,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,52,Total time spent while merging sorted columns
MergeTreeDataWriterRows,112,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,1376518,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,2362536,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,11,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,11,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
