event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,7128,7128,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,1900544,1900544,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,464,464,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1332991,1332991,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,56,56,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,140,300,160,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,970166,1832141,861975,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,21,47,26,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,24576,24576,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,46136,46136,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,3,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,55706,6634667,6578961,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,30174648,429880762151,429850587503,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,0,419,419,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,11,27,16,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,11,27,16,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,0,107992496,107992496,Total time a query was waiting on resource requests for CPU slots.
ContextLock,3831,29345,25514,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,6,291,285,Context lock wait time in microseconds
