event,value,description
RecomputeWeight,18,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,464,Number of dequeues invoked at all FairPolicyNodes
Query,17,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,17,"Same as Query, but only for SELECT queries."
InitialQuery,17,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,39,Count queries with all subqueries
SelectQueriesWithSubqueries,39,Count SELECT queries with all subqueries
QueryTimeMicroseconds,668724260,Total time of all queries.
SelectQueryTimeMicroseconds,668724260,Total time of SELECT queries.
FileOpen,1449,Number of files opened.
Seek,5021,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,123327,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,131499472798,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,4304,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,25247557,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,130630843124,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,6634667,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,429880762151,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,6509,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,968,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,7124,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,15444,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,1566608535,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,464,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,1900544,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,2224117,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,6580,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,80,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,47,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,73,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,7504,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,123939453,Total time spent waiting for read syscall. This include reads from page cache.
