event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,4822648,0,-4822648,Total time spent analyzing index of patch parts
ArenaAllocBytes,868745216,0,-868745216,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,212096,0,-212096,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2939354,0,-2939354,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,0,-3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,0,-54,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,453057,0,-453057,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,329,0,-329,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,0,-16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,34484,0,-34484,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,0,-2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,1451259840,0,-1451259840,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,95627518278844,0,-95627518278844,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,139677,0,-139677,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,635988720974,0,-635988720974,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,12617635,0,-12617635,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,139677,0,-139677,Total number of CPU slots acquired
ConcurrencyControlUpscales,139677,0,-139677,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,644650551928,0,-644650551928,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,2259,0,-2259,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,284052,0,-284052,Total time a query was waiting for a query slots
ContextLock,5718598,0,-5718598,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,13770866,0,-13770866,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1979649,0,-1979649,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,18469285045,0,-18469285045,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,0,-8,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,42759721,0,-42759721,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2330,0,-2330,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,19058,0,-19058,Time spent filtering parts by PK.
FunctionExecute,491274141,0,-491274141,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,12602,0,-12602,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,420370428,0,-420370428,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,140354,0,-140354,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,13409487,0,-13409487,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,10864,0,-10864,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,56185733,0,-56185733,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,891,0,-891,Number of created server HTTP connections
HTTPServerConnectionsExpired,25,0,-25,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,3314,0,-3314,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,0,-6,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,3295,0,-3295,Number of reused server HTTP connections
IOBufferAllocBytes,454829431297,0,-454829431297,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,3993450,0,-3993450,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,3321,0,-3321,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,3586034,0,-3586034,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,3806601,0,-3806601,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,6644,0,-6644,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,13715294,0,-13715294,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,982646518689,0,-982646518689,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,16386,0,-16386,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,3930586074756,0,-3930586074756,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,0,-15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3351434,0,-3351434,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,0,-807301,Number of marks loaded (total across columns).
LoadedMarksFiles,22,0,-22,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,0,-3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,16958761730157,0,-16958761730157,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,136444,0,-136444,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,11274142329,0,-11274142329,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,237797798,0,-237797798,Counts the number of jobs that have been pushed to the local thread pools.
