event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,180806,180806,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,276561920,276561920,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,67520,67520,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2939354,2939354,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,57094,192179,135085,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,72,200,128,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,34484,34484,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,78,462311386,462311308,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,30463388297132,30463384678408,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,43630,43630,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,75966954690,75966954690,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,2179994,2179994,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,43630,43630,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,43630,43630,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,75295909198,75295909198,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,1055,1055,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,34904,34904,Total time a query was waiting for a query slots
ContextLock,4550,1821416,1816866,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2,48021,48019,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,630558,630391,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,4064052,5276458402,5272394350,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,19981979,19981979,Number of dequeues invoked at all FairPolicyNodes
FileOpen,230,1168,938,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,4401,4401,Time spent filtering parts by PK.
FunctionExecute,0,156257916,156257916,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,659,1493,834,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,10798768,22356813,11558045,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,710,34358,33648,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,454,336055,335601,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,76793,465143,388350,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,224,223,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,3,3,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,1054,1054,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,1052,1052,Number of reused server HTTP connections
IOBufferAllocBytes,21132863,144835727583,144814594720,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,255,1271872,1271617,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,1057,1056,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,1159384,1159135,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,1189962,1189962,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,2108,2108,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,930053,930053,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,311772856923,311772856923,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,4341,4341,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,1247091427692,1247091427692,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3351434,3351434,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807301,807301,Number of marks loaded (total across columns).
LoadedMarksFiles,0,22,22,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3652160,3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,8639058,850171441779,850162802721,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,120,32712,32592,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,8249,1434098661,1434090412,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,165,76621139,76620974,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,180,857127799,857127619,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,63,32570,32507,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,7577,9251085,9243508,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6662202,6662202,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,630347,630347,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,22,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2588,2588,0,Total time spent for memory allocator purge
MemoryWorkerRun,6676,77998,71322,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1171522,85451001,84279479,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,550,688,138,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,515,781,266,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,402,503,101,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1955,2697,742,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,5301,8869,3568,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,397074,397074,Total time spent while merging sorted columns
NetworkReceiveBytes,249,1159384,1159135,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,10,30853,30843,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,1189962,1189962,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,178092,178092,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,201430112719,201430112719,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,45516145645,45516145645,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,9605435108746,9605435108746,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,8448,8448,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,629513,629513,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,25,859939,859914,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,141,1019,878,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,3339771,3339883,112,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,1,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,332,442,110,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,2639,2638,Count queries with all subqueries
Query,1,1057,1056,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,2101,2101,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,2119,2119,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,47,1555638,1555591,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,76519663454,76519663454,Total time of all queries.
RWLockAcquiredReadLocks,424,2634,2210,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,9,9,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,99565,1265927,1166362,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,292485976,9566484899832,9566192413856,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,490111,9299732768429,9299732278318,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,1000858353230,1000858353230,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,4473,4473,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,633039986610,633039986610,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,633039986610,633039986610,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,4218,4218,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,6676,77998,71322,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,2639,2638,Count SELECT queries with all subqueries
SelectQuery,1,1057,1056,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,76519663454,76519663454,Total time of SELECT queries.
SelectedBytes,0,30383519232377,30383519232377,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,77425395,77425395,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,77425395,77425395,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,2110,2110,Number of data parts selected to read from a MergeTree table.
