event,value,description
RecomputeWeight,9493,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,42759721,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,9036,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,3320,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,3320,"Same as Query, but only for SELECT queries."
InitialQuery,3320,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,8295,Count queries with all subqueries
SelectQueriesWithSubqueries,8295,Count SELECT queries with all subqueries
QueryTimeMicroseconds,867453393642,Total time of all queries.
SelectQueryTimeMicroseconds,867453393642,Total time of SELECT queries.
FileOpen,2330,Number of files opened.
Seek,230293,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,4166711,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,29691335871281,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,29168479972657,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,1451259840,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,95627518278844,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,1977572,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,2051,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,4505703,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,3993444,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,454823139463,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,212096,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,868745216,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,491274141,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,1979438,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,6619,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,6637,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1979649,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,18469246640,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,88298,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,605449,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3585785,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,3789262,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,12602,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,10864,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,56185733,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,13409486,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,140349,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,420370379,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,136440,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,136292,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,344411276,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,73392208301,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,237797794,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,16958761729948,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,11274142210,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,4822648,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,34484,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,6644,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,982646518689,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,3930586074756,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,16386,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,13715294,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,17670853,Total time spent executing query plan optimizations.
SelectedParts,6628,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,6628,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,6628,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,243211146,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,243211146,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1988525614492,Number of rows SELECTed from all tables.
SelectedBytes,95468430493953,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1988525607228,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1988525607228,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3351434,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,19058,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,31566066,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,1623074,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,453057,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,329,Time spent resetting task for Common executor.
ContextLock,5718535,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,13770866,Context lock wait time in microseconds
RWLockAcquiredReadLocks,7308,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,27,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,3340069,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,597,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,182389,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,2827,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,267117,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,18684748079794,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,639341903571,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,20716752812,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2588,Total time spent for memory allocator purge
SoftPageFaults,2258252661,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,1920389347596,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,660043495852,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,29820274475088,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,26552,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,1216336139,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,237560774,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,29678273785255,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,16103212163,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,684226856908,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3187,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,24179,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1272,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3683,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,646,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,883,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,2939354,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6662202,Cumulative time spend in logging
InterfaceHTTPSendBytes,3789262,Number of bytes sent through HTTP interfaces
