event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,3494688,4822648,1327960,Total time spent analyzing index of patch parts
ArenaAllocBytes,553123840,868745216,315621376,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,135040,212096,77056,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2939354,2939354,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,285056,453057,168001,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,237,329,92,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,34484,34484,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,923710532,1451259840,527549308,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,60865803603362,95627518278844,34761714675482,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,43630,139677,96047,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,75966954690,635988720974,560021766284,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2179994,12617635,10437641,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,43630,139677,96047,Total number of CPU slots acquired
ConcurrencyControlUpscales,43630,139677,96047,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,75295909198,644650551928,569354642730,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1055,2259,1204,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,34904,284052,249148,Total time a query was waiting for a query slots
ContextLock,3628648,5718535,2089887,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,13000672,13770866,770194,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1257840,1979649,721809,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,11782881179,18469246640,6686365461,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,19981979,42759721,22777742,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2069,2330,261,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,12443,19058,6615,Time spent filtering parts by PK.
FunctionExecute,312515832,491274141,178758309,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,10922,12602,1680,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,386769780,420370379,33600599,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,110668,140349,29681,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,11070772,13409486,2338714,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,9184,10864,1680,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,51329084,56185733,4856649,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,512,890,378,Number of created server HTTP connections
HTTPServerConnectionsExpired,9,24,15,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,2110,3314,1204,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4,5,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,2105,3295,1190,Number of reused server HTTP connections
IOBufferAllocBytes,289108958080,454823139463,165714181383,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,2537347,3993444,1456097,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,2115,3320,1205,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,2260465,3585785,1325320,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2422849,3789262,1366413,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,4216,6644,2428,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,10535521,13715294,3179773,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,623545713846,982646518689,359100804843,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,10419,16386,5967,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,2494182855384,3930586074756,1436403219372,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3351434,3351434,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
