event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,180806,3494688,3313882,Total time spent analyzing index of patch parts
ArenaAllocBytes,276561920,553123840,276561920,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,67520,135040,67520,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2939354,2939354,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,192179,285056,92877,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,200,237,37,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,34484,34484,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,462311386,923710532,461399146,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,30463388297132,60865803603362,30402415306230,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,43630,43630,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,75966954690,75966954690,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2179994,2179994,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,43630,43630,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,43630,43630,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,75295909198,75295909198,0,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,1055,1055,0,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,34904,34904,0,Total time a query was waiting for a query slots
ContextLock,1821471,3628585,1807114,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,48021,13000672,12952651,Context lock wait time in microseconds
CreatedReadBufferOrdinary,630558,1257840,627282,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,5276470614,11782853031,6506382417,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,19981979,19981979,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,1168,2069,901,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,4401,12443,8042,Time spent filtering parts by PK.
FunctionExecute,156257916,312515832,156257916,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1493,10922,9429,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,22356858,386769732,364412874,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,34363,110663,76300,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,336064,11070737,10734673,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,0,9184,9184,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,465143,51329084,50863941,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,225,511,286,Number of created server HTTP connections
HTTPServerConnectionsExpired,4,8,4,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,1055,2110,1055,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,2,3,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,1053,2105,1052,Number of reused server HTTP connections
IOBufferAllocBytes,144843068056,289102666246,144259598190,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1271879,2537341,1265462,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1058,2114,1056,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1159633,2260216,1100583,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,1206928,2405523,1198595,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,2108,4216,2108,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,930053,10535521,9605468,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,311772856923,623545713846,311772856923,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,4341,10419,6078,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1247091427692,2494182855384,1247091427692,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3351434,3351434,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,850171441993,14857635272103,14007463830110,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,32716,107960,75244,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1434098824,8959486869,7525388045,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,76621143,151216965,74595822,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,857127799,60268762676,59411634877,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,32581,107812,75231,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,9251093,304091207,294840114,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6662202,6662202,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
