timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5026.91,262144,64,34420,2268273628,64,41,118,0,585,531331,9,6042,67,13,124749708,1172,1,66,5505,304253,2,160099,585,7307371,8733505,715678403,585,980,2,1,2,2,865,1,712679836,666346954,30177362,51196831,51213215,2,1,2252660564,73389,73389,2,2,2,51196831,10,3,291295,6603578,1648631,24718,5439,712679836,506613,5657576,6313
10040.98,262144,64,43301,2853484268,64,41,120,0,585,654419,9,8573,67,13,125015160,1172,1,66,6808,403490,2,160099,585,10793995,13613436,887219000,585,980,2,1,2,2,865,1,883466652,837432858,72038872,64499307,64515691,2,1,2837969508,73389,73389,2,2,2,64499307,10,3,304663,8934674,1808368,30720,6742,883466652,623699,8985285,6313
15050.81,262144,64,51555,3397338384,64,41,121,0,585,770389,9,10880,67,13,125280612,1172,1,66,8022,483319,2,160099,585,14244242,18478466,1047052954,585,980,2,1,2,2,865,1,1042588060,996518962,120851139,76861862,76861862,2,1,3381921928,73389,73389,2,2,2,76861862,10,3,312708,11240202,1956498,36376,7956,1042588060,734013,12286912,6313
20065.56,262144,64,84042,5537832918,64,41,126,0,585,1075836,9,20015,67,13,125811516,1172,1,66,12793,509259,2,160099,585,21549390,21453457,1674847580,585,980,2,1,2,2,865,1,1667932572,1622243406,181834425,125511425,125511425,2,1,5522502700,73389,73389,2,2,2,125511425,10,3,343597,12698083,2230155,45826,12727,1667932572,1030010,19319640,6313
25083.37,262144,64,91944,6058594230,64,41,128,0,585,1190521,9,22278,67,13,126318288,1172,1,66,13953,599353,2,160099,585,24215998,25835667,1827567001,585,980,2,1,2,2,865,1,1819976092,1774380206,208904391,137349692,137349692,2,1,6042665552,73389,73389,2,2,2,137333308,10,3,348426,14964786,2372667,52201,13887,1819976092,1138320,21843439,6313
30097.57,262144,64,97828,6446597122,64,41,129,1,585,1274091,9,23939,67,13,126571674,1172,1,66,14819,785617,2,160099,585,26363846,30678117,1941608870,585,980,2,1,2,2,865,1,1933484444,1887799027,246561149,146169429,146169429,2,1,6431454876,73389,73389,2,2,2,146169429,10,3,355207,17574232,2487247,56300,14753,1933484444,1217791,23876947,6313
35112.95,262144,64,103288,6806281846,64,41,130,1,585,1369839,9,25484,67,13,126837126,1172,1,66,15621,931449,2,160099,585,28557579,35558026,2047220780,585,980,2,1,2,2,865,1,2038604188,1992947715,295344427,154346316,154346316,2,1,6791237904,73389,73389,2,2,2,154346316,10,3,365632,20343970,2607296,77056,15555,2038604188,1292783,25950145,6313
40124.39,262144,64,109795,7234848214,64,41,131,1,585,1462668,9,27314,67,13,126837126,1172,1,66,16576,1021550,2,160099,585,30856344,40503868,2173101492,585,980,2,1,2,2,865,1,2163909020,2118203098,325851072,164085716,164085716,2,1,7219771504,73389,73389,2,2,2,164085716,10,3,369792,22732521,2706184,81498,16511,2163909020,1381170,28149093,6313
45129.53,262144,64,130005,8566763430,64,41,134,2,585,1664106,9,32972,67,13,127368030,1172,1,66,19544,1087358,2,160099,585,35659733,44286932,2563537515,585,980,2,1,2,2,865,1,2552799644,2507551767,434937233,194343856,194360240,2,1,8551129664,73389,73389,2,2,2,194343856,10,3,396482,24625973,2914815,88371,19478,2552799644,1575735,32743810,6313
50153.52,262144,64,139242,9175304886,64,41,136,2,585,1779778,9,35616,67,13,127621416,1172,1,66,20903,1209662,2,160099,585,38991195,48916692,2742436312,585,980,2,1,2,2,865,1,2730926492,2685441404,487604602,208187004,208187004,2,1,9160228176,73389,73389,2,2,2,208187004,10,3,400757,27007185,3030260,93155,20837,2730926492,1686623,35959567,6313
55176.48,262144,64,145067,9559175702,64,41,137,2,585,1861078,9,37262,67,13,127886868,1172,1,66,21758,1360240,2,160099,585,41132850,53552782,2855161613,585,980,2,1,2,2,865,1,2843124124,2797690562,674515337,216910596,216910596,2,1,9544066224,73389,73389,2,2,2,216910596,10,3,414176,29508935,3142965,97157,21693,2843124124,1763921,37989081,6313
60197.61,262144,64,150448,9913683082,64,41,138,2,585,1934856,9,38784,67,13,127886868,1172,1,66,22551,1484884,2,160099,585,43397450,58485552,2959460110,585,980,2,1,2,2,865,1,2946933148,2901329356,705617125,224956411,224972795,2,1,9898082084,73389,73389,2,2,2,224956411,10,3,421036,32278689,3240666,100609,22485,2946933148,1834247,40155492,6313
65220.82,262144,64,155624,10254755582,64,41,138,2,585,2005027,9,40194,67,13,127886868,1172,1,66,23311,1694274,2,160099,585,44870135,63287294,3059545470,585,980,2,1,2,2,865,1,3046547868,3001051268,822895375,232715506,232715506,2,1,10239482264,73389,73389,2,2,2,232715506,10,3,428826,35112098,3318160,104303,23245,3046547868,1900724,41550374,6313
70245.26,262144,64,160755,10592878962,64,41,139,2,585,2075445,9,41649,67,13,128152320,1172,1,66,24063,1845916,2,160099,585,46704544,68199888,3158575960,585,980,2,1,2,2,865,1,3145114012,3099843851,860631405,240392681,240409065,2,1,10577277964,73389,73389,2,2,2,240392681,10,3,429362,37773548,3392384,107862,23997,3145114012,1967583,43308950,6313
75256.27,262144,64,168749,11119693718,64,41,141,2,585,2182566,9,43930,67,13,128417772,1172,1,66,25239,1974217,2,160099,585,49480091,73697564,3313407453,585,980,2,1,2,2,865,1,3299254684,3253846544,930664984,252362020,252378404,2,1,11103928880,73389,73389,2,2,2,252362020,10,3,437900,40498904,3513082,112655,25173,3299254684,2069911,45963258,6313
80262.59,262144,64,194826,12837966810,64,41,145,2,585,2411882,9,51270,67,13,128948676,1172,1,66,29071,2026592,2,160099,585,55831445,76508297,3817501986,585,980,2,1,2,2,865,1,3801391516,3756084725,1054371308,291427831,291427831,2,1,12822824564,73389,73389,2,2,2,291427831,10,3,453249,42180966,3694373,121279,29005,3801391516,2290603,52133214,6313
85293.59,262144,64,203416,13404106474,64,41,146,2,585,2509180,9,53667,67,13,129214128,1172,1,66,30332,2138883,2,160099,585,58149205,80840783,3983641163,585,980,2,1,2,2,865,1,3966804380,3921607587,1087421159,304279747,304296131,2,1,13388308868,73389,73389,2,2,2,304279747,10,3,460268,44726613,3817688,125559,30266,3966804380,2383621,54327538,6313
90356.62,262144,64,208439,13734886514,64,41,147,2,585,2579259,9,55092,67,13,129214128,1172,1,66,31068,2335634,2,160099,585,60213988,85810591,4080568998,585,980,2,1,2,2,865,1,4063273372,4018310078,1111191776,311811625,311811625,2,1,13719711500,73389,73389,2,2,2,311811625,10,3,464830,47518825,3907233,132329,31002,4063273372,2446930,56302721,6313
95605.84,262144,64,213396,14061606630,64,41,148,2,585,2646715,9,56499,67,13,129479580,1172,1,66,31796,2589857,2,160099,585,61990153,91448702,4176438233,585,980,2,1,2,2,865,1,4158693788,4113824775,1159200294,319226656,319243040,2,1,14045972864,73389,73389,2,2,2,319226656,10,3,472404,51191141,3997071,135563,31730,4158693788,2511152,57989517,6313
100620.01,262144,64,218688,14410015854,64,41,149,2,585,2716683,9,57996,67,13,129479580,1172,1,66,32572,2789641,2,160099,585,64322657,97018933,4278628523,585,980,2,1,2,2,865,1,4260405660,4215733185,1195835765,327151750,327151750,2,1,14394677000,73389,73389,2,2,2,327151750,10,3,475141,54200074,4065575,138923,32506,4260405660,2577760,60253515,6313
105639.88,262144,64,223131,14703050466,64,41,150,2,585,2775904,9,59262,67,13,129745032,1172,1,66,33226,3091395,2,160099,585,66738838,102943750,4364761706,585,980,2,1,2,2,865,1,4346126748,4301334192,1246853830,333813117,333813117,2,1,14687777148,73389,73389,2,2,2,333813117,10,3,477910,57108528,4153919,141984,33160,4346126748,2633920,62581554,6313
110675.71,262144,64,228168,15035013462,64,41,151,2,585,2839577,9,60693,67,13,130010484,1172,1,66,33966,3270649,2,160099,585,68587915,108051472,4462212617,585,980,2,1,2,2,865,1,4443120028,4398372721,1313453451,341351028,341367412,2,1,15019445232,73389,73389,2,2,2,341351028,10,3,481085,60048137,4229074,145201,33901,4443120028,2694376,64355959,6313
115711.92,262144,64,234287,15438224258,64,41,152,3,585,2927540,9,62417,67,13,130010484,1172,1,66,34864,3457426,2,160099,585,70647508,113525526,4580462796,585,980,2,1,2,2,865,1,4560822684,4516309933,1408518679,350516988,350516988,2,1,15422747472,73389,73389,2,2,2,350516988,10,3,485493,62716847,4316732,160786,34798,4560822684,2766754,66328060,6313
120828.99,262144,64,240979,15879180238,64,41,153,3,585,3038132,9,64296,67,13,130275936,1172,1,66,35849,3602307,2,160099,585,73538874,119141665,4710161969,585,980,2,1,2,2,865,1,4689928604,4645143194,1461864413,360532757,360549141,2,1,15863441308,73389,73389,2,2,2,360532757,10,3,495526,65404394,4452594,189356,35783,4689928604,2848776,69082917,6313
125865.39,262144,64,247181,16287758126,64,41,154,3,585,3121965,9,66032,67,13,130275936,1172,1,66,36760,3748822,2,160099,585,75345840,124153766,4830127156,585,980,2,1,2,2,865,1,4809335196,4764622568,1590526772,369829789,369829789,2,1,16272510716,73389,73389,2,2,2,369829789,10,3,496723,68102539,4531575,194535,36694,4809335196,2927430,70810867,6313
130908.35,262144,64,251994,16605041058,64,41,155,3,585,3185312,9,67408,67,13,130541388,1172,1,66,37466,3976000,2,160099,585,77341543,129804032,4923239778,585,980,2,1,2,2,865,1,4902003100,4857325374,1696030571,377031828,377048212,2,1,16589400432,73389,73389,2,2,2,377031828,10,3,502898,71293774,4623737,197808,37401,4902003100,2987504,72714758,6313
135950.96,262144,64,256397,16895092250,64,41,155,3,585,3246223,9,68610,67,13,130541388,1172,1,66,38116,4207318,2,160099,585,78450791,135005628,5008714512,585,980,2,1,2,2,865,1,4987068828,4942160663,1781626783,383615593,383638010,2,1,16879086092,73389,73389,2,2,2,383615593,10,3,503570,74601845,4678355,200763,38050,4987068828,3045460,73769028,6313
141065.79,262144,64,260661,17175961542,64,41,156,3,585,3307057,9,69828,67,13,130541388,1172,1,66,38740,4588519,2,160099,585,80235564,140373885,5091029979,585,980,2,1,2,2,865,1,5068988828,5024205513,1823746336,390016975,390016975,2,1,17160746900,73389,73389,2,2,2,390016975,10,3,506137,78048078,4738642,205696,38675,5068988828,3101361,75493437,6313
146180.53,262144,64,264552,17432289378,64,41,157,3,585,3362064,9,70944,67,13,130806840,1172,1,66,39313,4890715,2,160099,585,81102898,145206297,5166369629,585,980,2,1,2,2,865,1,5143962012,5099171097,1844011826,395830692,395847076,2,1,17416550448,73389,73389,2,2,2,395830692,10,3,509083,81548646,4789346,209070,39247,5143962012,3152994,76310223,6313
151618.13,262144,64,269041,17728073194,64,41,157,3,585,3422042,9,72168,67,13,130806840,1172,1,66,39973,5179461,2,160099,585,82756612,151863837,5253289385,585,980,2,1,2,2,865,1,5230469532,5185653932,1878884149,402551562,402567946,2,1,17712268728,73389,73389,2,2,2,402551562,10,3,509588,85633442,4850757,211844,39907,5230469532,3210198,77902507,6313
