timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5050.58,3,262144,64,25338,1669624800,64,45,117,0,585,871294,5,3510,56,67,1,98074,124484256,1172,1,66,4170,960707,2,135332,585,4756981,18347511,540125733,585,922,2,1,2,2,562,1,537698716,491335763,33160225,37601602,37601602,2,1,1654470488,73389,73389,2,2,2,37601602,9,3,218052,14387650,1211736,28752,4104,537698716,842542,3547632,9554
10093.61,3,262144,64,29953,1973666152,64,45,117,0,585,935842,5,4770,56,67,1,98074,124484256,1172,1,66,4847,1141962,2,135332,585,6614875,23711839,629287914,585,922,2,1,2,2,562,1,626434460,580198532,61786786,44502696,44519080,2,1,1958118624,73389,73389,2,2,2,44502696,9,3,234078,17378640,1335759,31799,4782,626434460,904043,5281382,9554
15130.39,3,262144,64,33991,2239893232,64,45,118,0,585,991841,5,5925,56,67,1,98074,124749708,1172,1,66,5441,1375423,2,135332,585,7527511,28423932,707520011,585,922,2,1,2,2,562,1,704291228,658050740,77267533,50551822,50568206,2,1,2224280168,73389,73389,2,2,2,50551822,9,3,239752,20403988,1412372,34547,5375,704291228,957294,6116868,9554
20164.90,3,262144,64,38687,2549243000,64,45,119,0,585,1061185,5,7262,56,67,1,98074,124749708,1172,1,66,6129,1586597,2,135332,585,9281400,33724458,798128009,585,922,2,1,2,2,562,1,794468764,748508971,131385340,57592180,57592180,2,1,2534055920,73389,73389,2,2,2,57592180,9,3,248993,23549584,1509946,43815,6063,794468764,1017370,7773347,9554
25205.59,3,262144,64,43416,2861020908,64,45,120,0,585,1125737,5,8604,56,67,1,98074,125015160,1172,1,66,6824,1864620,2,135332,585,10860602,38783547,889650912,585,922,2,1,2,2,562,1,885563804,839636472,167333114,64679531,64679531,2,1,2845899364,73389,73389,2,2,2,64679531,9,3,255539,26636230,1603876,47090,6758,885563804,1078647,9257790,9554
30225.20,3,262144,64,49308,3249282636,64,45,121,0,585,1201552,5,10266,56,67,1,98074,125280612,1172,1,66,7691,2007692,2,135332,585,13086120,44287049,1003947219,585,922,2,1,2,2,562,1,999334300,953238623,218446810,73485043,73501427,2,1,3233341892,73389,73389,2,2,2,73485043,9,3,266014,29320641,1722345,50788,7626,999334300,1150764,11365527,9554
35252.19,3,262144,64,55671,3668423886,64,45,122,0,585,1289923,5,12059,56,67,1,98074,125280612,1172,1,66,8625,2171982,2,135332,585,15696404,49674190,1126798881,585,922,2,1,2,2,562,1,1121624476,1075706533,298095945,83027835,83027835,2,1,3653224740,73389,73389,2,2,2,83027835,9,3,274214,31869697,1825141,62596,8559,1121624476,1227327,13872248,9554
40264.03,3,262144,64,62441,4114509773,64,45,123,0,585,1375527,5,13959,56,67,1,98074,125546064,1172,1,66,9619,2267847,2,135332,585,17662626,54253553,1257680848,585,922,2,1,2,2,562,1,1251910044,1206100835,353411060,93158292,93174676,2,1,4098964848,73389,73389,2,2,2,93158292,9,3,280493,34397866,1933737,66489,9553,1251910044,1309038,15730554,9554
45286.49,3,262144,64,67825,4469195662,64,45,124,0,585,1447588,5,15480,56,67,1,98074,125546064,1172,1,66,10409,2532528,2,135332,585,19044128,58710827,1361715803,585,922,2,1,2,2,562,1,1355456924,1309882991,417618083,101220491,101220491,2,1,4452980708,73389,73389,2,2,2,101204107,9,3,283208,37246912,2015863,69859,10343,1355456924,1377729,17030008,9554
50318.58,3,262144,64,71934,4740075798,64,45,124,0,585,1508601,5,16602,56,67,1,98074,125546064,1172,1,66,11015,2812377,2,135332,585,20363351,63689448,1441654884,585,922,2,1,2,2,562,1,1435017628,1389045981,476423877,107367921,107384305,2,1,4724188524,73389,73389,2,2,2,107367921,9,3,287938,40594565,2081949,80785,10950,1435017628,1427816,18282362,9554
55454.15,3,262144,64,76432,5036449438,64,45,125,0,585,1567717,5,17883,56,67,1,98074,125811516,1172,1,66,11675,3113993,2,135332,585,21707786,69154163,1528443665,585,922,2,1,2,2,562,1,1521394076,1475649270,642303466,114105175,114121559,2,1,5020627700,73389,73389,2,2,2,114105175,9,3,292098,44105605,2154299,84273,11609,1521394076,1483444,19554711,9554
60829.03,3,262144,64,81395,5363297318,64,45,126,0,585,1638517,5,19293,56,67,1,98074,125811516,1172,1,66,12403,3324344,2,135332,585,22746434,74037249,1624319732,585,922,2,1,2,2,562,1,1616814492,1571170694,659372885,121538749,121555133,2,1,5347704956,73389,73389,2,2,2,121538749,9,3,292693,47544404,2199774,89779,12338,1616814492,1548738,20547911,9554
65863.49,3,262144,64,85602,5640599982,64,45,127,1,585,1694352,5,20495,56,67,1,98074,126076968,1172,1,66,13022,3592528,2,135332,585,24349986,79646084,1705969633,585,922,2,1,2,2,562,1,1698079132,1652233862,746806323,127850019,127850019,2,1,5625400836,73389,73389,2,2,2,127850019,9,3,293911,50939087,2259950,92500,12957,1698079132,1601852,22090949,9554
71562.83,3,262144,64,89678,5909317430,64,45,127,1,585,1754065,5,21606,56,67,1,98074,126076968,1172,1,66,13621,3851570,2,135332,585,25946205,85714190,1784728410,585,922,2,1,2,2,562,1,1776460188,1730757822,797255657,133948297,133964681,2,1,5893725068,73389,73389,2,2,2,133948297,9,3,296552,54982889,2327095,98460,13556,1776460188,1655605,23619371,9554
77320.69,3,262144,64,93589,6166931854,64,45,128,1,585,1812901,5,22728,56,67,1,98074,126318288,1172,1,66,14196,4233801,2,135332,585,26997448,91533512,1860460804,585,922,2,1,2,2,562,1,1851826588,1806041913,820603840,139802974,139819358,2,1,6151330856,73389,73389,2,2,2,139802974,9,3,297220,58919163,2373031,104804,14130,1851826588,1708097,24624220,9554
82666.46,3,262144,64,97988,6457082882,64,45,129,1,585,1869963,5,23982,56,67,1,98074,126571674,1172,1,66,14841,4499502,2,135332,585,29140379,97758458,1945399073,585,922,2,1,2,2,562,1,1936368028,1890847631,989311006,146398805,146415189,2,1,6441547420,73389,73389,2,2,2,146398805,9,3,304180,62563563,2473057,107642,14775,1936368028,1762321,26667201,9554
87831.25,3,262144,64,102268,6739169674,64,45,129,1,585,1925329,5,25149,56,67,1,98074,126571674,1172,1,66,15472,4790096,2,135332,585,30327202,103175435,2028496765,585,922,2,1,2,2,562,1,2019074460,1973330886,1005171881,152808379,152824763,2,1,6723568676,73389,73389,2,2,2,152808379,9,3,307952,66497617,2531191,110427,15406,2019074460,1814902,27795864,9554
92917.75,3,262144,64,106571,7022763794,64,45,130,1,585,1982922,5,26379,56,67,1,98074,126837126,1172,1,66,16102,5101949,2,135332,585,31644059,108817210,2111463094,585,922,2,1,2,2,562,1,2101649820,2056153179,1200413788,159258913,159275297,2,1,7007392172,73389,73389,2,2,2,159258913,9,3,314438,70252034,2614382,113012,16036,2101649820,1869910,29029342,9554
97963.59,3,262144,64,111242,7330209710,64,45,131,1,585,2045451,5,27708,56,67,1,98074,126837126,1172,1,66,16789,5287956,2,135332,585,32863319,113978410,2202065886,585,922,2,1,2,2,562,1,2191827356,2146052132,1296950340,166244086,166260470,2,1,7314739784,73389,73389,2,2,2,166244086,9,3,317575,73652394,2681907,117074,16724,2191827356,1928377,30180158,9554
