timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5021.36,2,262144,64,28676,1889711228,64,50,117,0,585,443073,6,4422,67,4600,124484256,1172,1,66,4660,326741,2,126638,585,5860363,10809203,604514159,585,999,2,1,2,2,646,1,601923996,555624681,30776603,42596119,42612503,2,1,1874229236,73389,73389,2,2,2,42596119,12,3,255929,8024927,1315979,17333,4594,601923996,425740,4544602,6203
10071.43,2,262144,64,35046,2309564616,64,50,118,0,585,539661,6,6205,67,4600,124749708,1172,1,66,5595,470498,2,126638,585,8154673,15468484,727761028,585,999,2,1,2,2,646,1,724607388,678386008,58673970,52136752,52153136,2,1,2294017088,73389,73389,2,2,2,52136752,12,3,265795,10400193,1429055,27457,5530,724607388,512204,6725739,6203
15091.58,2,262144,64,40579,2673768016,64,50,119,0,585,644561,6,7778,67,4600,124749708,1172,1,66,6407,641665,2,126638,585,10435881,21072407,834561360,585,999,2,1,2,2,646,1,830906780,784923157,94434537,60422294,60422294,2,1,2658580936,73389,73389,2,2,2,60422294,12,3,269900,13370809,1543305,52786,6341,830906780,591775,8891587,6203
20111.38,2,262144,64,46769,3081824924,64,50,120,0,585,731629,6,9519,67,4600,125015160,1172,1,66,7317,757114,2,126638,585,12455053,25659646,954387021,585,999,2,1,2,2,646,1,950182300,904216523,120408028,69684399,69700783,2,1,3066113556,73389,73389,2,2,2,69684399,12,3,270287,15812538,1618804,57126,7251,950182300,674503,10835210,6203
25115.40,2,262144,64,59330,3909547370,64,50,122,0,585,870841,6,13036,67,4600,125280612,1172,1,66,9162,881443,2,126638,585,15935649,30059269,1197091791,585,999,2,1,2,2,646,1,1191879068,1146194717,183226195,88497488,88513872,2,1,3893889472,73389,73389,2,2,2,88497488,12,3,285515,17873016,1765331,62414,9096,1191879068,808427,14169150,6203
30142.36,2,262144,64,75812,4995551666,64,50,125,0,585,1037577,6,17713,67,4600,125811516,1172,1,66,11583,1007264,2,126638,585,20732846,33938289,1515834046,585,999,2,1,2,2,646,1,1509335452,1463694928,250632098,113181638,113198022,2,1,4979992072,73389,73389,2,2,2,113181638,12,3,312440,20225613,1925526,69046,11517,1509335452,968531,18806181,6203
35177.64,2,262144,64,81731,5385582866,64,50,126,1,585,1123949,6,19383,67,4600,125811516,1172,1,66,12453,1141396,2,126638,585,22571742,38837743,1630391684,585,999,2,1,2,2,646,1,1623368092,1577727053,300015450,122052686,122052686,2,1,5370318184,73389,73389,2,2,2,122052686,12,3,322006,22835224,2022827,77675,12387,1623368092,1046274,20547994,6203
40188.81,2,262144,64,87642,5775089778,64,50,127,1,585,1202634,6,21051,67,4600,126076968,1172,1,66,13322,1291498,2,126638,585,24108689,43217721,1744818854,585,999,2,1,2,2,646,1,1737269660,1691504745,388640454,130899158,130915542,2,1,5759562952,73389,73389,2,2,2,130899158,12,3,328401,25666690,2115132,81507,13256,1737269660,1121127,21992464,6203
45221.79,2,262144,64,92855,6118562978,64,50,128,1,585,1276422,6,22527,67,4600,126318288,1172,1,66,14088,1486745,2,126638,585,25774291,48016170,1845689974,585,999,2,1,2,2,646,1,1837670812,1791944454,458357101,138699213,138715597,2,1,6102765372,73389,73389,2,2,2,138699213,12,3,338870,28807670,2197382,84888,14022,1837670812,1191534,23575801,6203
50241.56,2,262144,64,98594,6497063150,64,50,129,1,585,1353365,6,24145,67,4600,126571674,1172,1,66,14929,1796779,2,126638,585,27820728,53263852,1956561988,585,999,2,1,2,2,646,1,1948033436,1902539033,515913889,147305958,147322342,2,1,6481462152,73389,73389,2,2,2,147305958,12,3,345487,31918756,2291650,88693,14864,1948033436,1264672,25528228,6203
