timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5072.71,7,262144,64,23666,1559517704,64,53,116,1,585,415801,4,2998,60,67,56435,124484256,1172,1,66,3923,2658789,2,95423,585,4414665,25182332,507636554,585,1262,2,1,2,2,823,1,505323932,459153704,38249473,35090976,35107360,2,1,1544002944,73389,73389,2,2,2,35090976,11,3,141858,22593278,994935,13956,3858,505323932,401845,3418780,10837
10101.57,7,262144,64,28280,1863493520,64,53,117,1,585,481437,4,4314,60,67,56435,124484256,1172,1,66,4600,2854587,2,95423,585,5790457,30365165,596927330,585,1262,2,1,2,2,823,1,594190748,547968465,78226718,42000262,42016646,2,1,1848011528,73389,73389,2,2,2,42000262,11,3,153581,25701538,1088704,17071,4535,594190748,464366,4700468,10837
15124.32,7,262144,64,32875,2166489604,64,53,118,1,585,544679,4,5621,60,67,56435,124749708,1172,1,66,5276,3155877,2,95423,585,7377669,36004965,685824707,585,1262,2,1,2,2,823,1,682664348,636623005,124827218,48891005,48891005,2,1,2151204220,73389,73389,2,2,2,48891005,11,3,162757,28875156,1180689,20119,5210,682664348,524560,6195501,10837
20162.98,7,262144,64,38243,2519879564,64,53,119,1,585,616874,4,7140,60,67,56435,124749708,1172,1,66,6063,3315002,2,95423,585,8858544,40951600,789591582,585,1262,2,1,2,2,823,1,785949084,739926434,171709650,56914403,56930787,2,1,2504233732,73389,73389,2,2,2,56914403,11,3,171114,31615393,1285917,24452,5998,785949084,592422,7571394,10837
25187.86,7,262144,64,45220,2979778756,64,53,120,1,585,705444,4,9092,60,67,56435,125015160,1172,1,66,7091,3493288,2,95423,585,11359481,46540451,924813530,585,1262,2,1,2,2,823,1,920560028,874361027,223548512,67378573,67378573,2,1,2964657212,73389,73389,2,2,2,67378573,11,3,182440,34266931,1410744,28512,7025,920560028,676932,9947654,10837
30215.59,7,262144,64,51806,3413787920,64,53,121,1,585,787876,4,10949,60,67,56435,125280612,1172,1,66,8057,3602896,2,95423,585,13911155,51762620,1052011459,585,1262,2,1,2,2,823,1,1047175580,1001292093,270310588,77238694,77238694,2,1,3398502536,73389,73389,2,2,2,77238694,11,3,193816,36975204,1543385,32331,7991,1047175580,755545,12366709,10837
35365.61,7,262144,64,57031,3758083750,64,53,122,1,585,864756,4,12429,60,67,56435,125280612,1172,1,66,8825,3850255,2,95423,585,15088667,56314601,1153283508,585,1262,2,1,2,2,823,1,1147969948,1101909165,290627666,85055133,85071517,2,1,3742425852,73389,73389,2,2,2,85055133,11,3,198762,39856407,1612579,43749,8760,1147969948,821007,13475303,10837
40400.22,7,262144,64,61612,4059896878,64,53,123,1,585,926498,4,13731,60,67,56435,125546064,1172,1,66,9497,4164436,2,95423,585,17044965,61717313,1241649226,585,1262,2,1,2,2,823,1,1235919260,1190180931,384527674,91923459,91923459,2,1,4043911300,73389,73389,2,2,2,91907075,11,3,204638,43238196,1704464,47124,9431,1235919260,879374,15339611,10837
45422.92,7,262144,64,65955,4346112438,64,53,123,1,585,985321,4,14916,60,67,56435,125546064,1172,1,66,10135,4545679,2,95423,585,18090390,66611904,1325674089,585,1262,2,1,2,2,823,1,1319543196,1273806021,406712931,98431337,98431337,2,1,4330257932,73389,73389,2,2,2,98414953,11,3,205279,46570125,1752684,49949,10069,1319543196,935372,16336344,10837
50671.33,7,262144,64,70307,4632652370,64,53,124,1,585,1045680,4,16158,60,67,56435,125546064,1172,1,66,10775,4771285,2,95423,585,19038901,71266462,1409956964,585,1262,2,1,2,2,823,1,1403429276,1357651871,426787793,104924990,104941374,2,1,4616699560,73389,73389,2,2,2,104924990,11,3,206476,49937465,1807228,52657,10709,1403429276,993023,17230143,10837
55800.68,7,262144,64,74189,4888655834,64,53,125,1,585,1098134,4,17271,60,67,56435,125811516,1172,1,66,11346,5064138,2,95423,585,20414452,76373138,1485161604,585,1262,2,1,2,2,823,1,1478271388,1432456433,478640908,110744740,110761124,2,1,4872768560,73389,73389,2,2,2,110744740,11,3,207990,53384744,1858008,55239,11280,1478271388,1042895,18555173,10837
61462.99,7,262144,64,78060,5143672950,64,53,125,1,585,1159694,4,18327,60,67,56435,125811516,1172,1,66,11916,5394186,2,95423,585,21608591,82196273,1560231237,585,1262,2,1,2,2,823,1,1552982428,1506990768,599313349,116542073,116558457,2,1,5127851212,73389,73389,2,2,2,116542073,11,3,209536,57632763,1920402,68199,11850,1552982428,1091495,19686770,10837
67166.80,7,262144,64,82973,5467244030,64,53,126,1,585,1227095,4,19724,60,67,56435,125811516,1172,1,66,12634,5699589,2,95423,585,23153335,89438960,1654785426,585,1262,2,1,2,2,823,1,1647092124,1601575087,752184917,123910111,123910111,2,1,5452044884,73389,73389,2,2,2,123910111,11,3,210542,61538032,1980875,71466,12568,1647092124,1155629,21171186,10837
72617.32,7,262144,64,87788,5784658034,64,53,127,1,585,1290793,4,21090,60,67,56435,126076968,1172,1,66,13342,6029511,2,95423,585,24486576,94926139,1748154043,585,1262,2,1,2,2,823,1,1740022172,1694364317,839143155,131112150,131128534,2,1,5768934600,73389,73389,2,2,2,131112150,11,3,211574,65492282,2043049,74375,13277,1740022172,1216418,22442128,10837
77827.50,7,262144,64,91880,6054399926,64,53,128,1,585,1349518,4,22263,60,67,56435,126318288,1172,1,66,13944,6327759,2,95423,585,25793734,100399835,1827303698,585,1262,2,1,2,2,823,1,1818796444,1773151476,856778626,137251388,137267772,2,1,6039061072,73389,73389,2,2,2,137251388,11,3,212405,69145849,2099826,79924,13878,1818796444,1269594,23692218,10837
82916.60,7,262144,64,95852,6316048244,64,53,128,1,585,1402283,4,23344,60,67,56435,126318288,1172,1,66,14527,6611971,2,95423,585,26854398,105523778,1904083857,585,1262,2,1,2,2,823,1,1895211420,1849634942,881247905,143196177,143212561,2,1,6300631788,73389,73389,2,2,2,143196177,11,3,214257,72515157,2163083,82409,14461,1895211420,1319874,24689878,10837
87953.95,7,262144,64,100546,6625520326,64,53,129,1,585,1467668,4,24680,60,67,56435,126571674,1172,1,66,15218,6893125,2,95423,585,29667065,112321345,1995083659,585,1262,2,1,2,2,823,1,1985782172,1940139770,968314593,150234376,150234376,2,1,6610312544,73389,73389,2,2,2,150234376,11,3,219395,75650091,2266914,90491,15152,1985782172,1377177,27398943,10837
92967.80,7,262144,64,106125,6993269286,64,53,130,1,585,1536470,4,26256,60,67,56435,126837126,1172,1,66,16038,7083676,2,95423,585,31124751,117291508,2103063588,585,1262,2,1,2,2,823,1,2093261212,2047614729,986250093,158581136,158597520,2,1,6977569984,73389,73389,2,2,2,158581136,11,3,224413,78595712,2355283,93594,15972,2093261212,1442876,28768596,10837
98289.35,7,262144,64,110422,7276204738,64,53,131,1,585,1593451,4,27483,60,67,56435,126837126,1172,1,66,16667,7263598,2,95423,585,32653767,122474306,2185898669,585,1262,2,1,2,2,823,1,2175705500,2130307538,1097335078,165025637,165025637,2,1,7261128028,73389,73389,2,2,2,165025637,11,3,227292,82157704,2423825,96111,16601,2175705500,1497340,30229467,10837
103323.06,7,262144,64,115071,7582739766,64,53,132,1,585,1656229,4,28804,60,67,56435,127102578,1172,1,66,17352,7583069,2,95423,585,34425986,128352678,2276239973,585,1262,2,1,2,2,823,1,2265620892,2219914358,1188884289,171981916,171998300,2,1,7567204304,73389,73389,2,2,2,171981916,11,3,230993,85942938,2507965,99023,17287,2265620892,1557206,31917699,10837
108394.45,7,262144,64,119882,7899626174,64,53,132,1,585,1719357,4,30117,60,67,56435,127102578,1172,1,66,18060,7891126,2,95423,585,35867266,133846827,2369347112,585,1262,2,1,2,2,823,1,2358288796,2312548521,1215431094,179194306,179194306,2,1,7884549464,73389,73389,2,2,2,179194306,11,3,231555,88933459,2566446,101935,17994,2358288796,1617422,33300642,10837
113439.86,7,262144,64,124135,8179943494,64,53,133,1,585,1776046,4,31335,60,67,56435,127102578,1172,1,66,18681,8121545,2,95423,585,37483463,139287844,2451267035,585,1262,2,1,2,2,823,1,2439815580,2394389144,1246500178,185562920,185579304,2,1,8164768480,73389,73389,2,2,2,185562920,11,3,232274,92366057,2622992,104571,18616,2439815580,1671475,34860814,10837
118957.65,7,262144,64,127896,8427751650,64,53,134,1,585,1827800,4,32403,60,67,56435,127368030,1172,1,66,19236,8380426,2,95423,585,39827526,146613660,2524230392,585,1262,2,1,2,2,823,1,2512429468,2466939877,1455377596,191196413,191212797,2,1,8412642172,73389,73389,2,2,2,191196413,11,3,235123,96205979,2697603,107028,19170,2512429468,1720772,37129965,10837
126047.61,7,262144,64,132529,8732972650,64,53,135,1,585,1894478,4,33714,60,67,56435,127368030,1172,1,66,19917,8645705,2,95423,585,40811445,153557101,2614051479,585,1262,2,1,2,2,823,1,2601820572,2556184376,1592553467,198122083,198138467,2,1,8717371652,73389,73389,2,2,2,198122083,11,3,236970,101351492,2762558,114236,19852,2601820572,1780242,38049331,10837
131493.50,7,262144,64,136748,9010796294,64,53,135,1,585,1950375,4,34874,60,67,56435,127368030,1172,1,66,20534,9010719,2,95423,585,42140389,160150557,2695178294,585,1262,2,1,2,2,823,1,2682560924,2637390244,1650876637,204443704,204460088,2,1,8995522976,73389,73389,2,2,2,204443704,11,3,239141,105130761,2830241,116775,20468,2682560924,1833600,39310692,10837
136568.90,7,262144,64,141222,9305862522,64,53,136,1,585,2009237,4,36158,60,67,56435,127621416,1172,1,66,21194,9193659,2,95423,585,44946918,168707824,2782235439,585,1262,2,1,2,2,823,1,2769199516,2723608316,1900491450,211154223,211154223,2,1,9290785812,73389,73389,2,2,2,211154223,11,3,242127,108738972,2909676,119578,21129,2769199516,1889659,42037351,10837
141677.11,7,262144,64,145756,9604595458,64,53,137,1,585,2065382,4,37449,60,67,56435,127886868,1172,1,66,21861,9337341,2,95423,585,47273904,175159950,2869944182,585,1262,2,1,2,2,823,1,2856493468,2810970934,1971728412,217932437,217948821,2,1,9589027228,73389,73389,2,2,2,217932437,11,3,246061,111948234,2964490,122106,21795,2856493468,1943276,44309940,10837
146687.83,7,262144,64,152107,10022938210,64,53,138,1,585,2145371,4,39231,60,67,56435,127886868,1172,1,66,22792,9542791,2,95423,585,48828769,180108657,2992526096,585,1262,2,1,2,2,823,1,2978521500,2933239836,2029293040,227442461,227458845,2,1,10007468284,73389,73389,2,2,2,227442461,11,3,251367,114778951,3052466,131600,22726,2978521500,2013771,45776698,10837
151698.56,7,262144,64,173190,11412331806,64,53,141,1,585,2324999,4,45150,60,67,56435,128417772,1172,1,66,25892,9597559,2,95423,585,55147387,185867685,3400481164,585,1262,2,1,2,2,823,1,3384844700,3339385077,2135795426,259017354,259033738,2,1,11396763576,73389,73389,2,2,2,259017354,11,3,257761,116794566,3248767,138402,25826,3384844700,2186597,51898615,10837
156734.47,7,262144,64,188231,12403367822,64,53,144,1,585,2459981,4,49418,60,67,56435,128948676,1172,1,66,28101,9684299,2,95423,585,58983532,191148784,3691212630,585,1262,2,1,2,2,823,1,3674382748,3629068177,2230142218,281551326,281551326,2,1,12388258344,73389,73389,2,2,2,281551326,11,3,267098,119016592,3384177,145827,28035,3674382748,2314154,55600290,10837
161809.81,7,262144,64,194518,12817516270,64,53,145,1,585,2546852,4,51186,60,67,56435,128948676,1172,1,66,29026,9804541,2,95423,585,61167147,196601283,3813015006,585,1262,2,1,2,2,823,1,3795624348,3750112815,2353161503,290963046,290963046,2,1,12802374024,73389,73389,2,2,2,290963046,11,3,274040,121867841,3474050,165221,28960,3795624348,2381631,57693391,10837
166863.72,7,262144,64,201077,13249755962,64,53,146,1,585,2628522,4,53028,60,67,56435,129214128,1172,1,66,29987,9972373,2,95423,585,63308789,201785695,3939552141,585,1262,2,1,2,2,823,1,3921584540,3876530037,2541052622,300782207,300782207,2,1,13234417108,73389,73389,2,2,2,300782207,11,3,279150,124440250,3557684,176057,29921,3921584540,2452465,59751322,10837
171900.31,7,262144,64,209822,13826053706,64,53,147,1,585,2743371,4,55470,60,67,56435,129214128,1172,1,66,31269,10088207,2,95423,585,66262106,207207567,4108454260,585,1262,2,1,2,2,823,1,4089749916,4044952144,2603834354,313871691,313888075,2,1,13810354404,73389,73389,2,2,2,313871691,11,3,282760,127081870,3656967,205383,31204,4089749916,2537988,62606402,10837
176913.52,7,262144,64,218072,14369404358,64,53,149,1,585,2835084,4,57828,60,67,56435,129479580,1172,1,66,32484,10250427,2,95423,585,67994407,212161670,4268284394,585,1262,2,1,2,2,823,1,4248871324,4203863206,2664367445,326228213,326228213,2,1,14353320476,73389,73389,2,2,2,326211829,11,3,287726,129725003,3753929,212332,32418,4248871324,2622752,64241702,10837
181927.21,7,262144,64,228646,15066605122,64,53,151,1,585,2936493,4,60822,60,67,56435,130010484,1172,1,66,34037,10330416,2,95423,585,71960025,217505541,4472711623,585,1262,2,1,2,2,823,1,4452426140,4407611531,2793137350,342077957,342077957,2,1,15050709212,73389,73389,2,2,2,342061573,11,3,304242,131975633,3899970,216476,33971,4452426140,2720017,68061731,10837
186988.33,7,262144,64,240012,15815541474,64,53,153,2,585,3046462,4,64008,60,67,56435,130275936,1172,1,66,35707,10465248,2,95423,585,74807651,222145454,4692663097,585,1262,2,1,2,2,823,1,4671447452,4626557130,2836802075,359084932,359101316,2,1,15799737008,73389,73389,2,2,2,359084932,11,3,306678,134480720,3994438,220788,35642,4671447452,2825674,70815265,10837
192003.28,7,262144,64,245614,16184532310,64,53,153,2,585,3116810,4,65559,60,67,56435,130275936,1172,1,66,36530,10565387,2,95423,585,76860951,227284799,4800911876,585,1262,2,1,2,2,823,1,4779188636,4734470096,2865650193,367466619,367483003,2,1,16168531236,73389,73389,2,2,2,367466619,11,3,310979,136995883,4089305,226386,36464,4779188636,2890424,72773922,10837
197046.39,7,262144,64,251762,16589571254,64,53,155,2,585,3191191,4,67315,60,67,56435,130275936,1172,1,66,37433,10697518,2,95423,585,78882018,232684099,4919944862,585,1262,2,1,2,2,823,1,4897677724,4852794654,2952124661,376681731,376698115,2,1,16573996164,73389,73389,2,2,2,376681731,11,3,315847,139712972,4161136,229386,37368,4897677724,2961805,74723025,10837
202070.67,7,262144,64,264114,17403584610,64,53,157,2,585,3313171,4,70824,60,67,56435,130806840,1172,1,66,39248,10827271,2,95423,585,82173686,237435658,5158712323,585,1262,2,1,2,2,823,1,5135442332,5090795588,3010148822,395175332,395191716,2,1,17387714608,73389,73389,2,2,2,395175332,11,3,324575,142298667,4301908,236453,39182,5135442332,3076718,77873007,10837
207085.43,7,262144,64,277353,18275728398,64,53,159,2,585,3434658,4,74547,60,67,56435,131072292,1172,1,66,41192,10916280,2,95423,585,87901290,244384231,5414586274,585,1262,2,1,2,2,823,1,5390246300,5345707178,3132198925,415012421,415028805,2,1,18260546524,73389,73389,2,2,2,415012421,11,3,330482,144714056,4445982,241170,41127,5390246300,3193488,83457391,10837
212133.66,7,262144,64,284328,18735496518,64,53,160,2,585,3512717,4,76503,60,67,56435,131337744,1172,1,66,42220,11032711,2,95423,585,90021956,249696561,5549939721,585,1262,2,1,2,2,823,1,5524988316,5480169049,3213796591,425468399,425468399,2,1,18720609556,73389,73389,2,2,2,425468399,11,3,337838,147420244,4561999,244766,42154,5524988316,3267951,85461828,10837
217186.88,7,262144,64,290860,19165701286,64,53,161,2,585,3595773,4,78342,60,67,56435,131337744,1172,1,66,43178,11252894,2,95423,585,92407916,255149587,5676082008,585,1262,2,1,2,2,823,1,5650555292,5605891008,3251889953,435240567,435256951,2,1,19150584948,73389,73389,2,2,2,435240567,11,3,343207,150315563,4647217,255887,43112,5650555292,3339886,87763112,10837
222199.09,7,262144,64,301258,19850860942,64,53,163,2,585,3697681,4,81287,60,67,56435,131603196,1172,1,66,44705,11388900,2,95423,585,94708351,260011019,5877093697,585,1262,2,1,2,2,823,1,5850702236,5806269940,3285303099,450816101,450816101,2,1,19835908444,73389,73389,2,2,2,450816101,11,3,347614,152957022,4727858,261740,44639,5850702236,3435941,89982609,10837
227256.63,7,262144,64,314601,20730085926,64,53,165,2,585,3820834,4,85035,60,67,56435,131868648,1172,1,66,46664,11462622,2,95423,585,99714889,266302165,6134806784,585,1262,2,1,2,2,823,1,6107341212,6063258360,3400214180,470790295,470806679,2,1,20714772980,73389,73389,2,2,2,470790295,11,3,355062,155387100,4890085,266506,46598,6107341212,3554328,94827293,10837
232323.78,7,262144,64,323396,21309925922,64,53,167,2,585,3915816,4,87501,60,67,56435,132399552,1172,1,66,47958,11552912,2,95423,585,102636330,272254257,6305294211,585,1262,2,1,2,2,823,1,6277079452,6232711980,3505940169,483967732,483984116,2,1,21294580208,73389,73389,2,2,2,483967732,11,3,359334,157837290,4989219,272845,47892,6277079452,3642971,97649499,10837
237340.17,7,262144,64,337606,22245982684,64,53,169,2,585,4048716,4,91525,60,67,56435,132665004,1172,1,66,50043,11606419,2,95423,585,106372580,277341410,6579848679,585,1262,2,1,2,2,823,1,6550495644,6506350877,3591165732,505236262,505252646,2,1,22230395528,73389,73389,2,2,2,505236262,11,3,369414,160189081,5120402,283755,49978,6550495644,3764961,101254772,10837
242399.30,7,262144,64,348181,22942995598,64,53,171,2,585,4150370,4,94521,60,67,56435,132930456,1172,1,66,51597,11748416,2,95423,585,108472116,281591881,6784278530,585,1262,2,1,2,2,823,1,6754050460,6710108205,3617285727,521079973,521096357,2,1,22927518812,73389,73389,2,2,2,521079973,11,3,374502,162630175,5231892,287773,51531,6754050460,3862597,103243460,10837
247444.97,7,262144,64,354134,23334989570,64,53,172,2,585,4220178,4,96201,60,67,56435,132930456,1172,1,66,52470,12029482,2,95423,585,111059837,287077382,6899364611,585,1262,2,1,2,2,823,1,6868607388,6824642763,3658010507,529994140,530010524,2,1,23319742160,73389,73389,2,2,2,529994140,11,3,385979,165489273,5332084,290781,52405,6868607388,3929397,105731461,10837
252509.03,7,262144,64,360389,23747306318,64,53,173,2,585,4296190,4,97961,60,67,56435,133195908,1172,1,66,53389,12125377,2,95423,585,113309376,292083966,7020247061,585,1262,2,1,2,2,823,1,6988931484,6945256394,3731181617,539370933,539370933,2,1,23732321052,73389,73389,2,2,2,539370933,11,3,394003,168142291,5425916,294271,53323,6988931484,4001919,107887209,10837
257564.02,7,262144,64,367346,24205894790,64,53,174,2,585,4379052,4,99912,60,67,56435,133461360,1172,1,66,54415,12279841,2,95423,585,116067719,297720656,7155332515,585,1262,2,1,2,2,823,1,7123411356,7079338124,3821715910,549777759,549794143,2,1,24190221396,73389,73389,2,2,2,549777759,11,3,395595,171144567,5510517,297660,54349,7123411356,4081392,110560847,10837
262614.61,7,262144,64,373363,24602095132,64,53,175,2,585,4449351,4,101610,60,67,56435,133461360,1172,1,66,55296,12454214,2,95423,585,119033102,303712474,7271340032,585,1262,2,1,2,2,823,1,7238885788,7195075761,3921059436,558790230,558806614,2,1,24586770120,73389,73389,2,2,2,558790230,11,3,399959,173985783,5597260,300652,55230,7238885788,4148699,113439186,10837
267653.13,7,262144,64,379615,25014215272,64,53,176,2,585,4536740,4,103368,60,67,56435,133726812,1172,1,66,56212,12585605,2,95423,585,120472565,308400103,7392085718,585,1262,2,1,2,2,823,1,7359078812,7315590841,3974177716,568150639,568167023,2,1,24998628116,73389,73389,2,2,2,568150639,11,3,403790,176835139,5681474,316350,56147,7359078812,4220390,114793684,10837
272665.41,7,262144,64,390100,25705076560,64,53,178,2,585,4635690,4,106338,60,67,56435,133992264,1172,1,66,57753,12678113,2,95423,585,123749421,313691589,7594808667,585,1262,2,1,2,2,823,1,7560929692,7517539122,4050349604,583857245,583873629,2,1,25689718780,73389,73389,2,2,2,583857245,11,3,416167,179165876,5828083,320469,57687,7560929692,4315221,117924203,10837
