timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5099.56,4,262144,64,24513,1615557600,64,45,116,0,585,459435,6,3231,60,67,66273,124484256,1172,1,66,4050,1746943,2,115117,585,4597024,21447052,524346334,585,1014,2,1,2,2,633,1,521970076,475521088,36356133,36364610,36380994,2,1,1600042840,73389,73389,2,2,2,36364610,12,3,191555,17316457,1060682,24652,3984,521970076,434783,3537042,9704
10128.89,4,262144,64,29846,1966653800,64,45,117,0,585,532094,6,4738,60,67,66273,124484256,1172,1,66,4830,1980334,2,115117,585,6336305,26536720,627191795,585,1014,2,1,2,2,633,1,624337308,578160192,63542561,44338856,44355240,2,1,1950909664,73389,73389,2,2,2,44338856,12,3,196417,20325668,1136064,28144,4765,624337308,503950,5201281,9704
15139.34,4,262144,64,36992,2437628576,64,45,119,0,585,630197,6,6746,60,67,66273,124749708,1172,1,66,5882,2143301,2,115117,585,8844420,31356801,765568644,585,1014,2,1,2,2,633,1,762093980,715863532,130706873,55056978,55056978,2,1,2422507032,73389,73389,2,2,2,55056978,12,3,202910,22908690,1231696,36809,5816,762093980,593388,7613818,9704
20145.41,4,262144,64,51781,3412149520,64,45,121,0,585,781819,6,10911,60,67,66273,125280612,1172,1,66,8054,2269886,2,115117,585,11985277,35312315,1051415800,585,1014,2,1,2,2,633,1,1046782364,1000820102,159425583,77189542,77205926,2,1,3396339848,73389,73389,2,2,2,77189542,12,3,211480,25135140,1363940,42682,7988,1046782364,739137,10621953,9704
25170.80,4,262144,64,71549,4714578986,64,45,124,0,585,970468,6,16497,60,67,66273,125546064,1172,1,66,10958,2373092,2,115117,585,17819019,38480721,1433687880,585,1014,2,1,2,2,633,1,1427546524,1381574392,225068555,106788448,106804832,2,1,4698691712,73389,73389,2,2,2,106788448,12,3,222964,27063990,1514519,53562,10893,1427546524,916906,16304702,9704
30260.18,4,262144,64,76873,5065616266,64,45,125,0,585,1040682,6,18003,60,67,66273,125811516,1172,1,66,11740,2511934,2,115117,585,19632241,43560058,1536537613,585,1014,2,1,2,2,633,1,1529913756,1484171440,245136323,114766568,114782952,2,1,5049728992,73389,73389,2,2,2,114766568,12,3,227272,29801849,1595341,57298,11674,1529913756,983384,18037373,9704
35293.00,4,262144,64,81494,5369785382,64,45,126,0,585,1117079,6,19320,60,67,66273,125811516,1172,1,66,12418,2868299,2,115117,585,21508272,48926355,1625829915,585,1014,2,1,2,2,633,1,1618780572,1573049714,271411391,121686205,121702589,2,1,5354193020,73389,73389,2,2,2,121686205,12,3,230974,33045436,1673919,71464,12352,1618780572,1045615,19835133,9704
40324.92,4,262144,64,86423,5694670490,64,45,127,10807,585,1182980,6,20718,60,67,66273,126076968,1172,1,66,13141,3079367,2,115117,585,23052728,54064487,1721040133,585,1014,2,1,2,2,633,1,1713545628,1668045609,336970967,129068468,129084852,2,1,5679012592,73389,73389,2,2,2,129068468,12,3,235480,36362179,1761987,74526,13075,1713545628,1108454,21291943,9704
45354.37,4,262144,64,90792,5982831306,64,45,128,10807,585,1250029,6,21934,60,67,66273,126318288,1172,1,66,13785,3386499,2,115117,585,24497120,59719012,1805849137,585,1014,2,1,2,2,633,1,1797955996,1752222170,384453080,135623339,135639723,2,1,5967426916,73389,73389,2,2,2,135623339,12,3,239436,39553872,1837973,85042,13719,1797955996,1164987,22660283,9704
50367.76,4,262144,64,95933,6321610046,64,45,128,10807,585,1318200,6,23367,60,67,66273,126318288,1172,1,66,14539,3595586,2,115117,585,26893935,65364240,1905269224,585,1014,2,1,2,2,633,1,1896915356,1851269062,484024908,143316898,143333282,2,1,6305943512,73389,73389,2,2,2,143316898,12,3,249271,42363433,1945671,88312,14474,1896915356,1229888,24948725,9704
55388.09,4,262144,64,101832,6710330526,64,45,129,10807,585,1392867,6,25029,60,67,66273,126571674,1172,1,66,15410,3774525,2,115117,585,28411064,70281140,2019828089,585,1014,2,1,2,2,633,1,2010947996,1964906814,557207725,152163370,152163370,2,1,6695188280,73389,73389,2,2,2,152163370,12,3,255325,45101694,2034868,91757,15344,2010947996,1301110,26376877,9704
60422.47,4,262144,64,109068,7186938090,64,45,131,10807,585,1483950,6,27116,60,67,66273,126837126,1172,1,66,16469,3893177,2,115117,585,30992498,75322916,2159260789,585,1014,2,1,2,2,633,1,2149753244,2104187380,639865832,162998339,162998339,2,1,7171926916,73389,73389,2,2,2,162998339,12,3,265194,47649249,2173213,96083,16403,2149753244,1387867,28820556,9704
