timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5045.98,2,262144,64,25266,1664906208,64,44,117,585,384687,7,3492,67,894,124484256,1172,1,66,4159,768317,2,192051,585,4643965,19952128,538696450,585,794,2,1,2,2,658,1,536256924,489918463,37122357,37486914,37503298,2,1,1649424216,73389,73389,2,2,2,37486914,13,3,122637,15560632,907467,16007,4093,536256924,368680,3735752,8465
10078.21,2,262144,64,32114,2116351256,64,44,118,585,471339,7,5412,67,894,124749708,1172,1,66,5164,906892,2,192051,585,6763375,24895857,671157792,585,794,2,1,2,2,658,1,668115356,621995356,66633045,47738092,47754476,2,1,2100476048,73389,73389,2,2,2,47738092,13,3,130160,18254766,1010369,19943,5099,668115356,451396,5751910,8465
15113.63,2,262144,64,39005,2570083448,64,44,119,585,557694,7,7349,67,894,124749708,1172,1,66,6175,1113018,2,192051,585,8324692,29476992,804142691,585,794,2,1,2,2,658,1,800498076,754579088,100184875,58067316,58067316,2,1,2554961904,73389,73389,2,2,2,58067316,13,3,133566,20941598,1097456,23871,6109,800498076,533823,7226429,8465
20135.65,2,262144,64,44038,2901904960,64,44,120,585,624052,7,8769,67,894,125015160,1172,1,66,6914,1387644,2,192051,585,10536080,35291332,901595855,585,794,2,1,2,2,658,1,897491356,851566090,133470635,65597035,65619452,2,1,2886269540,73389,73389,2,2,2,65597035,13,3,135600,23972501,1182509,27043,6849,897491356,597009,9352579,8465
25177.85,2,262144,64,49145,3238600268,64,44,121,585,693077,7,10221,67,894,125280612,1172,1,66,7667,1614880,2,192051,585,12633668,41214176,1000758002,585,794,2,1,2,2,658,1,996188572,950081953,187333485,73255667,73255667,2,1,3223249348,73389,73389,2,2,2,73255667,13,3,140849,27320107,1290514,30126,7602,996188572,662951,11341718,8465
30224.22,2,262144,64,53598,3532024788,64,44,121,585,752692,7,11436,67,894,125280612,1172,1,66,8323,1883790,2,192051,585,13733723,45865016,1087024386,585,794,2,1,2,2,658,1,1082040732,1035885312,259220369,79911001,79927385,2,1,3516084044,73389,73389,2,2,2,79911001,13,3,141311,30771909,1347416,32957,8258,1082040732,719735,12385506,8465
35394.31,2,262144,64,58146,3831421842,64,44,122,585,814719,7,12734,67,894,125280612,1172,1,66,8987,2116182,2,192051,585,15195826,51123571,1174470400,585,794,2,1,2,2,658,1,1169072540,1123368196,333259484,86732334,86732334,2,1,3816222696,73389,73389,2,2,2,86732334,13,3,144955,34160619,1410069,35937,8921,1169072540,778782,13784821,8465
40462.95,2,262144,64,61739,4068485402,64,44,123,585,865443,7,13767,67,894,125546064,1172,1,66,9516,2578297,2,192051,585,16374684,56354951,1244139735,585,794,2,1,2,2,658,1,1238409628,1192656514,386840593,92109716,92126100,2,1,4052827504,73389,73389,2,2,2,92109716,13,3,146290,37799325,1461790,38179,9450,1238409628,827264,14911454,8465
46102.97,2,262144,64,65751,4332743094,64,44,123,585,919681,7,14860,67,894,125546064,1172,1,66,10107,3021565,2,192051,585,17787268,62448031,1321979812,585,794,2,1,2,2,658,1,1315873180,1269877741,409552741,98120041,98136425,2,1,4317281804,73389,73389,2,2,2,98120041,13,3,147146,41895126,1505969,40820,10041,1315873180,878861,16279623,8465
52074.42,2,262144,64,70646,4655134526,64,44,124,585,987261,7,16251,67,894,125546064,1172,1,66,10825,3391104,2,192051,585,19987166,69870201,1416535564,585,794,2,1,2,2,658,1,1409982876,1364178048,551710562,105438927,105455311,2,1,4639312788,73389,73389,2,2,2,105438927,13,3,149275,46205239,1570395,44130,10759,1409982876,943131,18415393,8465
57264.81,2,262144,64,74499,4909237446,64,44,125,585,1036860,7,17355,67,894,125811516,1172,1,66,11390,3525566,2,192051,585,21128154,75974767,1490943089,585,794,2,1,2,2,658,1,1484038556,1438465237,579338076,111209525,111225909,2,1,4893219100,73389,73389,2,2,2,111209525,13,3,149749,49770701,1606851,46557,11324,1484038556,990303,19520478,8465
62389.31,2,262144,64,78491,5172184418,64,44,125,585,1088964,7,18444,67,894,125811516,1172,1,66,11978,3762781,2,192051,585,22408461,81541870,1568388134,585,794,2,1,2,2,658,1,1561108892,1515309560,657062392,117187082,117203466,2,1,5156231608,73389,73389,2,2,2,117187082,13,3,150280,53307365,1659191,49145,11912,1561108892,1039819,20748617,8465
67473.41,2,262144,64,83007,5469472254,64,44,126,585,1148884,7,19731,67,894,125811516,1172,1,66,12640,4056659,2,192051,585,24309441,87498504,1655578401,585,794,2,1,2,2,658,1,1647878556,1602256316,786342917,123959263,123959263,2,1,5454207572,73389,73389,2,2,2,123959263,13,3,152415,56712631,1737620,51893,12574,1647878556,1096991,22570768,8465
72518.89,2,262144,64,87877,5790490738,64,44,127,585,1214132,7,21114,67,894,126076968,1172,1,66,13357,4325835,2,192051,585,25776337,92629886,1750135838,585,794,2,1,2,2,658,1,1741988252,1696074500,896133091,131243222,131259606,2,1,5774701768,73389,73389,2,2,2,131243222,13,3,153734,59848390,1790888,54840,13292,1741988252,1159292,23984383,8465
77911.57,2,262144,64,93578,6166210958,64,44,128,585,1284735,7,22725,67,894,126318288,1172,1,66,14194,4492228,2,192051,585,27893746,98567074,1860230140,585,794,2,1,2,2,658,1,1851564444,1805837915,931353469,139786590,139802974,2,1,6150609960,73389,73389,2,2,2,139786590,13,3,155793,63031008,1875554,58005,14128,1851564444,1226730,26017703,8465
82993.32,2,262144,64,97797,6444468978,64,44,129,585,1338328,7,23928,67,894,126571674,1172,1,66,14815,4698651,2,192051,585,29720738,103813369,1942013247,585,794,2,1,2,2,658,1,1932960156,1887203756,1017083955,146097860,146120277,2,1,6428305840,73389,73389,2,2,2,146097860,13,3,158172,66256489,1932775,60575,14749,1932960156,1277753,27788279,8465
88086.76,2,262144,64,102531,6756405642,64,44,129,585,1397405,7,25221,67,894,126571674,1172,1,66,15509,4936550,2,192051,585,31146519,108899977,2033544227,585,794,2,1,2,2,658,1,2024055196,1978352180,1064913020,153201595,153217979,2,1,6740870180,73389,73389,2,2,2,153201595,13,3,159834,69422283,1991969,63706,15444,2024055196,1333699,29154789,8465
93186.24,2,262144,64,107082,7056252690,64,44,130,585,1461573,7,26517,67,894,126837126,1172,1,66,16178,5163800,2,192051,585,32185477,113738151,2121518476,585,794,2,1,2,2,658,1,2111611292,2065988711,1086172214,160028961,160028961,2,1,7041274284,73389,73389,2,2,2,160028961,13,3,160503,72631230,2044788,72077,16112,2111611292,1389496,30140860,8465
98760.71,2,262144,64,111659,7357803674,64,44,131,585,1523817,7,27822,67,894,126837126,1172,1,66,16850,5500408,2,192051,585,33512693,118819408,2210021389,585,794,2,1,2,2,658,1,2199691676,2154104789,1120044553,166872711,166889095,2,1,7342399284,73389,73389,2,2,2,166872711,13,3,160797,76503195,2109991,75071,16784,2199691676,1448746,31401629,8465
104559.00,2,262144,64,115547,7614200354,64,44,132,585,1577118,7,28937,67,894,127102578,1172,1,66,17423,5965243,2,192051,585,35795786,126914291,2285486217,585,794,2,1,2,2,658,1,2274795932,2229092298,1348358345,172708845,172708845,2,1,7599189180,73389,73389,2,2,2,172708845,13,3,163200,80878683,2181369,77750,17357,2274795932,1499368,33613658,8465
111378.64,2,262144,64,119932,7903168426,64,44,132,585,1637364,7,30132,67,894,127102578,1172,1,66,18067,6354540,2,192051,585,37431753,133825596,2370301976,585,794,2,1,2,2,658,1,2359206300,2313563604,1495996278,179265875,179282259,2,1,7887698500,73389,73389,2,2,2,179265875,13,3,164602,85931483,2251563,80667,18001,2359206300,1556697,35180698,8465
