timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.64,5,262144,64,30947,2039339840,112,585,426163,2,5040,67,2018,124484256,1172,1,66,4993,693376,2,179757,585,5736426,13291373,648400785,585,938,2,1,2,2,733,1,645570972,599402988,37003764,46005706,46005706,2,1,2023530168,73389,73389,2,2,2,45989322,14,3,252449,10459798,1113149,14935,4927,645570972,411228,4622349,6490
10017.69,5,262144,64,45735,3013795248,115,585,603088,2,9237,67,2018,125015160,1172,1,66,7165,783163,2,179757,585,10831500,17679046,934425469,585,938,2,1,2,2,733,1,930390428,884329323,82612155,68138270,68154654,2,1,2998083880,73389,73389,2,2,2,68138270,14,3,276212,12403735,1375954,26455,7100,930390428,576633,9455724,6490
15021.05,5,262144,64,82613,5443651070,121,585,922924,2,19626,67,2018,125811516,1172,1,66,12582,801467,2,179757,585,18771932,19666949,1647096139,585,938,2,1,2,2,733,1,1640276380,1594660398,126536789,123369439,123385823,2,1,5428255316,73389,73389,2,2,2,123369439,14,3,309804,13590788,1637714,34860,12516,1640276380,888064,17134783,6490
20027.89,5,262144,64,103179,6799138422,125,585,1132336,2,25454,67,2018,126837126,1172,1,66,15605,845731,2,179757,585,23553939,22772025,2044936836,585,938,2,1,2,2,733,1,2036507036,1990868035,160355598,154182476,154182476,2,1,6784028944,73389,73389,2,2,2,154182476,14,3,323645,15327368,1843587,42080,15539,2036507036,1090256,21710400,6490
25034.43,5,262144,64,114675,7556522058,127,585,1282455,2,28676,67,2018,126837126,1172,1,66,17296,956974,2,179757,585,27105997,27057064,2267538926,585,938,2,1,2,2,733,1,2258149788,2212257714,247967372,171386059,171402443,2,1,7540986596,73389,73389,2,2,2,171386059,14,3,341929,17548948,2066075,54891,17230,2258149788,1227564,25039490,6490
30038.80,5,262144,64,162427,10702986058,135,585,1669943,2,42108,67,2018,128152320,1172,1,66,24311,965156,2,179757,585,35953768,28590750,3190613791,585,938,2,1,2,2,733,1,3177619868,3132073269,282935787,242903307,242919691,2,1,10687745508,73389,73389,2,2,2,242903307,14,3,358342,18722737,2281174,64222,24245,3177619868,1605721,33672940,6490
35054.37,5,262144,64,206332,13596005806,142,585,2030544,2,54519,67,2018,129214128,1172,1,66,30759,997997,2,179757,585,43467106,30254852,4039113962,585,938,2,1,2,2,733,1,4022772124,3977655443,325681752,308647798,308664182,2,1,13580503112,73389,73389,2,2,2,308647798,14,3,372294,20138070,2503485,74702,30693,4022772124,1955842,40964016,6490
40058.65,5,262144,64,241728,15928532154,148,585,2313009,2,64446,67,2018,130275936,1172,1,66,35958,1034342,2,179757,585,51406976,33182198,4723271586,585,938,2,1,2,2,733,1,4704215452,4659590138,457188833,361652902,361669286,2,1,15912727688,73389,73389,2,2,2,361652902,14,3,400799,21622515,2793122,83586,35892,4704215452,2229423,48614519,6490
45065.45,5,262144,64,265688,17507269178,152,585,2542622,2,71253,67,2018,130806840,1172,1,66,39476,1082158,2,179757,585,56802243,36736357,5186265488,585,938,2,1,2,2,733,1,5165326748,5121066426,543472141,397546694,397546694,2,1,17491333640,73389,73389,2,2,2,397530310,14,3,419733,23443485,3052423,95935,39410,5165326748,2446687,53750949,6490
50068.85,5,262144,64,309980,20425651358,159,585,2897355,2,83718,67,2018,131868648,1172,1,66,45987,1097074,2,179757,585,65821492,38230272,6042981191,585,938,2,1,2,2,733,1,6018736540,5974259188,577575354,463881009,463881009,2,1,20410043500,73389,73389,2,2,2,463864625,14,3,450012,24451939,3260430,104390,45921,6018736540,2792965,62562590,6490
55072.74,5,262144,64,363077,23924263442,168,585,3316373,2,98694,67,2018,133195908,1172,1,66,53784,1097233,2,179757,585,75793918,38306559,7068872209,585,938,2,1,2,2,733,1,7040704924,6996912051,605454818,543386728,543403112,2,1,23909016032,73389,73389,2,2,2,543386728,14,3,467077,25193873,3409328,112397,53718,7040704924,3203976,72386046,6490
