timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.79,262144,64,62751,4135073286,118,585,619796,4,14042,67,1170,125546064,1172,1,66,9665,313273,2,110350,585,10999901,7314426,1263008735,585,718,2,1,2,2,1290,1,1257939356,1212129140,29010184,93623077,93639461,2,1,4119415388,73389,73389,2,2,2,93623077,18,3,301346,6237696,1406990,18139,9599,1257939356,601657,9594209,11159
10013.68,262144,64,113623,7487312734,126,585,1000703,4,28356,67,1170,126837126,1172,1,66,17140,313399,2,110350,585,20640488,7370578,2246535218,585,718,2,1,2,2,1290,1,2237702556,2191997367,55586067,169823546,169823546,2,1,7471515128,73389,73389,2,2,2,169807162,18,3,333511,6910859,1580250,25701,17074,2237702556,975002,19061462,11159
15017.95,262144,64,180131,11869606250,138,585,1469448,4,47091,67,1170,128417772,1172,1,66,26911,314119,2,110350,585,31020170,7375440,3532220232,585,718,2,1,2,2,1290,1,3518407068,3473053442,79062162,269418147,269418147,2,1,11854398468,73389,73389,2,2,2,269418147,18,3,344541,7774514,1764121,35817,26845,3518407068,1433631,29257449,11159
20024.34,262144,64,221448,14591957022,144,585,1827881,4,58749,67,1170,129479580,1172,1,66,32978,352230,2,110350,585,37890835,9245513,4330702162,585,718,2,1,2,2,1290,1,4313751964,4268899649,172378634,331271882,331288266,2,1,14575962808,73389,73389,2,2,2,331271882,18,3,354416,9209281,1987204,45554,32913,4313751964,1782327,35904614,11159
25029.01,262144,64,259761,17116448238,151,585,2161658,4,69531,67,1170,130541388,1172,1,66,38606,373920,2,110350,585,45864402,11717121,5071142079,585,718,2,1,2,2,1290,1,5051294108,5006876163,242592663,388661421,388677805,2,1,17101102524,73389,73389,2,2,2,388661421,18,3,376532,10537198,2241964,55186,38540,5051294108,2106472,43623072,11159
30035.97,262144,64,277613,18293033210,154,585,2369025,4,74618,67,1170,131072292,1172,1,66,41230,456865,2,110350,585,50012046,15577357,5416493222,585,718,2,1,2,2,1290,1,5395227036,5350832005,323002338,415411670,415428054,2,1,18278113480,73389,73389,2,2,2,415411670,18,3,389098,12570304,2450447,62346,41164,5395227036,2306679,47561625,11159
35054.55,262144,64,286111,18853143562,155,585,2485977,4,76991,67,1170,131337744,1172,1,66,42482,611649,2,110350,585,53399917,20350515,5581329916,585,718,2,1,2,2,1290,1,5559329180,5514562093,368878800,428140706,428140706,2,1,18838191064,73389,73389,2,2,2,428140706,18,3,398256,15021263,2603397,67463,42416,5559329180,2418514,50795155,11159
40060.43,262144,64,298792,19688452810,157,585,2644320,4,80557,67,1170,131603196,1172,1,66,44343,687709,2,110350,585,57623980,25400381,5826294691,585,718,2,1,2,2,1290,1,5803254172,5758754434,430314780,447119794,447136178,2,1,19673270936,73389,73389,2,2,2,447119794,18,3,410315,17111479,2808520,80432,44277,5803254172,2563888,54814221,11159
45070.47,262144,64,328516,21647062954,162,585,2911249,4,88940,67,1170,132399552,1172,1,66,48710,714226,2,110350,585,64502718,28177439,6400939712,585,718,2,1,2,2,1290,1,6375645596,6331287203,482386532,491638874,491638874,2,1,21632110456,73389,73389,2,2,2,491638874,18,3,442427,18493494,3051855,88384,48644,6375645596,2822865,61448900,11159
50094.45,262144,64,345199,22746239986,165,585,3109004,4,93654,67,1170,132665004,1172,1,66,51159,774112,2,110350,585,69005522,32503687,6723264301,585,718,2,1,2,2,1290,1,6696640924,6652569133,585158153,516609744,516626128,2,1,22730828736,73389,73389,2,2,2,516609744,18,3,454029,20493572,3286082,101661,51093,6696640924,3007343,65717494,11159
55100.67,262144,64,361862,23844371750,168,585,3313756,4,98363,67,1170,133195908,1172,1,66,53608,811629,2,110350,585,74020430,36916036,7045593119,585,718,2,1,2,2,1290,1,7017636252,6973612487,632971770,541578455,541578455,2,1,23829452020,73389,73389,2,2,2,541578455,18,3,467152,22350223,3523649,110451,53542,7017636252,3203305,70495191,11159
