timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.05,262144,64,66739,4397758114,118,585,684925,3,15132,67,61,125546064,1172,1,66,10249,15928,2,455,585,11492198,1004347,1339693087,585,280,2,1,2,2,225,1,1334485404,1288892797,38272403,99600634,99617018,2,1,4382427896,73389,73389,2,2,2,99600634,3,3,403707,1805370,1789460,13609,10183,1334485404,671316,9703311,2870
10013.16,262144,64,93186,6140520846,123,585,970869,3,22617,67,61,126318288,1172,1,66,14137,48276,2,455,585,18364597,4297059,1851198907,585,280,2,1,2,2,225,1,1843962268,1798347034,85914647,139196766,139213150,2,1,6124657704,73389,73389,2,2,2,139196766,3,3,427767,3329587,2114983,24610,14071,1843962268,946259,16248778,2870
15028.32,262144,64,149065,9822781342,132,585,1418759,3,38352,67,61,127886868,1172,1,66,22349,57754,2,455,585,28398128,4643503,2931857843,585,280,2,1,2,2,225,1,2920456604,2874683808,117073249,222894186,222910570,2,1,9807344184,73389,73389,2,2,2,222894186,3,3,473239,4204488,2338677,33626,22283,2920456604,1385133,26059137,2870
20033.64,262144,64,167635,11046155710,135,585,1646821,3,43581,67,61,128152320,1172,1,66,25076,109126,2,455,585,33409741,8158321,3290763763,585,280,2,1,2,2,225,1,3277889948,3232358509,174813569,250695170,250711554,2,1,11030587480,73389,73389,2,2,2,250695170,3,3,486593,6019136,2611180,44302,25010,3277889948,1602519,30798215,2870
25045.28,262144,64,203908,13436350186,141,585,1974162,3,53802,67,61,129214128,1172,1,66,30403,124937,2,455,585,41760810,10410828,3991740079,585,280,2,1,2,2,225,1,3976110492,3931015200,266467505,305017027,305033411,2,1,13420749188,73389,73389,2,2,2,305017027,3,3,517072,7346314,2881875,52715,30337,3976110492,1921447,38878363,2870
30050.46,262144,64,235434,15513659502,147,585,2269051,3,62728,67,61,130010484,1172,1,66,35033,146025,2,455,585,50282207,13869704,4601000573,585,280,2,1,2,2,225,1,4582973852,4538376535,347677294,352226957,352243341,2,1,15497986108,73389,73389,2,2,2,352226957,3,3,553219,8695658,3229187,63781,34967,4582973852,2205270,47053522,2870
35054.80,262144,64,295114,19446084142,157,585,2702256,3,79500,67,61,131603196,1172,1,66,43802,146177,2,455,585,60409955,13870684,5754820582,585,280,2,1,2,2,225,1,5732344220,5687918364,370128521,441600989,441617373,2,1,19430443516,73389,73389,2,2,2,441600989,3,3,577016,9489757,3422815,72589,43736,5732344220,2629667,56987852,2870
40061.77,262144,64,325102,21422261242,162,585,2964064,3,88008,67,61,132399552,1172,1,66,48206,221012,2,455,585,65805611,16740668,6334372538,585,280,2,1,2,2,225,1,6309585308,6265558139,460271231,486519318,486535702,2,1,21406849992,73389,73389,2,2,2,486519318,3,3,584862,11386106,3633292,81927,48140,6309585308,2882137,62173578,2870
45067.94,262144,64,332020,21878028358,163,585,3054111,3,89951,67,61,132399552,1172,1,66,49224,459776,2,455,585,67770521,21301161,6468417456,585,280,2,1,2,2,225,1,6443016604,6398844835,507139900,496887343,496887343,2,1,21863043092,73389,73389,2,2,2,496887343,3,3,587435,14041768,3732476,86140,49158,6443016604,2967971,64039168,2870
50074.77,262144,64,339615,22378428798,164,585,3153220,3,92076,67,61,132665004,1172,1,66,50337,573660,2,455,585,71298024,26968453,6614963177,585,280,2,1,2,2,225,1,6588899740,6545051811,595013186,508252633,508269017,2,1,22363115852,73389,73389,2,2,2,508252633,3,3,589936,16835269,3865293,90822,50271,6588899740,3062398,67433198,2870
55079.26,262144,64,372921,24572862768,170,585,3450608,3,101490,67,61,133461360,1172,1,66,55227,619545,2,455,585,77575602,29682178,7258461419,585,280,2,1,2,2,225,1,7229841820,7186576466,641637147,558128837,558145221,2,1,24557668828,73389,73389,2,2,2,558128837,3,3,602279,18415828,4017837,98670,55161,7229841820,3351938,73558237,2870
