timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.59,262144,64,61880,4077725978,118,585,609931,4,13804,67,131,125546064,1172,1,66,9537,22299,2,1007,585,10759662,1063285,1246121839,585,132,2,1,2,2,254,1,1241293212,1195307942,28531606,92322708,92339092,2,1,4062199152,73389,73389,2,2,2,92322708,2,3,363876,1818898,1666983,12364,9472,1241293212,597567,9092690,3157
10012.83,262144,64,93426,6156249486,123,585,940866,4,22629,67,131,126318288,1172,1,66,14172,47301,2,1007,585,18837424,3886782,1855921174,585,132,2,1,2,2,254,1,1848680860,1802955636,65972998,139557214,139573598,2,1,6140517416,73389,73389,2,2,2,139557214,2,3,381276,3233568,1994394,26056,14106,1848680860,914810,16843654,3157
15020.17,262144,64,118034,7777984742,127,585,1234068,4,29615,67,131,127102578,1172,1,66,17788,77990,2,1007,585,25689232,7009649,2331785688,585,132,2,1,2,2,254,1,2322637212,2276985221,128751616,176429728,176429728,2,1,7762908032,73389,73389,2,2,2,176429728,2,3,391462,4809214,2318008,39896,17722,2322637212,1194172,23370176,3157
20027.18,262144,64,136613,9001948934,130,585,1465862,4,34847,67,131,127368030,1172,1,66,20516,152785,2,1007,585,31738943,11056649,2690816253,585,132,2,1,2,2,254,1,2680201628,2634792623,165014051,204247096,204247096,2,1,8986872224,73389,73389,2,2,2,204247096,2,3,407240,6662851,2633551,50330,20450,2680201628,1415532,29105281,3157
25031.41,262144,64,185301,12210285534,138,585,1853374,4,48561,67,131,128683224,1172,1,66,27671,173949,2,1007,585,42572410,12962586,3632248258,585,132,2,1,2,2,254,1,3618021788,3572646262,230288743,277144474,277160858,2,1,12194356856,73389,73389,2,2,2,277144474,2,3,454255,7719337,2937005,59857,27605,3618021788,1793517,39635769,3157
30035.84,262144,64,238721,15730162274,147,585,2262629,4,63570,67,131,130010484,1172,1,66,35518,174216,2,1007,585,53071577,13001355,4664692408,585,132,2,1,2,2,254,1,4646543772,4601698703,257877415,357149905,357149905,2,1,15713874924,73389,73389,2,2,2,357133521,2,3,499840,8473663,3151165,67786,35452,4646543772,2194843,49920906,3157
35041.73,262144,64,277776,18303715578,154,585,2602498,4,74661,67,131,131072292,1172,1,66,41257,206983,2,1007,585,60055966,15079639,5419887636,585,132,2,1,2,2,254,1,5398765980,5353941941,302062058,415641046,415657430,2,1,18288206024,73389,73389,2,2,2,415641046,2,3,510178,9940715,3367635,77229,41191,5398765980,2525269,56688379,3157
40047.98,262144,64,291294,19194409362,156,585,2758646,4,78459,67,131,131337744,1172,1,66,43240,301730,2,1007,585,63399864,19338582,5681036552,585,132,2,1,2,2,254,1,5658812828,5614289100,378128219,435901960,435901960,2,1,19179686240,73389,73389,2,2,2,435901960,2,3,517338,12118913,3529554,83461,43175,5658812828,2675185,59870535,3157
45052.11,262144,64,317324,20909602262,161,585,2992443,4,85750,67,131,131868648,1172,1,66,47066,353489,2,1007,585,70343204,23425463,6184425341,585,132,2,1,2,2,254,1,6160163228,6115767049,522143523,474877659,474877659,2,1,20894616996,73389,73389,2,2,2,474877659,2,3,539537,13864465,3820011,93592,47000,6160163228,2898851,66523228,3157
50056.36,262144,64,369446,24344051294,169,585,3388389,4,100431,67,131,133461360,1172,1,66,54720,356117,2,1007,585,81179507,24288254,7191401227,585,132,2,1,2,2,254,1,7163257244,7119706970,574127099,552919169,552935553,2,1,24328443436,73389,73389,2,2,2,552919169,2,3,574148,14684773,4027863,102020,54654,7163257244,3286369,77151049,3157
