timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.37,262144,64,45528,3000229296,115,585,567182,1,9182,67,47,125015160,1172,1,66,7135,59839,2,265,585,9175242,3225275,930003508,585,168,2,1,2,2,223,1,926327196,880331428,35131581,67843358,67843358,2,1,2985107752,73389,73389,2,2,2,67843358,2,3,348861,2386457,1635693,16288,7069,926327196,550894,7538418,2993
10012.85,262144,64,101722,6703121566,124,585,1007179,1,24975,67,47,126571674,1172,1,66,15392,65370,2,265,585,18766807,4379864,2016482855,585,168,2,1,2,2,223,1,2008588700,1962806953,64696569,151983146,151999530,2,1,6687258424,73389,73389,2,2,2,151983146,2,3,366795,3472204,1858295,26303,15326,2008588700,980876,16907720,2993
15018.90,262144,64,139073,9164229302,131,585,1353785,1,35567,67,47,127621416,1172,1,66,20879,97300,2,265,585,25585259,6498125,2738526689,585,168,2,1,2,2,223,1,2727780764,2682217062,101295324,207924860,207941244,2,1,9148693840,73389,73389,2,2,2,207924860,2,3,378328,5018993,2123460,37083,20813,2727780764,1316702,23460015,2993
20024.33,262144,64,173345,11422489886,136,585,1670190,1,45190,67,47,128417772,1172,1,66,25916,118860,2,265,585,34532498,9340570,3401310876,585,168,2,1,2,2,223,1,3387990428,3342368700,153069433,259246730,259263114,2,1,11406856120,73389,73389,2,2,2,259246730,2,3,393414,6336491,2376109,45319,25850,3387990428,1624871,32154696,2993
25028.98,262144,64,192666,12695612694,140,585,1890216,1,50682,67,47,128948676,1172,1,66,28751,164155,2,265,585,39616630,12878787,3774423735,585,168,2,1,2,2,223,1,3759579548,3714464038,283997528,288182084,288198468,2,1,12680011696,73389,73389,2,2,2,288182084,2,3,416786,8059545,2677417,53979,28686,3759579548,1836237,36937495,2993
30031.87,262144,64,241741,15929384122,148,585,2260891,1,64453,67,47,130275936,1172,1,66,35960,164276,2,265,585,49307370,13185702,4722939910,585,168,2,1,2,2,223,1,4704477596,4659882721,306896589,361669286,361685670,2,1,15913448584,73389,73389,2,2,2,361669286,2,3,450241,8732835,2855086,61229,35894,4704477596,2199662,46450641,2993
35037.89,262144,64,297216,19584637170,157,585,2661244,1,80127,67,47,131603196,1172,1,66,44111,182651,2,265,585,57379076,14040396,5795491979,585,168,2,1,2,2,223,1,5772845468,5728437535,330440587,444764816,444764816,2,1,19568931008,73389,73389,2,2,2,444748432,2,3,455873,9895025,3066756,71703,44045,5772845468,2589541,54311296,2993
40043.68,262144,64,304536,20067015210,158,585,2762857,1,82179,67,47,131603196,1172,1,66,45189,357120,2,265,585,60640050,19051599,5937429610,585,168,2,1,2,2,223,1,5914141084,5869456736,404137683,455712314,455728698,2,1,20051341816,73389,73389,2,2,2,455712314,2,3,459763,12471468,3195277,84393,45123,5914141084,2678464,57444426,2993
45049.50,262144,64,311036,20495388278,159,585,2848131,1,84008,67,47,131868648,1172,1,66,46142,565876,2,265,585,63157932,23930418,6062914658,585,168,2,1,2,2,223,1,6039052700,5994637260,461601762,465465939,465465939,2,1,20480501316,73389,73389,2,2,2,465465939,2,3,463816,15154567,3292102,92359,46076,6039052700,2755772,59865413,2993
50052.20,262144,64,327906,21607085994,162,585,3012246,1,88719,67,47,132399552,1172,1,66,48621,649490,2,265,585,67272818,28623887,6389182659,585,168,2,1,2,2,223,1,6363980188,6319587723,614970051,490721370,490737754,2,1,21591740280,73389,73389,2,2,2,490721370,2,3,484564,17512019,3466516,99249,48555,6363980188,2912997,63806163,2993
55055.53,262144,64,393903,25955637228,173,585,3475840,1,107373,67,47,133992264,1172,1,66,58313,649758,2,265,585,77139449,28643707,7664471136,585,168,2,1,2,2,223,1,7634330012,7590826424,635724752,589556274,589556274,2,1,25939755160,73389,73389,2,2,2,589539890,2,3,493196,18381123,3631803,109179,58247,7634330012,3366661,73507641,2993
