timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.52,7,262144,64,56857,3746680486,117,585,636601,6,12379,67,4292,125280612,1172,1,66,8797,413129,2,123082,585,10770897,7396292,1148791245,585,867,2,1,2,2,536,1,1144168860,1098577022,35732762,84792989,84809373,2,1,3730891516,73389,73389,2,2,2,84792989,6,3,358092,6319889,1579853,26733,8731,1144168860,609868,9189695,11720
10023.02,7,262144,64,67061,4418860706,119,585,771100,6,15273,67,4292,125546064,1172,1,66,10299,583253,2,123082,585,14295525,12209572,1346525035,585,867,2,1,2,2,536,1,1341039004,1295128108,84681766,100067578,100083962,2,1,4402973432,73389,73389,2,2,2,100067578,6,3,379413,8688171,1809717,38671,10233,1341039004,732429,12484535,11720
15030.06,7,262144,64,75826,4996469170,120,585,887275,6,17718,67,4292,125811516,1172,1,66,11585,750855,2,123082,585,16805099,16658601,1515973209,585,867,2,1,2,2,536,1,1509728668,1463939812,128394057,113198022,113214406,2,1,4980712968,73389,73389,2,2,2,113198022,6,3,391800,11012982,1959321,43780,11520,1509728668,843495,14844366,11720
20042.12,7,262144,64,89298,5884148298,122,585,1054075,6,21501,67,4292,126076968,1172,1,66,13565,784646,2,123082,585,20461437,21154270,1776465177,585,867,2,1,2,2,536,1,1769120156,1723424161,192763212,133385208,133385208,2,1,5868949152,73389,73389,2,2,2,133385208,6,3,405994,13224960,2169799,50877,13499,1769120156,1003198,18289048,11720
25048.25,7,262144,64,118743,7824715218,127,585,1325403,6,29808,67,4292,127102578,1172,1,66,17891,828859,2,123082,585,27411317,23985754,2345711690,585,867,2,1,2,2,536,1,2336137628,2290618158,274371212,177484337,177500721,2,1,7809310828,73389,73389,2,2,2,177484337,6,3,443515,14628451,2419183,61416,17825,2336137628,1263987,24989774,11720
30054.56,7,262144,64,134975,8894070062,130,585,1518422,6,34400,67,4292,127368030,1172,1,66,20277,868613,2,123082,585,34007973,28986306,2659754199,585,867,2,1,2,2,536,1,2648875420,2603291022,354812557,201793814,201793814,2,1,8878927816,73389,73389,2,2,2,201793814,6,3,459557,16485887,2725253,75259,20211,2648875420,1443163,31279450,11720
35057.81,7,262144,64,161790,10661239626,134,585,1781437,6,41877,67,4292,128152320,1172,1,66,24218,928139,2,123082,585,40131136,32933065,3178255166,585,867,2,1,2,2,536,1,3165299100,3119829996,435258610,241944843,241961227,2,1,10645573092,73389,73389,2,2,2,241944843,6,3,490981,18239465,3013802,85898,24152,3165299100,1695539,37114938,11720
40061.32,7,262144,64,221246,14578718750,144,585,2194666,6,58641,67,4292,129479580,1172,1,66,32950,928458,2,123082,585,50239937,33053613,4327365579,585,867,2,1,2,2,536,1,4309950876,4265010676,462354502,330976970,330993354,2,1,14562986680,73389,73389,2,2,2,330976970,6,3,508235,19023855,3197284,95045,32884,4309950876,2099621,47040651,11720
45064.88,7,262144,64,283511,18681688154,155,585,2650382,6,76229,67,4292,131337744,1172,1,66,42097,928905,2,123082,585,60096478,33140682,5530938996,585,867,2,1,2,2,536,1,5508866460,5464446576,493517368,424233566,424249950,2,1,18666276904,73389,73389,2,2,2,424233566,6,3,528408,19876365,3388841,104378,42031,5508866460,2546004,56705256,11720
50068.37,7,262144,64,345554,22769770718,165,585,3149253,6,93750,67,4292,132665004,1172,1,66,51210,929219,2,123082,585,69681765,33211287,6730036663,585,867,2,1,2,2,536,1,6703325596,6659440870,529235720,517156449,517156449,2,1,22754162860,73389,73389,2,2,2,517140065,6,3,553023,20778071,3586255,114024,51144,6703325596,3035229,66093577,11720
55076.70,7,262144,64,394976,26026222808,174,585,3545680,6,107696,67,4292,133992264,1172,1,66,58470,933380,2,123082,585,78581828,33753108,7685301808,585,867,2,1,2,2,536,1,7654908316,7611434675,557564354,591159747,591176131,2,1,26011028868,73389,73389,2,2,2,591159747,6,3,578091,21727897,3787243,122228,58404,7654908316,3423452,74792373,11720
