timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.42,262144,64,49661,3272428910,116,585,584543,3,10362,67,40,125280612,1172,1,66,7744,104256,2,1197,585,9149477,2837375,1010122964,585,279,2,1,2,2,243,1,1006150044,960005714,32921168,74009331,74025715,2,1,3256410564,73389,73389,2,2,2,74009331,3,3,365310,2560342,1427757,14337,7678,1006150044,570206,7722061,3864
10015.41,262144,64,85196,5613992366,122,585,889016,3,20382,67,40,126076968,1172,1,66,12962,121156,2,1197,585,17370513,5360254,1696734829,585,279,2,1,2,2,243,1,1690083740,1644477494,85460493,127243811,127243811,2,1,5598006788,73389,73389,2,2,2,127227427,3,3,393561,3854950,1709410,23044,12896,1690083740,865972,15661087,3864
15021.75,262144,64,104668,6897252430,125,585,1116925,3,25860,67,40,126837126,1172,1,66,15821,147707,2,1197,585,23497176,9597902,2073009658,585,279,2,1,2,2,243,1,2064818588,2019490733,146828259,156406382,156422766,2,1,6881880808,73389,73389,2,2,2,156406382,3,3,411695,5594612,2018008,32238,15756,2064818588,1084687,21479706,3864
20025.53,262144,64,161250,10625584734,134,585,1559801,3,41730,67,40,128152320,1172,1,66,24138,148812,2,1197,585,33217340,9927988,3167343356,585,279,2,1,2,2,243,1,3154944412,3109373436,175765756,241135994,241152378,2,1,10609983736,73389,73389,2,2,2,241135994,3,3,443395,6408259,2218791,41170,24072,3154944412,1518631,30999134,3864
25031.27,262144,64,216383,14258159018,144,585,2023047,3,57369,67,40,129479580,1172,1,66,32233,156565,2,1197,585,42130740,11071675,4232663274,585,279,2,1,2,2,243,1,4216103324,4171270383,229232260,323693011,323709395,2,1,14242492484,73389,73389,2,2,2,323693011,3,3,448973,7641962,2425460,51508,32168,4216103324,1971539,39705810,3864
30036.94,262144,64,223647,14736867042,145,585,2117490,3,59403,67,40,129745032,1172,1,66,33301,369889,2,1197,585,44086335,15592644,4373157276,585,279,2,1,2,2,243,1,4355957148,4311259780,255861548,334566781,334583165,2,1,14720938364,73389,73389,2,2,2,334566781,3,3,452057,10153703,2525456,58158,33235,4355957148,2059332,41561782,3864
35043.39,262144,64,230197,15168782362,146,585,2201780,3,61245,67,40,130010484,1172,1,66,34266,514663,2,1197,585,46162877,20315960,4500223946,585,279,2,1,2,2,243,1,4482441628,4437503238,290641926,344400167,344400167,2,1,15153607348,73389,73389,2,2,2,344400167,3,3,459223,12821638,2626453,62151,34200,4482441628,2139629,43537399,3864
40046.97,262144,64,244681,16123121770,148,585,2348438,3,65250,67,40,130275936,1172,1,66,36394,592400,2,1197,585,49624120,24328856,4780311182,585,279,2,1,2,2,243,1,4761362844,4716499004,375713389,366084330,366084330,2,1,16107710520,73389,73389,2,2,2,366084330,3,3,476333,15151863,2795702,72337,36328,4761362844,2276101,46829718,3864
45051.06,262144,64,307281,20247973338,159,585,2755869,3,82929,67,40,131868648,1172,1,66,45589,592654,2,1197,585,60054107,24643866,5990102776,585,279,2,1,2,2,243,1,5966438812,5922310088,449775393,459832446,459848830,2,1,20232627624,73389,73389,2,2,2,459832446,3,3,495944,15944676,2999830,81891,45523,5966438812,2673978,57055554,3864
50056.65,262144,64,350705,23109204818,166,585,3121419,3,95210,67,40,132930456,1172,1,66,51968,601627,2,1197,585,69232729,25709978,6829623132,585,279,2,1,2,2,243,1,6802678172,6758745631,529570339,524866392,524866392,2,1,23094121248,73389,73389,2,2,2,524866392,3,3,513182,16954742,3228043,90780,51902,6802678172,3030639,66005260,3864
