timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5014.19,262144,64,37905,2497728396,114,585,535836,4,7049,67,102,124749708,1172,1,66,6014,68362,2,1169,585,7395208,4091655,782551972,585,190,2,1,2,2,249,1,779395484,733418884,30822128,56422883,56422883,2,1,2482606852,73389,73389,2,2,2,56422883,3,3,374223,2950314,1854247,19893,5948,779395484,515943,5541121,4157
10026.85,262144,64,86746,5716104070,122,585,928387,4,20801,67,102,126076968,1172,1,66,13187,97085,2,1169,585,15587939,5826097,1726430462,585,190,2,1,2,2,249,1,1719574940,1674301203,67509193,129566021,129566021,2,1,5700184028,73389,73389,2,2,2,129549637,3,3,395318,4235224,2135279,30398,13121,1719574940,897989,13453035,4157
15030.51,262144,64,113494,7478593138,126,585,1197927,4,28323,67,102,126837126,1172,1,66,17120,147097,2,1169,585,22857972,9319443,2243995348,585,190,2,1,2,2,249,1,2235081116,2189466037,134243851,169620905,169637289,2,1,7463319820,73389,73389,2,2,2,169620905,3,3,428735,5781338,2469768,40496,17054,2235081116,1157431,20388459,4157
20039.57,262144,64,181504,11960118082,138,585,1644639,4,47476,67,102,128683224,1172,1,66,27112,147340,2,1169,585,33284814,9321361,3558780125,585,190,2,1,2,2,249,1,3544752540,3499547190,151406751,271461829,271478213,2,1,11944320476,73389,73389,2,2,2,271461829,3,3,431947,6651462,2647958,50754,27046,3544752540,1593885,30637572,4157
25045.30,262144,64,200328,13200404046,141,585,1872043,4,52816,67,102,129214128,1172,1,66,29879,202033,2,1169,585,39009236,13638735,3922942228,585,190,2,1,2,2,249,1,3907428764,3862104234,238948926,299645678,299662062,2,1,13184409832,73389,73389,2,2,2,299645678,3,3,446392,8543244,2923392,59656,29813,3907428764,1812387,36086506,4157
30049.60,262144,64,256343,16891384382,150,585,2302478,4,68567,67,102,130541388,1172,1,66,38106,212781,2,1169,585,48429415,14503038,5005477654,585,190,2,1,2,2,249,1,4985758108,4941044208,272172290,383550057,383550057,2,1,16875481612,73389,73389,2,2,2,383533673,3,3,473291,9538326,3148229,68995,38040,4985758108,2233483,45281853,4157
35055.21,262144,64,316142,20831607806,160,585,2759767,4,85401,67,102,131868648,1172,1,66,46892,213734,2,1169,585,58273364,14641228,6161516594,585,190,2,1,2,2,249,1,6137356700,6092959812,303236528,473096121,473112505,2,1,20816229324,73389,73389,2,2,2,473096121,3,3,501795,10370381,3335263,77919,46826,6137356700,2681848,54939269,4157
40065.79,262144,64,367368,24207336582,169,585,3166615,4,99918,67,102,133461360,1172,1,66,54417,236090,2,1169,585,66822239,15707790,7151698216,585,190,2,1,2,2,249,1,7123673500,7079752181,388121483,549810527,549826911,2,1,24191663188,73389,73389,2,2,2,549810527,3,3,513667,11525377,3519018,89056,54351,7123673500,3077559,63304807,4157
45078.49,262144,64,383366,25261102616,172,585,3347435,4,104447,67,102,133726812,1172,1,66,56764,277764,2,1169,585,71786071,20079531,7460612926,585,190,2,1,2,2,249,1,7431299484,7387811919,482590807,573769907,573769907,2,1,25245875908,73389,73389,2,2,2,573769907,3,3,531853,13491986,3772708,96833,56698,7431299484,3250602,68015814,4157
50085.01,262144,64,391223,25778938940,173,585,3444645,4,106644,67,102,133992264,1172,1,66,57919,472996,2,1169,585,74192253,24755760,7612816121,585,190,2,1,2,2,249,1,7582818716,7539089709,654206455,585534446,585550830,2,1,25763515624,73389,73389,2,2,2,585534446,3,3,540317,16100835,3901230,102704,57854,7582818716,3341941,70293538,4157
55091.69,262144,64,398395,26251352200,174,585,3535496,4,108656,67,102,133992264,1172,1,66,58971,663009,2,1169,585,76568890,29548223,7751328904,585,190,2,1,2,2,249,1,7720706460,7677275236,679263666,596279303,596279303,2,1,26236289332,73389,73389,2,2,2,596279303,3,3,542248,18727918,3979149,106930,58906,7720706460,3428566,72593072,4157
