timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.86,262144,64,77129,5082393482,120,585,733371,4,18058,67,214,125811516,1172,1,66,11776,30327,2,1444,585,12263914,718565,1540634686,585,213,2,1,2,2,223,1,1534632348,1489062297,26892804,115159784,115159784,2,1,5066309600,73389,73389,2,2,2,115143400,2,3,366584,1853401,1530791,13586,11710,1534632348,719785,10733639,3528
10022.63,262144,64,87396,5758967922,122,585,868590,4,20984,67,214,126076968,1172,1,66,13286,107985,2,1444,585,14683757,4633827,1739419565,585,213,2,1,2,2,223,1,1732551068,1686852085,59824184,130538710,130538710,2,1,5743703240,73389,73389,2,2,2,130538710,2,3,378236,4014004,1699041,19615,13220,1732551068,848975,12984826,3528
15030.58,262144,64,94327,6215562874,123,585,959805,4,22906,67,214,126318288,1172,1,66,14304,314345,2,1444,585,17643649,9573025,1873463885,585,213,2,1,2,2,223,1,1865982364,1820286447,110800965,140906735,140923119,2,1,6199896340,73389,73389,2,2,2,140906735,2,3,387546,6659050,1818728,23873,14238,1865982364,935932,15825321,3528
20047.35,262144,64,100166,6600616646,124,585,1039883,4,24576,67,214,126571674,1172,1,66,15162,499438,2,1444,585,19479957,14428462,1986450780,585,213,2,1,2,2,223,1,1978442140,1932809298,144525417,149660936,149677320,2,1,6585081184,73389,73389,2,2,2,149660936,2,3,394114,9235451,1921552,32615,15096,1978442140,1007268,17558684,3528
25057.60,262144,64,107496,7083650046,125,585,1138558,4,26631,67,214,126837126,1172,1,66,16240,602533,2,1444,585,21882496,19156269,2128523120,585,213,2,1,2,2,223,1,2119868828,2073979695,179951579,160641202,160657586,2,1,7068212888,73389,73389,2,2,2,160641202,2,3,403743,11693797,2056507,39097,16175,2119868828,1099461,19826084,3528
30067.67,262144,64,118579,7813967314,127,585,1273835,4,29763,67,214,127102578,1172,1,66,17867,701483,2,1444,585,25667949,23745524,2342562476,585,213,2,1,2,2,223,1,2332991900,2287487256,235046416,177238577,177254961,2,1,7798497388,73389,73389,2,2,2,177238577,2,3,412017,13901555,2218239,45146,17801,2332991900,1228689,23450061,3528
35072.23,262144,64,160852,10599235954,134,585,1617995,4,41622,67,214,128152320,1172,1,66,24080,715447,2,1444,585,34390125,25453482,3159967118,585,213,2,1,2,2,223,1,3147342236,3101651380,357316546,240540137,240556521,2,1,10583766028,73389,73389,2,2,2,240540137,2,3,435212,14988906,2448514,54400,24014,3147342236,1563595,31942322,3528
40075.85,262144,64,221828,14617126154,144,585,2082186,4,58852,67,214,129479580,1172,1,66,33034,716911,2,1444,585,44455296,25566379,4338243913,585,213,2,1,2,2,223,1,4320960924,4276228883,391302944,331851355,331867739,2,1,14601459620,73389,73389,2,2,2,331851355,2,3,464621,15859461,2634267,63793,32968,4320960924,2018393,41821765,3528
45079.80,262144,64,271504,17890284718,153,585,2459150,4,72879,67,214,130806840,1172,1,66,40331,717088,2,1444,585,54152249,25581539,5298357831,585,213,2,1,2,2,223,1,5277393308,5233016835,416557157,406264253,406264253,2,1,17874906236,73389,73389,2,2,2,406247869,2,3,483562,16544204,2773209,71250,40265,5277393308,2387900,51380005,3528
50083.25,262144,64,330934,21806325358,163,585,2921954,4,89601,67,214,132399552,1172,1,66,49063,717301,2,1444,585,64724307,25584096,6447320872,585,213,2,1,2,2,223,1,6421914012,6377887210,445752010,495253261,495269645,2,1,21791143484,73389,73389,2,2,2,495253261,2,3,515374,17375737,2992912,80264,48997,6421914012,2841690,61732422,3528
55086.90,262144,64,383473,25268114968,172,585,3317656,4,104429,67,214,133726812,1172,1,66,56779,717471,2,1444,585,74626590,25584447,7462559522,585,213,2,1,2,2,223,1,7433265564,7389856898,465271159,573917363,573933747,2,1,25252363972,73389,73389,2,2,2,573917363,2,3,530216,18101377,3149459,88093,56713,7433265564,3229563,71478371,3528
