timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.51,262144,64,67636,4456809358,119,585,693690,4,15429,67,137,125546064,1172,1,66,10382,51529,2,585,585,11171578,1408220,1357161836,585,214,2,1,2,2,250,1,1351917980,1306217483,28678137,100941963,100941963,2,1,4440725476,73389,73389,2,2,2,100925579,3,3,369668,2180210,1458775,13631,10316,1351917980,680059,9712591,4604
10014.10,262144,64,88395,5824703838,122,585,934951,4,21255,67,137,126076968,1172,1,66,13431,108317,2,585,585,17307111,4905093,1758422748,585,214,2,1,2,2,250,1,1751556508,1706033346,82659206,132035687,132035687,2,1,5808849332,73389,73389,2,2,2,132019303,3,3,388455,3857394,1730735,24221,13365,1751556508,910730,15574611,4604
15017.81,262144,64,150603,9923841162,133,585,1380061,4,38772,67,137,127886868,1172,1,66,22573,108619,2,585,585,27307483,4905412,2961330832,585,214,2,1,2,2,250,1,2949816732,2904311841,104062189,225185787,225202171,2,1,9908174628,73389,73389,2,2,2,225185787,3,3,400192,4696949,1893722,33749,22507,2949816732,1346312,25411959,4604
20021.48,262144,64,207139,13649158810,142,585,1781173,4,54738,67,137,129214128,1172,1,66,30876,108815,2,585,585,37143627,4989582,4053767407,585,214,2,1,2,2,250,1,4038107548,3993244722,132835001,309849863,309866247,2,1,13633393972,73389,73389,2,2,2,309849863,3,3,440654,5433372,2096201,42254,30810,4038107548,1738919,35045977,4604
25026.00,262144,64,259305,17086563822,151,585,2175572,4,69459,67,137,130541388,1172,1,66,38539,108924,2,585,585,47384521,5095642,5062033823,585,214,2,1,2,2,250,1,5042512284,4998092088,194138997,387973293,387989677,2,1,17070824892,73389,73389,2,2,2,387973293,3,3,471290,6147679,2276349,50140,38473,5042512284,2125432,45106397,4604
30032.56,262144,64,306733,20211794158,159,585,2571352,4,82833,67,137,131868648,1172,1,66,45508,111703,2,585,585,56677552,5373297,5978982451,585,214,2,1,2,2,250,1,5955953052,5911769234,247761581,459007213,459023597,2,1,20196317372,73389,73389,2,2,2,459007213,3,3,498703,6947962,2459799,57966,45442,5955953052,2513386,54216872,4604
35038.46,262144,64,320986,21150922354,161,585,2740039,4,86831,67,137,132134100,1172,1,66,47603,169017,2,585,585,60783549,9575063,6254734346,585,214,2,1,2,2,250,1,6230548892,6186281260,331709822,480363696,480363696,2,1,21136002624,73389,73389,2,2,2,480363696,3,3,507644,9040655,2648514,64897,47537,6230548892,2675142,58135242,4604
40044.53,262144,64,336336,22162474446,164,585,2925993,4,91182,67,137,132665004,1172,1,66,49856,236338,2,585,585,65789101,13900101,6551272253,585,214,2,1,2,2,250,1,6525854108,6481910668,519689159,503346069,503362453,2,1,22147227036,73389,73389,2,2,2,503346069,3,3,526823,11005826,2908530,74140,49790,6525854108,2851853,62882085,4604
45051.38,262144,64,365116,24058953154,169,585,3183644,4,99287,67,137,133461360,1172,1,66,54085,272235,2,585,585,71474188,16821062,7107789983,585,214,2,1,2,2,250,1,7080157596,7036365183,553290646,546450092,546450092,2,1,24043083152,73389,73389,2,2,2,546433708,3,3,543644,12822810,3118478,83353,54019,7080157596,3100291,68357039,4604
50058.42,262144,64,373193,24590954012,170,585,3296466,4,101564,67,137,133461360,1172,1,66,55271,483490,2,585,585,74574982,21760031,7263938968,585,214,2,1,2,2,250,1,7235608988,7191862814,605325477,558544470,558544470,2,1,24575956680,73389,73389,2,2,2,558544470,3,3,551372,15332267,3299939,88432,55205,7235608988,3208034,71276501,4604
55064.78,262144,64,379305,24993633660,171,585,3376781,4,103284,67,137,133726812,1172,1,66,56169,694088,2,585,585,75860750,26309981,7382189359,585,214,2,1,2,2,250,1,7353311644,7309573328,624544419,567685854,567702238,2,1,24978177576,73389,73389,2,2,2,567685854,3,3,554618,18077856,3390334,92960,56103,7353311644,3283821,72472091,4604
60071.63,262144,64,386725,25482565300,172,585,3469422,4,105359,67,137,133726812,1172,1,66,57255,809043,2,585,585,78737664,30910746,7525314374,585,214,2,1,2,2,250,1,7495786908,7452486390,735235104,578797192,578813576,2,1,25467076448,73389,73389,2,2,2,578797192,3,3,565829,20544297,3539525,97761,57190,7495786908,3371661,75199369,4604
65088.42,262144,64,394337,25984103984,173,585,3563435,4,107493,67,137,133992264,1172,1,66,58376,996422,2,585,585,81393995,36030961,7672775884,585,214,2,1,2,2,250,1,7642587548,7599113463,769434391,590195250,590211634,2,1,25968591000,73389,73389,2,2,2,590195250,3,3,579005,23032226,3682465,102127,58310,7642587548,3461308,77713262,4604
