timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.35,262144,64,63520,4185735922,118,0,585,617148,2,14253,67,235,125546064,1172,1,66,9778,53727,2,480,585,11716261,1070573,1277714260,585,322,2,1,2,2,251,1,1272750492,1226929456,26972505,94775990,94792374,2,1,4170143560,73389,73389,2,2,2,94775990,3,3,358406,1964692,1365181,11525,9712,1272750492,605623,10350726,4219
10011.59,262144,64,112226,7395228038,126,0,585,979132,2,27975,67,235,126837126,1172,1,66,16934,53903,2,480,585,20935960,1071027,2219265817,585,322,2,1,2,2,251,1,2210701724,2165095096,46335128,167730712,167730712,2,1,7379430432,73389,73389,2,2,2,167714328,3,3,383086,2626396,1509008,18685,16868,2210701724,960447,19426445,4219
15015.44,262144,64,168305,11090330282,136,0,585,1418458,2,43768,67,235,128152320,1172,1,66,25174,54132,2,480,585,31226228,1074076,3303309518,585,322,2,1,2,2,251,1,3290603932,3245242049,79527075,251700627,251717011,2,1,11074827588,73389,73389,2,2,2,251700627,3,3,424185,3415642,1708330,27163,25108,3290603932,1391295,29517188,4219
20019.09,262144,64,220696,14542408498,144,0,585,1811300,2,58545,67,235,129479580,1172,1,66,32869,54339,2,480,585,40799550,1075456,4315767556,585,322,2,1,2,2,251,1,4299202972,4254389795,104090618,330151737,330168121,2,1,14526676428,73389,73389,2,2,2,330151737,3,3,464878,4140815,1895081,34966,32803,4299202972,1776334,38903566,4219
25030.33,262144,64,263593,17369174902,151,0,585,2152771,2,70629,67,235,130541388,1172,1,66,39170,71007,2,480,585,49105237,2104871,5145112615,585,322,2,1,2,2,251,1,5125349788,5080663573,153282336,394399251,394415635,2,1,17353567044,73389,73389,2,2,2,394399251,3,3,482375,5244329,2087178,43819,39105,5125349788,2108952,47017583,4219
30037.26,262144,64,277059,18256460814,154,1,585,2336156,2,74466,67,235,131072292,1172,1,66,41150,175433,2,480,585,53077473,6348929,5405610032,585,322,2,1,2,2,251,1,5384741276,5340091826,202360867,414570053,414586437,2,1,18241082332,73389,73389,2,2,2,414570053,3,3,492558,7491425,2295030,51291,41084,5384741276,2284865,50781337,4219
35040.95,262144,64,295274,19456835354,157,1,585,2555226,2,79565,67,235,131603196,1172,1,66,43825,229514,2,480,585,58404222,10603266,5757679535,585,322,2,1,2,2,251,1,5735358876,5691032766,335755110,441852782,441869166,2,1,19441522408,73389,73389,2,2,2,441852782,3,3,517006,9455162,2576804,62278,43759,5735358876,2492948,55826280,4219
40047.34,262144,64,354380,23351111426,167,1,585,2989571,2,96243,67,235,132930456,1172,1,66,52506,230346,2,480,585,68715653,10812879,6899886814,585,322,2,1,2,2,251,1,6873194908,6829399911,364632169,530354588,530370972,2,1,23335601872,73389,73389,2,2,2,530354588,3,3,542761,10267694,2767540,71291,52440,6873194908,2918280,65947050,4219
45053.90,262144,64,369009,24315412062,169,1,585,3182252,2,100367,67,235,133461360,1172,1,66,54656,300261,2,480,585,73066765,14641608,7182883478,585,322,2,1,2,2,251,1,7154999708,7111324108,414015585,552280193,552280193,2,1,24300328492,73389,73389,2,2,2,552280193,3,3,551519,12234543,2989264,92382,54590,7154999708,3089870,70076340,4219
50064.69,262144,64,382524,25205921304,171,1,585,3343690,2,104163,67,235,133726812,1172,1,66,56641,418923,2,480,585,77317666,19174555,7444168182,585,322,2,1,2,2,251,1,7415177628,7371625021,518349983,572516531,572532915,2,1,25190727364,73389,73389,2,2,2,572516531,3,3,567313,14275516,3216334,99852,56575,7415177628,3243838,74100241,4219
55076.75,262144,64,397477,26190924700,174,1,585,3518992,2,108395,67,235,133992264,1172,1,66,58837,482902,2,480,585,82001646,23460423,7733215578,585,322,2,1,2,2,251,1,7703011740,7659597870,816242286,594897014,594913398,2,1,26175468616,73389,73389,2,2,2,594897014,3,3,587603,16252183,3463718,107407,58771,7703011740,3411585,78537427,4219
