timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.11,262144,64,58528,3856722046,117,585,586564,3,12837,67,211,125280612,1172,1,66,9044,62618,2,528,585,10284994,1486597,1181137452,585,249,2,1,2,2,274,1,1176543644,1130736485,26226004,87295423,87311807,2,1,3840998612,73389,73389,2,2,2,87295423,2,3,364820,2104494,1376176,11627,8978,1176543644,574937,8909221,4837
10015.55,262144,64,66007,4349520310,118,585,686198,3,14931,67,211,125546064,1172,1,66,10145,186982,2,528,585,12326753,5821034,1326105077,585,249,2,1,2,2,274,1,1320853916,1274818699,53328833,98496873,98513257,2,1,4333862412,73389,73389,2,2,2,98496873,2,3,371676,4598056,1499453,16068,10079,1320853916,670130,10828430,4837
15022.34,262144,64,71749,4727686186,119,585,763928,3,16551,67,211,125546064,1172,1,66,10988,368901,2,528,585,15121945,11196835,1437119954,585,249,2,1,2,2,274,1,1431347612,1385423469,108019834,107083360,107099744,2,1,4711667840,73389,73389,2,2,2,107083360,2,3,376209,7353924,1615704,19813,10922,1431347612,744115,13507069,4837
20029.32,262144,64,78150,5149571190,120,585,846039,3,18351,67,211,125811516,1172,1,66,11929,570930,2,528,585,17287373,16075211,1561029597,585,249,2,1,2,2,274,1,1554686364,1508722318,185504116,116673145,116689529,2,1,5133618380,73389,73389,2,2,2,116673145,2,3,381731,9989029,1730168,23770,11863,1554686364,822269,15556821,4837
25036.90,262144,64,86052,5670356634,122,585,952005,3,20616,67,211,126076968,1172,1,66,13087,753573,2,528,585,19652792,20782928,1713494293,585,249,2,1,2,2,274,1,1706467740,1660946559,219224270,128511412,128527796,2,1,5654502128,73389,73389,2,2,2,128511412,2,3,383831,12595697,1838777,32380,13021,1706467740,919625,17814085,4837
30041.40,262144,64,135888,8954169882,130,585,1376452,3,34647,67,211,127368030,1172,1,66,20410,779747,2,528,585,28529416,22024280,2677067860,585,249,2,1,2,2,274,1,2666307996,2620838891,285164702,203159719,203159719,2,1,8938306740,73389,73389,2,2,2,203143335,2,3,407919,13782157,2064992,41560,20344,2666307996,1334892,26464848,4837
35045.86,262144,64,195979,12913795270,140,585,1827700,3,51585,67,211,128948676,1172,1,66,29237,780047,2,528,585,38297626,22050911,3838401798,585,249,2,1,2,2,274,1,3823149468,3778277867,308948408,293137800,293154184,2,1,12898063200,73389,73389,2,2,2,293137800,2,3,433178,14599457,2228124,50872,29171,3823149468,1776828,36070246,4837
40049.62,262144,64,259727,17114220014,151,585,2293459,3,69519,67,211,130541388,1172,1,66,38600,780184,2,528,585,48310798,22052156,5070518621,585,249,2,1,2,2,274,1,5050507676,5006195470,330566176,388612269,388612269,2,1,17098939836,73389,73389,2,2,2,388612269,2,3,448043,15432042,2400713,60514,38534,5050507676,2232945,45910954,4837
45053.26,262144,64,329258,21695956118,163,585,2804996,3,89098,67,211,132399552,1172,1,66,48819,780279,2,528,585,58275176,22052853,6415162073,585,249,2,1,2,2,274,1,6389932444,6345599211,346293969,492750827,492750827,2,1,21681036388,73389,73389,2,2,2,492750827,2,3,448912,16361501,2558578,71122,48753,6389932444,2733874,55717631,4837
50057.04,262144,64,397916,26219960456,174,585,3316168,3,108471,67,211,133992264,1172,1,66,58902,781053,2,528,585,68536075,22318714,7741898412,585,249,2,1,2,2,274,1,7711531420,7668060338,409208883,595558407,595574791,2,1,26204569908,73389,73389,2,2,2,595558407,2,3,463120,17285342,2755081,81602,58836,7711531420,3234566,65781969,4837
