timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.39,262144,64,76498,5040774814,120,585,683541,3,17847,67,34,125811516,1172,1,66,11683,31561,2,13800,585,12285568,1009594,1528386381,585,220,2,1,2,2,235,1,1522442652,1476904081,27977252,114203479,114219863,2,1,5024953076,73389,73389,2,2,2,114203479,4,3,385493,1963679,1512681,13663,11617,1522442652,669878,10772447,2961
10012.60,262144,64,134629,8871394606,130,585,1103193,3,34305,67,34,127368030,1172,1,66,20227,31770,2,13800,585,22408761,1010000,2652475872,585,220,2,1,2,2,235,1,2642190748,2596607652,58341416,201269526,201285910,2,1,8855859144,73389,73389,2,2,2,201269526,4,3,427707,2740753,1714296,22518,20161,2642190748,1080675,20694244,2961
15028.47,262144,64,176496,11630055630,137,585,1460305,3,46105,67,34,128417772,1172,1,66,26378,36734,2,13800,585,30466208,1697656,3461954499,585,220,2,1,2,2,235,1,3448545692,3403010312,98125890,263964878,263981262,2,1,11614454632,73389,73389,2,2,2,263964878,4,3,460777,3686290,1912041,30269,26312,3448545692,1430036,28553374,2961
20035.03,262144,64,185719,12237945034,138,585,1579574,3,48675,67,34,128683224,1172,1,66,27733,292956,2,13800,585,33228995,6239746,3640346384,585,220,2,1,2,2,235,1,3626148252,3580711127,149472491,277789483,277789483,2,1,12222737252,73389,73389,2,2,2,277789483,4,3,469514,6273928,2079500,35688,27667,3626148252,1543886,31148017,2961
25056.12,262144,64,193022,12718943510,140,585,1675887,3,50778,67,34,128948676,1172,1,66,28804,455840,2,13800,585,35365520,10808891,3781365438,585,220,2,1,2,2,235,1,3766526364,3721292243,204726830,288722756,288722756,2,1,12703801264,73389,73389,2,2,2,288722756,4,3,474408,8821688,2189132,41117,28738,3766526364,1634770,33175462,2961
30070.19,262144,64,204847,13498153942,142,585,1826144,3,54114,67,34,129214128,1172,1,66,30539,591018,2,13800,585,39401173,15423380,4009753462,585,220,2,1,2,2,235,1,3993936284,3949068164,302685282,306423892,306440276,2,1,13482651248,73389,73389,2,2,2,306423892,4,3,486857,10971893,2399026,47930,30473,3993936284,1778214,37000600,2961
35074.40,262144,64,268680,17704414698,152,585,2306444,3,72015,67,34,130806840,1172,1,66,39920,591171,2,13800,585,49713958,15777916,5244108393,585,220,2,1,2,2,235,1,5223522716,5178692480,347882129,402027274,402027274,2,1,17688479160,73389,73389,2,2,2,402010890,4,3,517004,11859004,2600818,57709,39854,5223522716,2248735,47111923,2961
40080.32,262144,64,327341,21569792702,162,585,2820995,3,88620,67,34,132399552,1172,1,66,48537,604318,2,13800,585,58820624,16561987,6377977870,585,220,2,1,2,2,235,1,6352970140,6308678035,385270493,489879753,489896137,2,1,21554709132,73389,73389,2,2,2,489879753,4,3,526862,13005957,2806953,68976,48471,6352970140,2752019,56012412,2961
45086.07,262144,64,347146,22874634934,165,585,3051499,3,94185,67,34,132665004,1172,1,66,51444,643382,2,13800,585,64917680,20260371,6760695527,585,220,2,1,2,2,235,1,6734127516,6690118479,445214652,519527811,519544195,2,1,22859223684,73389,73389,2,2,2,519527811,4,3,539037,14736590,3087477,81503,51379,6734127516,2969996,61829519,2961
50090.08,262144,64,379148,24983344508,171,585,3374385,3,103188,67,34,133726812,1172,1,66,56145,669028,2,13800,585,72966922,22949833,7379044659,585,220,2,1,2,2,235,1,7350034844,7306507665,498784578,567456478,567472862,2,1,24968085032,73389,73389,2,2,2,567456478,4,3,572730,16090249,3452788,92782,56079,7350034844,3281603,69514095,2961
