timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.10,262144,64,79686,5250765390,121,0,585,699662,1,18771,67,579,125811516,1172,1,66,12152,24438,2,1965,585,12156835,560068,1590161923,585,145,2,1,2,2,247,1,1583915420,1538317668,24126920,118987163,118987163,2,1,5235435172,73389,73389,2,2,2,118987163,3,3,378571,1718659,1655852,13558,12086,1583915420,686104,10501573,3058
10012.15,262144,64,147349,9709525210,132,0,585,1195817,1,37830,67,579,127886868,1172,1,66,22095,24614,2,1965,585,22086257,585287,2898505871,585,145,2,1,2,2,247,1,2887164316,2841591708,44790284,220320183,220336567,2,1,9694088052,73389,73389,2,2,2,220320183,3,3,396827,2617580,1849624,23944,22029,2887164316,1171873,20237612,3058
15029.97,262144,64,171571,11305698118,136,0,585,1440140,1,44705,67,579,128417772,1172,1,66,25654,112538,2,1965,585,27066295,3540737,3366891770,585,145,2,1,2,2,247,1,3353649564,3308163183,77849701,256596840,256613224,2,1,11290260960,73389,73389,2,2,2,256596840,3,3,403264,4528684,2032687,32328,25588,3353649564,1407812,25034567,3058
20040.50,262144,64,178767,11779684242,137,0,585,1536187,1,46725,67,579,128417772,1172,1,66,26711,274330,2,1965,585,28986212,7835848,3506065496,585,145,2,1,2,2,247,1,3492192668,3446771187,107884770,267374465,267374465,2,1,11764476460,73389,73389,2,2,2,267374465,3,3,408483,7102672,2132276,36882,26645,3492192668,1499305,26853896,3058
25058.19,262144,64,184361,12148416242,138,1,585,1609129,1,48306,67,579,128683224,1172,1,66,27531,476206,2,1965,585,30677976,12632804,3614184269,585,145,2,1,2,2,247,1,3599802780,3554532120,141733801,275745801,275762185,2,1,12132815244,73389,73389,2,2,2,275745801,3,3,411402,9865425,2228614,40403,27466,3599802780,1568726,28448559,3058
30065.40,262144,64,191960,12649078826,139,1,585,1706190,1,50433,67,579,128948676,1172,1,66,28648,618900,2,1965,585,33825985,17653429,3761125362,585,145,2,1,2,2,247,1,3746079132,3700880124,193282215,287135667,287135667,2,1,12633969348,73389,73389,2,2,2,287135667,3,3,425821,12234489,2390317,45031,28582,3746079132,1661159,31435116,3058
35075.34,262144,64,199430,13141287266,141,1,585,1800843,1,52581,67,579,129214128,1172,1,66,29744,777983,2,1965,585,36481580,22256491,3905437752,585,145,2,1,2,2,247,1,3889734044,3844730823,320496168,298312541,298328925,2,1,13125751804,73389,73389,2,2,2,298312541,3,3,438712,14556989,2524644,51109,29678,3889734044,1749734,33956646,3058
40080.53,262144,64,234595,15458409346,147,1,585,2100869,1,62445,67,579,130010484,1172,1,66,34911,803751,2,1965,585,44480019,25015177,4585368290,585,145,2,1,2,2,247,1,4566983068,4522215492,430788140,350975740,350975740,2,1,15442211664,73389,73389,2,2,2,350959356,3,3,463651,15913312,2786923,62753,34845,4566983068,2038116,41692670,3058
45085.97,262144,64,288742,19026099682,156,1,585,2538949,1,77747,67,579,131337744,1172,1,66,42866,804166,2,1965,585,54506021,25117310,5632056658,585,145,2,1,2,2,247,1,5609660828,5565090761,457886693,432076740,432076740,2,1,19010655664,73389,73389,2,2,2,432060356,3,3,496664,16703724,2970281,71102,42800,5609660828,2467847,51535581,3058
50090.39,262144,64,340329,22425486954,164,1,585,2962497,1,92271,67,579,132665004,1172,1,66,50445,804359,2,1965,585,63770192,25119617,6629245478,585,145,2,1,2,2,247,1,6603055516,6558778870,489976748,509323626,509340010,2,1,22410239544,73389,73389,2,2,2,509323626,3,3,512973,17448049,3128635,79076,50379,6603055516,2883421,60641182,3058
55094.28,262144,64,393392,25921882880,173,1,585,3393944,1,107181,67,579,133992264,1172,1,66,58236,804669,2,1965,585,74312533,25120169,7654247198,585,145,2,1,2,2,247,1,7624106396,7580924209,516474638,588780193,588796577,2,1,25906328492,73389,73389,2,2,2,588780193,3,3,535144,18213289,3298135,87533,58170,7624106396,3306411,71014018,3058
