timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.38,262144,64,57222,3770601126,117,0,585,548969,2,12480,67,287,125280612,1172,1,66,8853,54722,2,12669,585,9821816,2253166,1156019279,585,512,2,1,2,2,229,1,1151508892,1105588602,26713059,85350045,85350045,2,1,3755401980,73389,73389,2,2,2,85350045,2,3,328685,2260588,1275580,12363,8787,1151508892,536606,8545795,3394
10014.97,262144,64,70652,4655527742,119,0,585,702074,2,16246,67,287,125546064,1172,1,66,10825,99952,2,12669,585,14016511,6416816,1415591127,585,512,2,1,2,2,229,1,1409982876,1364365109,72946505,105455311,105471695,2,1,4640033684,73389,73389,2,2,2,105455311,2,3,345712,4307119,1513952,18647,10759,1409982876,683427,12502135,3394
15018.38,262144,64,88198,5811793246,122,1,585,893333,2,21201,67,287,126076968,1172,1,66,13404,157396,2,12669,585,18122519,10698948,1755024501,585,512,2,1,2,2,229,1,1748017564,1702264128,141891876,131740775,131740775,2,1,5795873204,73389,73389,2,2,2,131724391,2,3,373065,6147285,1762643,27527,13338,1748017564,865806,16358452,3394
20022.04,262144,64,136680,9006339846,130,1,585,1284963,2,34857,67,287,127368030,1172,1,66,20525,161293,2,12669,585,28647133,11260738,2691970222,585,512,2,1,2,2,229,1,2681381276,2636087594,209339756,204345400,204345400,2,1,8991197600,73389,73389,2,2,2,204345400,2,3,420282,6923095,2029225,35153,20459,2681381276,1249810,26616054,3394
25030.21,262144,64,185292,12209695710,138,1,585,1668397,2,48558,67,287,128683224,1172,1,66,27669,176624,2,12669,585,37887342,11810842,3631947206,585,512,2,1,2,2,229,1,3617759644,3572501513,238336636,277144474,277144474,2,1,12194356856,73389,73389,2,2,2,277144474,2,3,450266,7957155,2265055,43565,27603,3617759644,1624832,35620552,3394
30055.62,262144,64,199326,13134471522,141,1,585,1834325,2,52551,67,287,129214128,1172,1,66,29729,253436,2,12669,585,41886185,15995466,3903101782,585,512,2,1,2,2,229,1,3887767964,3842796383,316589234,298148701,298165085,2,1,13118542844,73389,73389,2,2,2,298148701,2,3,459900,9932213,2468371,55396,29663,3887767964,1778929,39416421,3394
35061.01,262144,64,247415,16303093550,149,1,585,2202316,2,66108,67,287,130275936,1172,1,66,36793,260135,2,12669,585,52355935,17074405,4832563251,585,512,2,1,2,2,229,1,4813660572,4769132624,385609646,370173853,370190237,2,1,16287649532,73389,73389,2,2,2,370173853,2,3,496828,10768092,2690639,63638,36727,4813660572,2138678,49663452,3394
40065.17,262144,64,298837,19691407963,157,1,585,2586391,2,80531,67,287,131603196,1172,1,66,44350,261334,2,12669,585,63885414,17230784,5826885558,585,512,2,1,2,2,229,1,5804171676,5759597795,439500859,447185330,447201714,2,1,19676154520,73389,73389,2,2,2,447185330,2,3,518733,11524750,2890472,72272,44284,5804171676,2514119,60993701,3394
45075.05,262144,64,343520,22635674138,165,1,585,2929583,2,93195,67,287,132665004,1172,1,66,50913,281062,2,12669,585,72815471,17974575,6690441164,585,512,2,1,2,2,229,1,6664397212,6620273536,465667262,514107310,514107310,2,1,22620721640,73389,73389,2,2,2,514107310,2,3,557798,12571302,3136517,80521,50847,6664397212,2849062,69677035,3394
50089.91,262144,64,353363,23284195862,167,1,585,3049843,2,95991,67,287,132930456,1172,1,66,52356,357927,2,12669,585,76271974,22630259,6880546330,585,512,2,1,2,2,229,1,6853665180,6809782288,544832528,528841227,528857611,2,1,23269013988,73389,73389,2,2,2,528841227,2,3,565410,14758055,3287428,86223,52291,6853665180,2963620,72982251,3394
55097.45,262144,64,363479,23950874366,168,1,585,3169879,2,98804,67,287,133195908,1172,1,66,53843,430153,2,12669,585,79191386,27076062,7076047268,585,512,2,1,2,2,229,1,7048307100,7004731195,639804144,543998969,543998969,2,1,23935954636,73389,73389,2,2,2,543998969,2,3,579538,16940226,3447720,92106,53777,7048307100,3077773,75741274,3394
