timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5038.75,15,262144,64,25231,1662612448,112,2,585,384176,8,3455,67,42746,124484256,1172,1,66,4154,1014466,2,333977,585,4660850,17887658,538042910,585,1257,2,1,2,2,849,1,535601564,489294737,41473145,37437762,37454146,2,1,1647261528,73389,73389,2,2,2,37437762,12,1,3,208130,14124033,939252,13987,4088,535601564,370189,3721345,9818
10049.92,15,262144,64,33007,2175140356,113,2,585,487289,8,5657,67,42746,124749708,1172,1,66,5294,1132429,2,333977,585,7078137,22925321,688140948,585,1257,2,1,2,2,849,1,685023644,639155096,80099501,49087613,49087613,2,1,2159854972,73389,73389,2,2,2,49087613,12,1,3,218741,16609913,1077766,18586,5228,685023644,468703,6000465,9818
15059.08,15,262144,64,43036,2835851776,115,2,585,611467,8,8462,67,42746,124749708,1172,1,66,6769,1256169,2,333977,585,8970278,26824943,882443701,585,1257,2,1,2,2,849,1,878485916,832246235,103379363,64100058,64116442,2,1,2820402552,73389,73389,2,2,2,64100058,12,1,3,225070,18933517,1206829,23715,6704,878485916,587752,7764320,9818
20062.98,15,262144,64,86097,5673305754,122,2,585,958654,8,20610,67,42746,126076968,1172,1,66,13093,1265905,2,333977,585,17116878,28996240,1714457489,585,1257,2,1,2,2,849,1,1707254172,1661808370,169309650,128593332,128593332,2,1,5657385712,73389,73389,2,2,2,128576948,12,1,3,261828,20109124,1487275,32523,13027,1707254172,926131,15630811,9818
25067.52,15,262144,64,136572,8999261958,130,2,585,1367078,8,34782,67,42746,127368030,1172,1,66,20509,1266848,2,333977,585,27511103,29082942,2690234923,585,1257,2,1,2,2,849,1,2679284124,2634016115,196976311,204181560,204197944,2,1,8983988640,73389,73389,2,2,2,204181560,12,1,3,300644,20855359,1698992,40336,20443,2679284124,1326742,25813290,9818
30071.91,15,262144,64,187684,12367519630,139,2,585,1753810,8,49269,67,42746,128948676,1172,1,66,28018,1267081,2,333977,585,37084326,29083687,3678233393,585,1257,2,1,2,2,849,1,3663503772,3618549506,217139704,280732126,280748510,2,1,12352213544,73389,73389,2,2,2,280732126,12,1,3,325663,21558208,1874112,47892,27952,3663503772,1705918,35211035,9818
35075.62,15,262144,64,238555,15719259166,147,2,585,2131467,8,63579,67,42746,130010484,1172,1,66,35493,1267296,2,333977,585,47052701,29361495,4661745431,585,1257,2,1,2,2,849,1,4643266972,4598476051,266690391,356904145,356904145,2,1,15703061484,73389,73389,2,2,2,356887761,12,1,3,345948,22247288,2020628,55486,35427,4643266972,2075981,45033021,9818
40079.40,15,262144,64,293892,19365733698,157,2,585,2549071,8,79167,67,42746,131603196,1172,1,66,43625,1267584,2,333977,585,57558939,29362223,5731732842,585,1257,2,1,2,2,849,1,5709144476,5664441041,301251363,439776332,439792716,2,1,19350158608,73389,73389,2,2,2,439776332,12,1,3,373480,23009084,2202180,63679,43559,5709144476,2485392,55357642,9818
45084.23,15,262144,64,360575,23759496014,168,2,585,3043002,8,97956,67,42746,133195908,1172,1,66,53416,1267838,2,333977,585,67669964,29366457,7020069357,585,1257,2,1,2,2,849,1,6992470428,6948793039,320910811,539633077,539649461,2,1,23743855388,73389,73389,2,2,2,539633077,12,1,3,387083,23925766,2384510,73837,53350,6992470428,2969165,65286989,9818
50092.27,15,262144,64,387161,25511138996,172,2,585,3297113,8,105482,67,42746,133726812,1172,1,66,57320,1296534,2,333977,585,72751868,32223801,7533850252,585,1257,2,1,2,2,849,1,7504175516,7460923259,386282682,579452552,579452552,2,1,25495912288,73389,73389,2,2,2,579452552,12,1,3,394989,25555580,2597745,82044,57254,7504175516,3215069,70155604,9818
55098.52,15,262144,64,400717,26404286062,174,2,585,3461028,8,109289,67,42746,133992264,1172,1,66,59312,1384158,2,333977,585,77608156,37202333,7795683635,585,1257,2,1,2,2,849,1,7764902963,7722001047,560874750,599754426,599754426,2,1,26389194744,73389,73389,2,2,2,599754426,12,1,3,413962,27695314,2870293,89610,59246,7764902963,3371418,74739229,9818
