timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5006.76,262144,64,71567,4715758634,119,585,668577,3,16503,67,39,125546064,1172,1,66,10960,38267,2,417,585,12189372,575561,1433180974,585,183,2,1,2,2,239,1,1427677596,1381921362,27259281,106821216,106837600,2,1,4700133504,73389,73389,2,2,2,106821216,2,3,338170,1664439,1407963,14642,10894,1427677596,653935,10780580,3487
10013.67,262144,64,90917,5991023306,123,585,915308,3,21973,67,39,126318288,1172,1,66,13803,66229,2,417,585,17825025,4029470,1807474840,585,183,2,1,2,2,239,1,1800446364,1754631969,65038885,135803563,135819947,2,1,5975356772,73389,73389,2,2,2,135803563,2,3,343200,3453354,1661299,23815,13738,1800446364,891493,16162528,3487
15019.79,262144,64,106954,7047864082,125,585,1123444,3,26484,67,39,126837126,1172,1,66,16159,138995,2,417,585,22781539,8247558,2117434336,585,183,2,1,2,2,239,1,2109120924,2063558523,141029859,159832353,159848737,2,1,7032623532,73389,73389,2,2,2,159832353,2,3,354474,5380053,1898481,32962,16093,2109120924,1090482,20881183,3487
20023.66,262144,64,165905,10932247526,135,585,1576037,3,43056,67,39,128152320,1172,1,66,24821,145505,2,417,585,32120316,9156259,3257210738,585,183,2,1,2,2,239,1,3244466588,3199050147,162251460,248110816,248127200,2,1,10916875904,73389,73389,2,2,2,248110816,2,3,365782,6421811,2098507,43734,24755,3244466588,1532303,30019651,3487
25027.60,262144,64,234809,15472434050,147,585,2117518,3,62559,67,39,130010484,1172,1,66,34941,145759,2,417,585,42300679,9311219,4588827665,585,183,2,1,2,2,239,1,4570915228,4526270971,194102744,351287036,351303420,2,1,15456629584,73389,73389,2,2,2,351287036,2,3,378255,7397487,2312343,54283,34875,4570915228,2063235,39986782,3487
30034.45,262144,64,268213,17673543934,152,585,2412005,3,71943,67,39,130806840,1172,1,66,39850,207223,2,417,585,48187798,11305509,5234790316,585,183,2,1,2,2,239,1,5214347676,5169638710,260734628,401316729,401333113,2,1,17657936076,73389,73389,2,2,2,401316729,2,3,389775,9169166,2471637,61378,39784,5214347676,2350627,45714412,3487
35040.82,262144,64,276421,18214383394,154,585,2533106,3,74287,67,39,131072292,1172,1,66,41056,376667,2,417,585,51046340,16008065,5393577839,585,183,2,1,2,2,239,1,5372420508,5327803316,376636989,413613748,413630132,2,1,18199004912,73389,73389,2,2,2,413613748,2,3,404133,11587427,2614975,66508,40990,5372420508,2466598,48429186,3487
40048.15,262144,64,284577,18751814982,155,585,2650101,3,76572,67,39,131337744,1172,1,66,42256,478439,2,417,585,53964098,20635190,5551571275,585,183,2,1,2,2,239,1,5529706908,5484946771,438063309,425828847,425845231,2,1,18736469268,73389,73389,2,2,2,425828847,2,3,417738,13939820,2783237,75212,42190,5529706908,2574889,51178655,3487
45051.19,262144,64,309090,20367058866,159,585,2896192,3,83475,67,39,131868648,1172,1,66,45855,524871,2,417,585,59323963,23952658,6025181567,585,183,2,1,2,2,239,1,6001435036,5957152961,505499643,462547872,462547872,2,1,20351385472,73389,73389,2,2,2,462531488,2,3,435224,15558839,3021435,83802,45789,6001435036,2812390,56300727,3487
50055.15,262144,64,361602,23827066938,168,585,3319617,3,98292,67,39,133195908,1172,1,66,53569,524992,2,417,585,70186791,24309288,7040021539,585,183,2,1,2,2,239,1,7012393372,6968488384,550031209,541179206,541195590,2,1,23811885064,73389,73389,2,2,2,541179206,2,3,474497,16290324,3234339,91752,53503,7012393372,3227865,66951186,3487
