timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.36,2,262144,64,28280,1863493520,112,585,381759,4,4314,67,2529,124484256,1172,1,66,4600,467201,2,111338,585,4112792,8605442,596711825,585,1399,2,1,2,2,657,1,594190748,547968465,22075165,42000262,42016646,2,1,1848011528,73389,73389,2,2,2,42000262,9,3,94124,6267219,557629,15214,4535,594190748,366545,3555863,8390
10018.65,2,262144,64,35262,2323720392,113,585,476742,4,6270,67,2529,124749708,1172,1,66,5626,661542,2,111338,585,7061319,13540353,731670986,585,1399,2,1,2,2,657,1,728539548,682601733,71755940,52464432,52464432,2,1,2308435008,73389,73389,2,2,2,52464432,9,3,114659,8989986,713027,19678,5560,728539548,457064,6347316,8390
15026.42,2,262144,64,42643,2809830676,114,585,569902,4,8340,67,2529,124749708,1172,1,66,6710,830088,2,111338,585,9207580,18501064,874394275,585,1399,2,1,2,2,657,1,870621596,824686465,101823541,63504201,63520585,2,1,2794184844,73389,73389,2,2,2,63504201,9,3,124593,11658829,848115,23974,6644,870621596,545928,8358618,8390
20035.44,2,262144,64,53717,3539823572,116,585,708183,4,11467,67,2529,125280612,1172,1,66,8338,939858,2,111338,585,12218145,22987531,1088695951,585,1399,2,1,2,2,657,1,1084006812,1038143679,180520301,80091225,80107609,2,1,3524013900,73389,73389,2,2,2,80091225,9,3,135496,14098297,998960,35802,8272,1084006812,672381,11219173,8390
25043.51,2,262144,64,62102,4092274970,118,585,814824,4,13866,67,2529,125546064,1172,1,66,9569,1161646,2,111338,585,14267347,27414659,1250764687,585,1399,2,1,2,2,657,1,1245356444,1199609262,196564340,92650388,92666772,2,1,4076617072,73389,73389,2,2,2,92650388,9,3,147539,16506221,1131833,40621,9503,1245356444,774203,13135667,8390
30047.93,2,262144,64,87083,5738189702,122,585,1047920,4,20894,67,2529,126076968,1172,1,66,13240,1217347,2,111338,585,19423076,30676908,1733835095,585,1399,2,1,2,2,657,1,1726521756,1680763454,376195189,130057541,130073925,2,1,5722531804,73389,73389,2,2,2,130057541,9,3,176605,18085683,1355403,47682,13174,1726521756,1000238,18067894,8390
35052.77,2,262144,64,138725,9141157322,131,585,1436083,4,35435,67,2529,127368030,1172,1,66,20828,1218053,2,111338,585,30411254,30677606,2732258443,585,1399,2,1,2,2,657,1,2721096092,2675481511,403230165,207410923,207410923,2,1,9125359716,73389,73389,2,2,2,207394539,9,3,208480,18831257,1569542,56382,20762,2721096092,1379701,28841614,8390
40057.27,2,262144,64,188192,12400811918,139,585,1800891,4,49407,67,2529,128948676,1172,1,66,28094,1218651,2,111338,585,40331010,30678361,3688122179,585,1399,2,1,2,2,657,1,3673334172,3628266649,428222925,281485790,281502174,2,1,12385374760,73389,73389,2,2,2,281485790,9,3,248163,19538522,1775553,64426,28028,3673334172,1736465,38555240,8390
45064.33,2,262144,64,231534,15256669446,146,585,2141705,4,61609,67,2529,130010484,1172,1,66,34460,1233798,2,111338,585,49997446,31875569,4525869370,585,1399,2,1,2,2,657,1,4507869596,4463167572,492871694,346388664,346405048,2,1,15241101216,73389,73389,2,2,2,346388664,9,3,277082,20566216,1975110,72573,34395,4507869596,2069132,48022363,8390
50068.77,2,262144,64,248491,16373875738,149,585,2341727,4,66397,67,2529,130275936,1172,1,66,36953,1304657,2,111338,585,55297636,36740201,4853979213,585,1399,2,1,2,2,657,1,4834632092,4789832661,620507563,371769134,371785518,2,1,16357841896,73389,73389,2,2,2,371769134,9,3,289875,22593542,2234329,83520,36887,4834632092,2258207,53064202,8390
