event,value,description
RecomputeWeight,4230,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,20030015,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,2516,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,631,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,631,"Same as Query, but only for SELECT queries."
InitialQuery,631,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,1563,Count queries with all subqueries
SelectQueriesWithSubqueries,1563,Count SELECT queries with all subqueries
QueryTimeMicroseconds,94106525609,Total time of all queries.
SelectQueryTimeMicroseconds,94106525609,Total time of SELECT queries.
FileOpen,709,Number of files opened.
Seek,67147,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,1163720,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,5644473502563,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,5515362624597,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,274680265,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,18099551729752,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,377292,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,565,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1409175,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,762230,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,86957742516,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,40256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,164888576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,92294122,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,377672,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,1252,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1264,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,377883,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
