event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,670703,670703,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,164888576,164888576,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,40256,40256,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2296939,2296939,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,818,221862,221044,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,0,602,602,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,119155,119155,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,78,274680265,274680187,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,18099551729752,18099548111028,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,28639,28639,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,83938269709,83938269709,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,2698690,2698690,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,28639,28639,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,28639,28639,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,92783838292,92783838292,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,629,629,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,36574,36574,Total time a query was waiting for a query slots
ContextLock,1144,1065639,1064495,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,3,154065,154062,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,377883,377716,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,181902,6608955643,6608773741,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,20030015,20030015,Number of dequeues invoked at all FairPolicyNodes
FileOpen,225,709,484,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,6827,6827,Time spent filtering parts by PK.
FunctionExecute,0,92294122,92294122,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,656,1443,787,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,451989,8245043,7793054,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,705,19126,18421,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,27,431600,431573,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,72550,931999,859449,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,194,193,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,1,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,629,629,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,629,629,Number of reused server HTTP connections
IOBufferAllocBytes,21112068,86957742516,86936630448,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,250,762230,761980,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,631,630,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,249,686305,686056,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,711260,711260,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,1212,1212,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,1138471,1138471,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,179254602747,179254602747,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,5904,5904,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,717018410988,717018410988,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2446413,2446413,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807301,807301,Number of marks loaded (total across columns).
LoadedMarksFiles,0,22,22,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3652160,3652160,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,7303282,855409874539,855402571257,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,115,17906,17791,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3947,1477374436,1477370489,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,165,45127285,45127120,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,34,914971099,914971065,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,63,17794,17731,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,4889,8256037,8251148,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6845929,6845929,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,377672,377672,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,22,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7766,7766,0,Total time spent for memory allocator purge
MemoryWorkerRun,308,67147,66839,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,67434,355864272,355796838,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,246,678,432,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,190,2326,2136,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,180,496,316,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,599,5890,5291,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,2070,42862,40792,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,526120,526120,Total time spent while merging sorted columns
NetworkReceiveBytes,249,686305,686056,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,10,30975,30965,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,711260,711260,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,176567,176567,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,202944095912,202944095912,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,41456861680,41456861680,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,5668048387418,5668048387418,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,5040,5040,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,377292,377292,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,17,1409175,1409158,Amount of time spent executing OpenedFileCache methods.
