event,value,description
RecomputeWeight,1335,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,4964834,Number of dequeues invoked at all FairPolicyNodes
Query,5552,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,5551,"Same as Query, but only for SELECT queries."
InitialQuery,5552,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,5886,Count queries with all subqueries
SelectQueriesWithSubqueries,5885,Count SELECT queries with all subqueries
QueryTimeMicroseconds,19552547712,Total time of all queries.
SelectQueryTimeMicroseconds,19552534712,Total time of SELECT queries.
OtherQueryTimeMicroseconds,13000,Total time of queries that are not SELECT or INSERT.
FileOpen,444,Number of files opened.
Seek,25254,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,436421,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2010143143146,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,121,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,913,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,1950594736544,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,97193303,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6404425421122,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,133151,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,340,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,193185,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,340512,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,64228615748,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,14291,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,59109376,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,32463856,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,133286,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,439,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,453,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,133517,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1690527673,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,30,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,27061046,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1994806,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1720652,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,37530772,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1223,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,667790,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,379718,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,36760,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,19087778,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,30621,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,30475,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,12337246,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,214875593,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,16081666,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,219815590139,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,353883093,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,157636,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,112137,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,416,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,61526332296,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,246105329184,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1327,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,338646,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1608019,Total time spent executing query plan optimizations.
SelectedParts,446,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,446,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,446,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,16365747,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,16365747,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,133808737394,Number of rows SELECTed from all tables.
SelectedBytes,6387161162799,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,133808452146,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,133808452146,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1755134,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,1645,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,3806376,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,53671,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,117085,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,199,Time spent resetting task for Common executor.
ContextLock,755793,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,42823,Context lock wait time in microseconds
RWLockAcquiredReadLocks,6548,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,29,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,1748643,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,5,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,396,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,36727,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,478,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,33058,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,258254111936,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,49494476971,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1676211955,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,3358,Total time spent for memory allocator purge
SoftPageFaults,112585230,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,11063041843,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,51171427239,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,4096,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,2017810676432,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,44460,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,51207148,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,16044284,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,2008813590048,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,1509489053,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,7428478981,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,1844,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,20133,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1071,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2954,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,449,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,692,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,1659684,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6632625,Cumulative time spend in logging
InterfaceHTTPSendBytes,37285049,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1719423,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,245723,Number of bytes sent through native interfaces
