event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,157636,880622,722986,Total time spent analyzing index of patch parts
ArenaAllocBytes,59109376,117567488,58458112,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,14291,28563,14272,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1659684,1659684,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,53,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,117085,173906,56821,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,199,240,41,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,112137,112137,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,97193303,194182840,96989537,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6404425421122,12795241188984,6390815767862,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,14183,14183,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,23833413509,23833413509,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,853706,853706,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,14183,14183,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,14183,14183,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,17456399113,17456399113,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,755845,1909363,1153518,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,42823,1346557,1303734,Context lock wait time in microseconds
CreatedReadBufferOrdinary,133517,266213,132696,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1690542479,4354448461,2663905982,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,30,30,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,4964834,4964834,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,444,702,258,Number of files opened.
FileSync,1,1,0,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,913,913,0,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
FilterTransformPassedBytes,179051715,667864836,488813121,Number of bytes that passed the filter in the query
FilterTransformPassedRows,30237,36493,6256,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,1645,5081,3436,Time spent filtering parts by PK.
