arrival_ms,start_ms,end_ms,latency_ms,qid
624.5857,624.6345,36366.1130,35741.4785,np_greedy_87
1681.2146,1681.2599,38319.9746,36638.7148,np_greedy_87
5712.3090,5712.3531,34671.8326,28959.4795,p_greedy_330
7278.4737,7278.5495,37654.3992,30375.8497,p_greedy_330
7738.0320,7738.1152,39521.9890,31783.8739,np_greedy_87
9058.4641,9058.5418,40805.7555,31747.2137,np_greedy_87
35869.2645,35869.3144,68783.5938,32914.2795,np_greedy_87
36319.7446,36319.7915,74373.3434,38053.5519,np_greedy_87
45220.2676,45220.3157,84360.2159,39139.9002,np_greedy_87
49896.7895,49896.8383,85033.3797,35136.5414,np_greedy_87
49975.2580,49975.3242,75884.1391,25908.8149,p_greedy_330
58407.1689,58407.2177,90938.8160,32531.5984,p_greedy_330
69912.8764,69912.9659,107697.4665,37784.5006,p_greedy_330
72034.1786,72034.2539,107204.8363,35170.5824,np_greedy_87
74048.6767,74048.7240,111148.9412,37100.2171,np_greedy_87
78813.0552,78813.1025,118409.6480,39596.5455,np_greedy_87
83519.0296,83519.0803,124782.4017,41263.3214,np_greedy_87
86776.3403,86776.3914,128746.4364,41970.0450,np_greedy_87
86794.7264,86794.7497,127963.0549,41168.3052,np_greedy_87
88687.5988,88687.6513,152087.3509,63399.6996,p_greedy_330
93435.9323,93435.9663,136062.3637,42626.3973,np_greedy_87
94342.7325,94342.7888,168964.8373,74622.0484,p_greedy_330
94497.8051,94497.8558,137206.0582,42708.2024,np_greedy_87
95083.4883,95083.5423,170549.5474,75466.0051,p_greedy_330
96778.1321,96778.1967,173062.3006,76284.1038,p_greedy_330
105040.1643,105040.2148,147264.9019,42224.6870,np_greedy_87
105880.1368,105880.1986,145499.6595,39619.4609,np_greedy_87
109565.7657,109565.8115,186672.0776,77106.2661,p_greedy_330
110269.9635,110270.0251,150505.4408,40235.4157,np_greedy_87
114546.5223,114546.5607,190711.2261,76164.6654,p_greedy_330
117159.6980,117159.7563,154514.2218,37354.4655,np_greedy_87
138276.0433,138276.0923,196425.7831,58149.6908,p_greedy_330
144473.9438,144473.9876,187108.2220,42634.2344,np_greedy_87
145602.0175,145602.0656,189753.3059,44151.2403,np_greedy_87
147378.0259,147378.0758,193626.3041,46248.2283,np_greedy_87
153887.1216,153887.1708,198077.1168,44189.9460,p_greedy_330
165459.4319,165459.5040,216123.1394,50663.6353,np_greedy_87
165708.9689,165709.0255,209362.4627,43653.4372,np_greedy_87
193751.0233,193751.1056,243348.8092,49597.7035,np_greedy_87
199459.3744,199459.4213,213818.0003,14358.5791,p_greedy_330
203617.8577,203617.9497,248022.9361,44404.9864,np_greedy_87
207188.5579,207188.6060,256317.5993,49128.9932,np_greedy_87
212259.7137,212259.7591,233955.9022,21696.1431,p_greedy_330
216454.0449,216454.1271,244723.5757,28269.4486,p_greedy_330
228260.5678,228260.6394,275185.0684,46924.4291,np_greedy_87
234592.4441,234592.4927,279594.1741,45001.6814,p_greedy_330
234924.6419,234924.6962,278797.6499,43872.9538,p_greedy_330
243465.6845,243465.7589,288902.4196,45436.6607,p_greedy_330
245223.1741,245223.2140,289158.2632,43935.0492,np_greedy_87
250098.0650,250098.1375,293401.0363,43302.8988,np_greedy_87
