event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,836401,1155326,318925,Total time spent analyzing index of patch parts
ArenaAllocBytes,55050240,133160960,78110720,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,13440,32230,18790,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2501870,2501870,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,209,325,116,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,159,275,116,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,209,325,116,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,176178,232861,56683,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,480,533,53,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,221728,221728,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,83774004,204607565,120833561,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,5520046190731,13482081511822,7962035321091,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,13158,13158,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,58198090960,58198090960,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,1679218,1679218,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,13506,13506,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,13506,13506,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,66545008674,66545008674,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,297,297,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,54554173,54554173,Total time a query was waiting for a query slots
ContextLock,334275,753498,419223,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,388656,459175,70519,Context lock wait time in microseconds
CreatedReadBufferOrdinary,125298,299457,174159,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2661772979,5685841501,3024068522,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,4,8,4,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,4,8,4,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,0,8749066,8749066,Number of dequeues invoked at all FairPolicyNodes
FileOpen,448,565,117,Number of files opened.
FilterTransformPassedBytes,0,3608620,3608620,Number of bytes that passed the filter in the query
FilterTransformPassedRows,0,52926,52926,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,4099,8056,3957,Time spent filtering parts by PK.
FunctionExecute,28205924,67884453,39678529,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,8064,8064,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,245886177,250078254,4192077,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,15721,22966,7245,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1613258,1895381,282123,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,3160,5965,2805,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,52264336,52264336,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,137,268,131,Number of created server HTTP connections
HTTPServerConnectionsExpired,78,133,55,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,84,318,234,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,78,133,55,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,84,318,234,Number of reused server HTTP connections
HardPageFaults,0,18,18,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,28340467631,68569232015,40228764384,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,252279,603579,351300,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,213,517,304,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,216733,539744,323011,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,129808,405243,275435,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,0,3182,3182,Number of bytes received through native interfaces
InterfaceNativeSendBytes,0,772762,772762,Number of bytes sent through native interfaces
