event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,547284,547284,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,131198976,131198976,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,31891,31891,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2187365,2187365,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,53,55,2,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,5,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,53,55,2,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1008,206297,205289,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,3,618,615,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,93956,93956,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,78,204248007,204247929,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3618724,13458516539794,13458512921070,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,22680,22680,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,72129597699,72129597699,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,2187572,2187572,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,23102,23102,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,23102,23102,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,87376095016,87376095016,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,0,500,500,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,0,5169861,5169861,Total time a query was waiting for a query slots
ContextLock,1263,791203,789940,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,26,98786,98760,Context lock wait time in microseconds
CreatedReadBufferOrdinary,167,297684,297517,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,269173,4876147995,4875878822,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,13,13,0,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,0,1,1,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,0,1,1,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,0,14908672,14908672,Number of dequeues invoked at all FairPolicyNodes
FileOpen,224,545,321,Number of files opened.
