arrival_ms,start_ms,end_ms,latency_ms,qid
1346.9679,1346.9800,177025.1279,175678.1479,np_default_300
3628.1871,3628.1999,178622.3030,174994.1032,np_default_300
8703.7166,8703.7287,22690.0669,13986.3382,p_default_1200
16707.3379,16707.3529,190797.8965,174090.5436,np_default_300
19551.7957,19551.8093,191283.0937,171731.2844,np_default_300
29269.9422,29269.9543,43710.1155,14440.1613,p_default_1200
49577.3138,49577.3291,63608.9123,14031.5832,p_default_1200
63634.1947,63634.2033,91142.3116,27508.1084,p_default_1200
63717.9970,63718.0108,91481.3340,27763.3233,p_default_1200
77428.1580,77428.1728,239226.3531,161798.1803,np_default_300
78389.3257,78389.3427,240118.5096,161729.1669,np_default_300
92378.5106,92378.5227,116905.4882,24526.9655,p_default_1200
96965.7552,96965.7700,121257.4191,24291.6491,p_default_1200
97596.1421,117621.6586,265737.4659,148115.8073,np_default_300
107689.5029,127703.3320,279513.4792,151810.1472,np_default_300
