event,value,description
RecomputeWeight,863,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,3882722,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,858,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,325,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,324,"Same as Query, but only for SELECT queries."
InitialQuery,325,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,800,Count queries with all subqueries
SelectQueriesWithSubqueries,799,Count SELECT queries with all subqueries
FailedQuery,7,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,7,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,28714258311,Total time of all queries.
SelectQueryTimeMicroseconds,28714250830,Total time of SELECT queries.
OtherQueryTimeMicroseconds,7481,Total time of queries that are not SELECT or INSERT.
FileOpen,440,Number of files opened.
Seek,38268,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,652357,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2534645439428,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,2,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,150,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
FileSync,1,Number of times the F_FULLFSYNC/fsync/fdatasync function was called for files.
FileSyncElapsedMicroseconds,1277,Total time spent waiting for F_FULLFSYNC/fsync/fdatasync syscall for files.
ReadCompressedBytes,2481640747045,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,124031264,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,8172822973296,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,189171,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,325,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,687450,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,381798,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,43118420368,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,20435,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,84275200,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,40964594,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,189311,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,603,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,673,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,189522,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1840810692,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,16,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,44157427,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,323731,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,349808,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,497781,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,4836,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,3087,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,30900170,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,304474,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,12614,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,179116989,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,11701,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,10701,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,39527738,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,7094734303,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,20188222,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,915642135805,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1970644170,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,356752,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,68934,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,596,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,73946563926,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,295785521792,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1395,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,3298738,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,3820584,Total time spent executing query plan optimizations.
SelectedParts,638,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,638,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,638,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,23411091,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,23411091,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,171747701489,Number of rows SELECTed from all tables.
SelectedBytes,8157006099806,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,171747740385,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,171748100833,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,15,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1681230,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,2116,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,10302753,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,128936,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,216313,Time spent in executeStep() for Common executor tasks.
