event,value,description
RecomputeWeight,1820,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,7085630,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,8046,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,8058,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,8058,"Same as Query, but only for SELECT queries."
InitialQuery,8058,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,20080,Count queries with all subqueries
SelectQueriesWithSubqueries,20080,Count SELECT queries with all subqueries
QueryTimeMicroseconds,56914071412,Total time of all queries.
SelectQueryTimeMicroseconds,56914071412,Total time of SELECT queries.
FileOpen,18736,Number of files opened.
Seek,75885,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,711139,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7476600401919,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,7115638101389,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,355031249,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,23277055271974,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,5478926,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,18599,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,42781310,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,11075817,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,1038621223952,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,498852,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,2043297792,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,120688844,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,5497195,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,77,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,56311,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,56333,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
