event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,1450164,1472321,22157,Total time spent analyzing index of patch parts
ArenaAllocBytes,1698684928,2043297792,344612864,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,414718,498852,84134,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,147,147,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,17856,18885,1029,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,129,132,3,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,141180,141180,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,295074942,355031249,59956307,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,19346110102088,23277055271974,3930945169886,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,83414,125280,41866,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,38808988210,57903853085,19094864875,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,397824,593817,195993,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,83414,125280,41866,Total number of CPU slots acquired
ConcurrencyControlUpscales,83414,125280,41866,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,13532386650,19836758478,6304371828,Total time a query was waiting on resource requests for CPU slots.
ContextLock,2065163,2489433,424270,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,7796479,7801246,4767,Context lock wait time in microseconds
CreatedReadBufferOrdinary,4513548,5497545,983997,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,10592419351,11071135858,478716507,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,4718254,7085630,2367376,Number of dequeues invoked at all FairPolicyNodes
