arrival_ms,start_ms,end_ms,latency_ms,qid
1347.0251,1347.0378,153459.3820,152112.3442,np_greedy_300
3628.2012,3628.2094,288376.7605,284748.5511,np_greedy_300
8703.2385,8703.2463,290422.6964,281719.4501,p_greedy_1200
16707.6256,16707.6340,284773.6375,268066.0035,np_greedy_300
19551.5281,19551.5357,284862.1966,265310.6609,np_greedy_300
29273.5283,29273.5362,290311.5807,261038.0445,p_greedy_1200
49592.0225,49592.0318,290411.9350,240819.9031,p_greedy_1200
63648.6374,63648.6527,290864.2529,227215.6002,p_greedy_1200
63718.2253,63718.2315,299421.1985,235702.9669,p_greedy_1200
77428.2064,77428.2145,284984.8541,207556.6396,np_greedy_300
78389.2673,78389.2744,284905.0743,206515.7999,np_greedy_300
92391.5432,92391.5516,299807.2979,207415.7463,p_greedy_1200
96966.2213,96966.2301,299779.5087,202813.2787,p_greedy_1200
97596.1971,97596.2039,284732.5491,187136.3453,np_greedy_300
107699.2146,107699.2229,284771.7552,177072.5324,np_greedy_300
