arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
54.0006,54.3844,4432.2907,4378.2901,0.3838,np_default_58
1519.0013,1519.5786,2107.1925,588.1912,0.5774,p_default_140
1633.0126,1633.7711,6880.5089,5247.4963,0.7585,np_default_58
2110.0051,2110.1635,2666.5645,556.5594,0.1584,p_default_140
2526.0182,2527.3129,7161.8348,4635.8166,1.2947,np_default_58
2700.0096,2700.2092,3276.0448,576.0352,0.1996,p_default_140
3523.0008,3523.4712,7841.5856,4318.5847,0.4703,np_default_58
3702.0464,3702.7209,4298.6916,596.6452,0.6745,p_default_140
5188.0424,5188.4352,6347.1108,1159.0683,0.3928,p_default_140
5260.0706,5260.5306,6439.4565,1179.3859,0.4600,p_default_140
6577.0007,6577.2247,10028.9483,3451.9475,0.2240,np_default_58
8935.0082,8935.4024,12600.7209,3665.7127,0.3942,np_default_58
10035.0008,10035.1216,13999.5304,3964.5295,0.1208,np_default_58
11596.0025,11596.3979,15839.8137,4243.8112,0.3954,np_default_58
11941.0102,11941.4300,12493.3816,552.3714,0.4198,p_default_140
12793.0648,12793.2404,13330.8103,537.7455,0.1757,p_default_140
13427.0013,13427.2710,18595.6488,5168.6475,0.2697,np_default_58
14891.0008,14891.4086,15433.1019,542.1011,0.4078,p_default_140
15628.0683,15628.3386,16687.8630,1059.7947,0.2703,p_default_140
15860.0155,15861.1719,17395.8967,1535.8812,1.1564,p_default_140
15873.0080,15873.2699,17428.3368,1555.3288,0.2618,p_default_140
17028.0312,17028.2873,17850.1178,822.0866,0.2561,p_default_140
17763.0538,17763.3161,18369.2981,606.2443,0.2623,p_default_140
18232.0333,18233.1769,21680.3688,3448.3355,1.1436,np_default_58
20112.0009,20112.2534,23484.6906,3372.6896,0.2525,np_default_58
21406.0011,21406.3844,25477.7688,4071.7677,0.3833,np_default_58
23855.0009,23855.2820,24708.1519,853.1510,0.2811,p_default_140
24041.0215,24041.3301,24955.0549,914.0334,0.3086,p_default_140
24849.0176,24849.3068,29129.9756,4280.9580,0.2892,np_default_58
26133.0101,26133.4144,26660.9498,527.9398,0.4043,p_default_140
26985.0009,26985.4404,27554.7534,569.7526,0.4395,p_default_140
27001.0626,27001.3022,31218.9677,4217.9051,0.2396,np_default_58
28783.0010,28783.3999,29859.0045,1076.0035,0.3989,p_default_140
28796.1893,28796.9659,29885.8278,1089.6385,0.7766,p_default_140
34808.0008,34808.2750,35306.3965,498.3957,0.2742,p_default_140
35568.0135,35568.3126,39275.3892,3707.3757,0.2991,np_default_58
36586.0007,36586.2642,37107.0429,521.0423,0.2635,p_default_140
39912.0144,39912.5074,44281.5115,4369.4971,0.4930,np_default_58
40697.0138,40697.2522,45129.8045,4432.7908,0.2385,np_default_58
40864.0607,40864.4380,41421.7798,557.7191,0.3774,p_default_140
41340.0368,41340.2573,41954.6066,614.5698,0.2205,p_default_140
41385.0090,41385.3354,45635.2389,4250.2299,0.3264,np_default_58
41995.0204,41995.3917,45915.7425,3920.7221,0.3712,np_default_58
42291.1060,42291.3617,42834.9829,543.8769,0.2557,p_default_140
43446.0052,43446.3465,43988.7456,542.7404,0.3413,p_default_140
44452.0010,44452.1654,50217.5796,5765.5786,0.1643,np_default_58
44567.0008,44567.3453,50305.9981,5738.9973,0.3445,np_default_58
45281.0012,45281.3441,50927.4183,5646.4170,0.3429,np_default_58
45367.0009,45367.5566,50945.6133,5578.6124,0.5557,np_default_58
46956.2695,46956.5402,49010.4367,2054.1673,0.2707,p_default_140
47032.0203,47032.5419,49545.0986,2513.0783,0.5216,p_default_140
47062.0162,47062.9594,49919.2446,2857.2283,0.9431,p_default_140
47366.0188,47366.6336,50069.7008,2703.6820,0.6148,p_default_140
47400.0764,47400.6075,50096.5481,2696.4717,0.5311,p_default_140
47934.0578,47934.8780,53331.8076,5397.7499,0.8202,np_default_58
48953.0292,48954.3864,53485.1278,4532.0986,1.3573,np_default_58
51107.0012,51107.2784,51746.0092,639.0080,0.2771,p_default_140
51173.0212,51173.5399,55147.5592,3974.5380,0.5187,np_default_58
51638.0529,51638.7201,55439.8895,3801.8367,0.6672,np_default_58
53001.0009,53001.4178,56767.4575,3766.4566,0.4169,np_default_58
54421.0012,54421.3752,54956.0808,535.0796,0.3740,p_default_140
55192.0012,55192.3601,58817.6570,3625.6557,0.3588,np_default_58
57642.0027,57642.3319,58168.2166,526.2140,0.3292,p_default_140
59139.0166,59139.4936,59697.4585,558.4418,0.4769,p_default_140
59598.0617,59598.5714,60165.6688,567.6070,0.5096,p_default_140
60326.0008,60326.2504,64233.1090,3907.1082,0.2496,np_default_58
61947.0084,61947.2587,62471.4128,524.4045,0.2503,p_default_140
62513.0028,62513.1330,66538.5558,4025.5530,0.1302,np_default_58
63120.0009,63120.1404,67105.9895,3985.9886,0.1395,np_default_58
63550.0009,63550.2479,64205.1040,655.1031,0.2471,p_default_140
63912.0206,63914.5365,68530.1483,4618.1277,2.5159,np_default_58
64084.0522,64085.1608,64713.4643,629.4121,1.1086,p_default_140
66135.0470,66135.2281,70520.9753,4385.9283,0.1812,np_default_58
66556.0287,66556.2903,71096.6111,4540.5824,0.2616,np_default_58
67345.0008,67345.4241,68362.1251,1017.1244,0.4233,p_default_140
67600.0538,67602.4613,69057.4084,1457.3546,2.4075,p_default_140
67697.0114,67697.2973,72021.6694,4324.6579,0.2858,np_default_58
67924.0612,67924.3821,69155.0135,1230.9523,0.3209,p_default_140
68232.0516,68232.5276,72215.3170,3983.2654,0.4759,np_default_58
71016.0045,71016.2868,74577.6163,3561.6118,0.2823,np_default_58
74143.0157,74143.2509,77933.7867,3790.7710,0.2352,np_default_58
75562.0010,75562.2271,79261.5203,3699.5193,0.2260,np_default_58
75778.0028,75778.2318,79476.1781,3698.1753,0.2289,np_default_58
75867.0009,75867.2672,76471.7748,604.7739,0.2663,p_default_140
75954.0110,75955.2364,79744.9646,3790.9536,1.2254,np_default_58
78605.0494,78605.4429,82479.8599,3874.8105,0.3935,np_default_58
80147.0007,80147.2797,80668.4758,521.4750,0.2789,p_default_140
80825.0008,80825.2511,81360.8203,535.8195,0.2503,p_default_140
82325.0083,82325.3638,82852.6607,527.6524,0.3555,p_default_140
83576.0147,83576.3220,84127.6095,551.5949,0.3074,p_default_140
83992.0630,83992.4960,87760.5931,3768.5301,0.4330,np_default_58
85827.0130,85827.4677,89619.3190,3792.3060,0.4547,np_default_58
86768.0008,86768.2526,90432.2068,3664.2060,0.2517,np_default_58
89053.0431,89053.4193,89624.3797,571.3366,0.3762,p_default_140
89474.0186,89476.1991,93347.8044,3873.7858,2.1805,np_default_58
90649.0008,90649.3019,91179.8460,530.8452,0.3011,p_default_140
92627.0020,92627.3399,93142.7553,515.7533,0.3379,p_default_140
95790.0008,95790.3341,96337.7231,547.7222,0.3333,p_default_140
96169.0579,96169.3168,99885.9274,3716.8695,0.2589,np_default_58
97640.0007,97640.2460,98166.4279,526.4272,0.2454,p_default_140
99308.0009,99308.2498,102675.7501,3367.7492,0.2489,np_default_58
101026.0009,101026.1660,104727.3443,3701.3434,0.1651,np_default_58
101508.0011,101508.1420,105056.6461,3548.6450,0.1409,np_default_58
103351.0013,103351.2394,103890.6276,539.6263,0.2381,p_default_140
104045.0019,104045.3038,111479.0104,7434.0085,0.3019,np_default_58
105985.0011,105985.2069,106569.0542,584.0531,0.2058,p_default_140
106445.0593,106445.3287,107820.4493,1375.3900,0.2694,p_default_140
106575.0306,106575.5710,108338.6078,1763.5772,0.5404,p_default_140
107274.0609,107274.5357,110788.2272,3514.1663,0.4748,p_default_140
107330.0132,107330.3222,110813.2727,3483.2595,0.3090,p_default_140
107383.0165,107383.5482,110831.2931,3448.2766,0.5317,p_default_140
107738.0622,107738.5224,111888.1652,4150.1030,0.4602,p_default_140
108590.0348,108590.6214,112857.9306,4267.8958,0.5865,p_default_140
108868.0686,108868.5964,113062.2864,4194.2178,0.5277,p_default_140
109177.0216,109177.3063,113353.4148,4176.3932,0.2848,p_default_140
110004.0222,110004.5405,113786.0656,3782.0434,0.5183,p_default_140
110290.0660,110290.6408,113956.9092,3666.8431,0.5748,p_default_140
110985.0578,110985.5695,114291.5212,3306.4634,0.5117,p_default_140
111396.0528,111396.3433,117752.7938,6356.7410,0.2905,np_default_58
111598.0559,111598.7864,117944.2149,6346.1590,0.7305,np_default_58
112156.0385,112156.5484,114655.4630,2499.4245,0.5099,p_default_140
113480.0611,113480.5773,115197.9357,1717.8746,0.5162,p_default_140
114246.0602,114246.6062,115356.3223,1110.2621,0.5460,p_default_140
120530.0017,120530.4825,124163.7619,3633.7602,0.4807,np_default_58
120924.0160,120924.4687,121437.8642,513.8483,0.4528,p_default_140
123145.0008,123145.4147,127137.6100,3992.6093,0.4139,np_default_58
124056.0011,124056.2833,128000.9552,3944.9540,0.2821,np_default_58
124678.0536,124678.4497,125216.4112,538.3576,0.3962,p_default_140
125902.0010,125902.3264,130291.8782,4389.8772,0.3255,np_default_58
126288.0029,126288.4208,126901.9548,613.9519,0.4179,p_default_140
126547.0548,126547.3637,131013.5081,4466.4533,0.3089,np_default_58
128599.0008,128599.3727,129571.7441,972.7433,0.3719,p_default_140
128783.0605,128783.5226,129764.9507,981.8902,0.4621,p_default_140
129226.0751,129226.5625,133656.6667,4430.5916,0.4874,np_default_58
130160.0008,130160.4125,130703.9885,543.9877,0.4117,p_default_140
131280.0009,131280.3170,135311.8438,4031.8429,0.3161,np_default_58
131328.0010,131328.3987,135306.6693,3978.6683,0.3977,np_default_58
132771.0766,132771.4648,137537.8452,4766.7686,0.3882,np_default_58
133131.0621,133131.3734,133940.8670,809.8049,0.3113,p_default_140
133385.0217,133385.8076,138232.9005,4847.8788,0.7859,np_default_58
133494.0129,133494.4838,134307.1814,813.1686,0.4709,p_default_140
135141.0008,135141.4618,139603.4025,4462.4017,0.4610,np_default_58
136150.0011,136150.2779,136732.5676,582.5665,0.2768,p_default_140
136672.0121,136672.5341,137635.9983,963.9862,0.5221,p_default_140
136790.0518,136790.5753,137813.6615,1023.6097,0.5235,p_default_140
138224.0008,138224.1831,138756.9308,532.9301,0.1823,p_default_140
138952.0188,138952.3714,142466.4688,3514.4500,0.3527,np_default_58
139632.0009,139632.3565,143068.3905,3436.3896,0.3556,np_default_58
142286.0601,142286.3631,145618.2963,3332.2363,0.3030,np_default_58
145875.0008,145875.2344,149673.5833,3798.5825,0.2336,np_default_58
148284.0009,148284.2795,151975.8855,3691.8846,0.2787,np_default_58
148801.0008,148801.4334,152519.7195,3718.7187,0.4326,np_default_58
148812.0006,148812.1295,149395.0590,583.0584,0.1289,p_default_140
149603.0007,149603.4037,153041.0781,3438.0774,0.4030,np_default_58
152189.0008,152189.3803,156075.9264,3886.9256,0.3795,np_default_58
153501.0022,153501.1533,154022.9725,521.9703,0.1511,p_default_140
154701.0008,154701.3413,158590.3690,3889.3682,0.3405,np_default_58
155064.0827,155064.4172,155594.3619,530.2792,0.3345,p_default_140
156176.0696,156176.2957,156754.5011,578.4315,0.2261,p_default_140
156414.0569,156414.5609,160683.2223,4269.1654,0.5040,np_default_58
157795.0009,157795.2711,162653.7744,4858.7735,0.2702,np_default_58
158422.0008,158422.3538,159172.6792,750.6784,0.3530,p_default_140
158673.0282,158673.4503,159544.9386,871.9104,0.4221,p_default_140
159169.0518,159169.3562,163513.4871,4344.4353,0.3044,np_default_58
159663.0010,159663.4635,160206.8095,543.8085,0.4626,p_default_140
161691.0007,161691.2542,162553.2582,862.2576,0.2536,p_default_140
161841.0490,161841.4829,166046.6958,4205.6468,0.4339,np_default_58
161976.0182,161976.2704,162855.8826,879.8644,0.2522,p_default_140
164586.0009,164586.2740,165108.5393,522.5384,0.2731,p_default_140
165388.0008,165388.1794,169442.8318,4054.8309,0.1786,np_default_58
165977.0009,165977.3685,166553.9511,576.9502,0.3676,p_default_140
166318.0301,166318.5741,170094.7233,3776.6932,0.5440,np_default_58
166813.0020,166813.4883,170512.6491,3699.6471,0.4864,np_default_58
166925.0009,166925.2474,170558.3778,3633.3769,0.2465,np_default_58
167824.0657,167824.4354,168386.3013,562.2356,0.3697,p_default_140
169156.0009,169156.2850,172541.0790,3385.0782,0.2842,np_default_58
172356.0008,172356.4321,176440.1191,4084.1183,0.4313,np_default_58
172898.0023,172898.5015,173545.6328,647.6305,0.4992,p_default_140
173050.0182,173050.8799,177119.6596,4069.6414,0.8618,np_default_58
173227.0814,173227.5346,177190.5742,3963.4928,0.4532,np_default_58
173629.0008,173629.3673,177367.9195,3738.9187,0.3664,np_default_58
173787.0427,173787.4731,174336.2938,549.2511,0.4303,p_default_140
174350.0011,174350.1419,177849.3994,3499.3983,0.1408,np_default_58
175433.0009,175433.3016,178943.4129,3510.4120,0.3008,np_default_58
175491.0013,175491.3645,178986.4383,3495.4371,0.3632,np_default_58
176109.1201,176109.3795,179630.8224,3521.7023,0.2594,np_default_58
176253.0009,176253.4568,179818.4417,3565.4408,0.4560,np_default_58
176698.1657,176698.6083,180389.4530,3691.2873,0.4426,np_default_58
178396.0021,178396.4936,182028.9484,3632.9463,0.4915,np_default_58
179932.0009,179932.2901,180464.6102,532.6094,0.2892,p_default_140
181045.0125,181045.3629,185028.7866,3983.7741,0.3505,np_default_58
182170.0009,182170.3482,182796.9769,626.9759,0.3473,p_default_140
182567.0554,182567.5604,183256.8542,689.7988,0.5051,p_default_140
182991.0562,182991.4856,186548.1854,3557.1292,0.4295,np_default_58
184676.0144,184676.4559,188217.8360,3541.8216,0.4415,np_default_58
185475.0586,185475.4744,189122.4903,3647.4318,0.4158,np_default_58
188062.0008,188062.4191,188647.4414,585.4406,0.4182,p_default_140
188330.0619,188330.6055,192151.5591,3821.4973,0.5436,np_default_58
189867.0009,189867.4285,190399.3236,532.3227,0.4276,p_default_140
192346.0179,192346.3900,192865.4877,519.4699,0.3721,p_default_140
192809.0538,192809.3390,196467.6243,3658.5705,0.2852,np_default_58
194683.0014,194683.3076,198336.0975,3653.0961,0.3062,np_default_58
195606.0011,195606.2700,196186.7438,580.7427,0.2688,p_default_140
195982.0571,195982.5278,199511.6941,3529.6370,0.4707,np_default_58
197594.0012,197594.2813,201273.3424,3679.3412,0.2801,np_default_58
198634.0008,198634.3376,202322.3371,3688.3363,0.3367,np_default_58
199109.0166,199109.4296,202778.8059,3669.7893,0.4130,np_default_58
200051.0010,200051.3976,200624.3254,573.3244,0.3966,p_default_140
202018.0995,202018.5444,206182.8203,4164.7207,0.4449,np_default_58
202527.0011,202527.2477,206695.9733,4168.9722,0.2466,np_default_58
202740.0012,202740.2673,203268.7088,528.7076,0.2662,p_default_140
203297.0455,203297.4610,203892.8732,595.8276,0.4154,p_default_140
203631.0191,203631.4792,207710.9569,4079.9377,0.4600,np_default_58
204120.0009,204120.3437,204673.6998,553.6989,0.3429,p_default_140
205425.0008,205425.5408,209133.5752,3708.5743,0.5400,np_default_58
206940.0008,206940.2579,207534.4388,594.4380,0.2570,p_default_140
207143.0064,207143.3767,210808.7308,3665.7245,0.3703,np_default_58
216496.0137,216496.4094,220649.6651,4153.6515,0.3957,np_default_58
216812.0008,216812.3072,220912.6794,4100.6786,0.3064,np_default_58
217260.0083,217260.5511,217854.9259,594.9177,0.5428,p_default_140
217708.0542,217708.5570,218359.0643,651.0101,0.5028,p_default_140
218237.0593,218237.3388,218819.6948,582.6354,0.2794,p_default_140
218970.0020,218970.2673,222334.2549,3364.2529,0.2652,np_default_58
220067.0015,220067.3607,223449.5780,3382.5765,0.3592,np_default_58
223762.0088,223762.4340,224394.9661,632.9573,0.4252,p_default_140
224100.0180,224100.5057,224845.6237,745.6057,0.4877,p_default_140
224679.0555,224679.5188,228604.3031,3925.2475,0.4632,np_default_58
224685.0023,224685.1935,228586.5269,3901.5246,0.1912,np_default_58
225650.0393,225650.2982,226180.6055,530.5662,0.2589,p_default_140
227466.0028,227466.2327,227998.1438,532.1410,0.2299,p_default_140
230331.0201,230331.3216,233969.5915,3638.5714,0.3015,np_default_58
232047.0008,232047.3719,235719.2601,3672.2593,0.3711,np_default_58
232537.0026,232537.3457,233128.2633,591.2606,0.3431,p_default_140
232772.0481,232772.5484,236441.0606,3669.0124,0.5003,np_default_58
234421.0010,234421.2730,238257.3746,3836.3736,0.2720,np_default_58
236045.0010,236045.3792,239979.8907,3934.8897,0.3782,np_default_58
236237.0010,236237.4278,236779.1042,542.1032,0.4269,p_default_140
236784.0007,236784.1370,237321.3610,537.3603,0.1363,p_default_140
238545.0024,238545.4610,241949.5328,3404.5304,0.4586,np_default_58
240614.0009,240614.4370,244490.4082,3876.4073,0.4361,np_default_58
242180.0024,242180.2721,242753.6237,573.6213,0.2697,p_default_140
242490.0133,242490.3015,246193.6672,3703.6539,0.2882,np_default_58
243506.0009,243506.3959,247355.3084,3849.3075,0.3950,np_default_58
245586.0010,245586.4001,246111.5414,525.5403,0.3991,p_default_140
246496.0009,246496.3343,247015.4305,519.4296,0.3335,p_default_140
251467.0021,251467.4446,255172.5822,3705.5801,0.4425,np_default_58
251835.0013,251835.3840,255516.8348,3681.8335,0.3827,np_default_58
252392.0014,252392.4407,252983.0657,591.0644,0.4393,p_default_140
252438.0082,252438.2811,256098.5173,3660.5091,0.2729,np_default_58
254449.0014,254449.2640,258479.5084,4030.5070,0.2626,np_default_58
254635.0012,254635.2723,258679.0192,4044.0180,0.2711,np_default_58
255434.0722,255434.3370,259456.6893,4022.6172,0.2649,np_default_58
256030.0009,256030.3817,259998.0488,3968.0479,0.3809,np_default_58
256542.0008,256542.3009,257102.8106,560.8098,0.3001,p_default_140
257784.0009,257784.3155,258453.9833,669.9824,0.3146,p_default_140
257861.0106,257861.5049,261802.2368,3941.2262,0.4944,np_default_58
257955.0088,257955.3012,262006.0895,4051.0807,0.2924,np_default_58
260751.0014,260751.2391,261286.5021,535.5007,0.2377,p_default_140
261959.0009,261959.2544,265312.3550,3353.3541,0.2535,np_default_58
263084.0008,263084.2326,266607.9686,3523.9678,0.2318,np_default_58
265017.0008,265017.3591,268357.9261,3340.9253,0.3584,np_default_58
268842.0067,268842.3366,272586.4042,3744.3974,0.3299,np_default_58
270659.0580,270659.2748,271173.3771,514.3190,0.2167,p_default_140
271614.0111,271614.3212,272121.9225,507.9114,0.3101,p_default_140
272698.0070,272698.3480,273207.8660,509.8590,0.3410,p_default_140
276358.0020,276358.4757,280539.8963,4181.8943,0.4736,np_default_58
