event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,251867,330378,78511,Total time spent analyzing index of patch parts
ArenaAllocBytes,86937600,108007424,21069824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,21085,26229,5144,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1498141,1498141,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,92666,96822,4156,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,461457564,482707220,21249656,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,540,715,175,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,81890,81890,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,295140617,362790714,67650097,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,19369354629656,23811386401444,4442031771788,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,9284,9284,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,491,610,119,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,491,610,119,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,7500387658,7500387658,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1112231,1382865,270634,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,32554,42726,10172,Context lock wait time in microseconds
CreatedReadBufferOrdinary,404999,474475,69476,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,2533038209,3175005243,641967034,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,1237536,1375134,137598,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,10938,10938,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,272092,283649,11557,Number of files opened.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,3603,4409,806,Time spent filtering parts by PK.
FunctionExecute,99203899,122270748,23066849,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1201,1636,435,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,16415579,61846157,45430578,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,22164,28495,6331,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,858096,1359523,501427,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,1224633,4369975,3145342,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,264,334,70,Number of created server HTTP connections
HTTPServerConnectionsExpired,10,11,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,675,829,154,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,8,9,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,673,827,154,Number of reused server HTTP connections
HardPageFaults,14,14,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,260227616511,281508454370,21280837859,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1476261,1642415,166154,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,687,842,155,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,61672860,76716194,15043334,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,491,610,119,Number of parts inserted in Compact format.
InsertedRows,5018,6242,1224,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,694238,851533,157295,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,915767,1110099,194332,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1200,1200,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,303590,303590,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,1272,1584,312,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,1074723,1739062,664339,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,188128592982,234273342204,46144749222,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,2411,3001,590,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,752514371928,937093368816,184578996888,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1702517,1702517,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,4569990,5431699,861709,Number of marks loaded (total across columns).
LoadedMarksFiles,598,742,144,Number of mark files loaded.
LoadedMarksMemoryBytes,9084616,10200456,1115840,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,392135529947,567316603159,175181073212,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,20886,27062,6176,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
