event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,49209,251867,202658,Total time spent analyzing index of patch parts
ArenaAllocBytes,58699776,86937600,28237824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,14191,21085,6894,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1498141,1498141,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,91504,92666,1162,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,425863365,461457564,35594199,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,366,540,174,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,81890,81890,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,197931296,295140617,97209321,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,12980276567317,19369354629656,6389078062339,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,9284,9284,0,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,367,491,124,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,367,491,124,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,7500387658,7500387658,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,754755,1112187,357432,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,3038,32554,29516,Context lock wait time in microseconds
CreatedReadBufferOrdinary,315338,404999,89661,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1638212110,2533038191,894826081,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,978615,1237536,258921,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,10938,10938,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,269638,272092,2454,Number of files opened.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,2372,3603,1231,Time spent filtering parts by PK.
FunctionExecute,66570786,99203899,32633113,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,797,1201,404,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5749631,16415521,10665890,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,13602,22159,8557,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,57004,858090,801086,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,146274,1224633,1078359,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,187,263,76,Number of created server HTTP connections
HTTPServerConnectionsExpired,8,9,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,452,675,223,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,450,673,223,Number of reused server HTTP connections
HardPageFaults,14,14,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,240402092395,260221324677,19819232282,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1291085,1476255,185170,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,462,686,224,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,45793840,61672860,15879020,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,367,491,124,Number of parts inserted in Compact format.
InsertedRows,3726,5018,1292,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,470159,693989,223830,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,624558,894999,270441,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1200,1200,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,303590,303590,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,856,1272,416,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,387244,1074723,687479,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,126602260686,188128592982,61526332296,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1607,2411,804,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,506409042744,752514371928,246105329184,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1702517,1702517,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,3671611,4569990,898379,Number of marks loaded (total across columns).
LoadedMarksFiles,448,598,150,Number of mark files loaded.
LoadedMarksMemoryBytes,7918984,9084616,1165632,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,151377678874,392135529743,240757850869,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,12549,20882,8333,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,453397379,732213442,278816063,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,32056846,47608652,15551806,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,27214023,873873141,846659118,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,12448,20734,8286,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
