event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,25645,43950,18305,Total time spent analyzing index of patch parts
ArenaAllocBytes,28237824,49958912,21721088,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,6894,12057,5163,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1498141,1498141,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,1312,50936,49624,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,6198297,127138042,120939745,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,188,295,107,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,81890,81890,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,97530247,165313629,67783382,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6398707506383,10845447696247,4446740189864,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,3683,7297,3614,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,128,248,120,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,128,248,120,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,4375820077,7146925363,2771105286,Total time a query was waiting on resource requests for CPU slots.
ContextLock,361044,632505,271461,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1312,2425,1113,Context lock wait time in microseconds
CreatedReadBufferOrdinary,118600,245882,127282,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,813806199,1365726345,551920146,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,136010,631270,495260,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,4692,8804,4112,Number of dequeues invoked at all FairPolicyNodes
FileOpen,3495,148666,145171,Number of files opened.
FilterTransformPassedBytes,0,1804310,1804310,Number of bytes that passed the filter in the query
FilterTransformPassedRows,0,26463,26463,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,1076,1911,835,Time spent filtering parts by PK.
FunctionExecute,32639269,55707676,23068407,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,793,797,4,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
