event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,43950,49209,5259,Total time spent analyzing index of patch parts
ArenaAllocBytes,49958912,58699776,8740864,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,12057,14191,2134,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,1498141,1498141,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,55,55,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,50936,91504,40568,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,127138042,425863365,298725323,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,295,366,71,Time spent resetting task for Common executor.
CompileExpressionsBytes,24576,24576,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,81890,81890,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,3,3,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,165313629,197931296,32617667,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,10845447696247,12980276567317,2134828871070,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,7297,9284,1987,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,248,367,119,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,248,367,119,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,7146925363,7500387658,353462295,Total time a query was waiting on resource requests for CPU slots.
ContextLock,632554,754711,122157,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,2425,3038,613,Context lock wait time in microseconds
CreatedReadBufferOrdinary,245882,315338,69456,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1365726345,1638210543,272484198,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,631270,978615,347345,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,8804,10938,2134,Number of dequeues invoked at all FairPolicyNodes
FileOpen,148666,269638,120972,Number of files opened.
FilterTransformPassedBytes,1804310,1804310,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,26463,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,1911,2372,461,Time spent filtering parts by PK.
FunctionExecute,55707676,66570786,10863110,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,797,797,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5696306,5749567,53261,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,11021,13597,2576,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,43926,57004,13078,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,146274,146274,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,150,186,36,Number of created server HTTP connections
HTTPServerConnectionsExpired,6,7,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,377,452,75,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4,5,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,375,450,75,Number of reused server HTTP connections
HardPageFaults,11,14,3,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,147854414276,240395800561,92541386285,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,859076,1291079,432003,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,385,461,76,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertedBytes,30971672,45793840,14822168,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,248,367,119,Number of parts inserted in Compact format.
InsertedRows,2520,3726,1206,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,393481,469910,76429,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,499725,603816,104091,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1200,1200,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,303590,303590,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,728,856,128,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,347350,387244,39894,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,107671081518,126602260686,18931179168,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,1429,1607,178,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,430684326072,506409042744,75724716672,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1702517,1702517,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,2933539,3671611,738072,Number of marks loaded (total across columns).
LoadedMarksFiles,322,448,126,Number of mark files loaded.
LoadedMarksMemoryBytes,6996040,7918984,922944,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,129180778490,151377678629,22196900139,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,10045,12545,2500,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,390074103,453397148,63323045,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,26893002,32056842,5163840,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,24251165,27214023,2962858,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,9944,12444,2500,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,896348,953296,56948,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,4,4,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6811392,6811392,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,196030,223462,27432,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,322,448,126,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatedWithoutCheck,115833941,138443290,22609349,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,38484192002800,47560950759244,9076758756444,Amount of bytes that has been allocated without checking for memory constraints.
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,4723,4723,0,Total time spent for memory allocator purge
MemoryWorkerRun,49169,72974,23805,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,64854669,81001176,16146507,Total time spent by MemoryWorker for background work
Merge,44,65,21,Number of launched background merges.
MergeExecuteMilliseconds,365220,641856,276636,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,293540,509499,215959,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,293581,509555,215974,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,366336935,643344548,277007613,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,435869,532875,97006,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,71680,132357,60677,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,71710,132399,60689,Total time spent for projection stage of background merges
MergeSourceParts,293,432,139,Number of source parts scheduled for merges.
MergeTotalMilliseconds,365296,641961,276665,Total time spent for background merges
MergeTreeDataWriterBlocks,248,367,119,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,248,367,119,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,53702777,79422341,25719564,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,2520,3726,1206,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,870,1165,295,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,30971672,45793840,14822168,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeVerticalStageTotalMilliseconds,5,7,2,Total time spent for vertical stage of background merges
MergedColumns,67672,99970,32298,Number of columns merged during the horizontal stage of merges.
MergedIntoCompactParts,28,36,8,Number of parts merged into Compact format.
MergedIntoWideParts,16,29,13,Number of parts merged into Wide format.
MergedRows,313312,457461,144149,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,357343360,526134439,168791079,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,12814,18341,5527,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,47469,63321,15852,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,3364,4777,1413,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,22713,29903,7190,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,293,432,139,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,105886,124315,18429,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,119221,134467,15246,Total time spent while merging sorted columns
NetworkReceiveBytes,394681,471110,76429,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
