event,value,description
RecomputeWeight,159,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,4692,Number of dequeues invoked at all FairPolicyNodes
Query,225,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,225,"Same as Query, but only for SELECT queries."
InitialQuery,225,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,552,Count queries with all subqueries
SelectQueriesWithSubqueries,552,Count SELECT queries with all subqueries
QueryTimeMicroseconds,14922904558,Total time of all queries.
SelectQueryTimeMicroseconds,14922904558,Total time of SELECT queries.
FileOpen,3495,Number of files opened.
Seek,25332,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,499635,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1986921427553,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,19731,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,110434524,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,1947214923273,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,97530247,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6398707506383,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,117006,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,1567,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,85914,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,242570,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,25076938421,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,6894,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,28237824,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,32639269,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,117442,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,197,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,877,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,907,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,118600,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,813806199,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,136010,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,7367,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,31082,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,230902,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,265031,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,793,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,145410,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,21432,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,6152,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,5506306,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,5336,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,5235,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,609884,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,15022861,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,15865304,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,76598933164,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,234936153,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,25645,Total time spent analyzing index of patch parts
InsertedRows,1302,Number of rows INSERTed to all tables.
InsertedBytes,16002026,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,81890,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,416,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,61526332296,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,246105329184,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,911,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,220982,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,399883,Total time spent executing query plan optimizations.
SelectedParts,892,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,892,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,892,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,16365747,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,16365747,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,133808453987,Number of rows SELECTed from all tables.
SelectedBytes,6386819450447,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,133808567326,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,133808452146,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,21,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1702517,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,1076,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,1328569,Time spent loading marks
LoadedMarksFiles,197,Number of mark files loaded.
LoadedMarksCount,2057163,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,5701336,Size of in-memory representations of loaded marks.
Merge,24,Number of launched background merges.
MergeSourceParts,153,Number of source parts scheduled for merges.
MergedRows,115180,Rows read for background merges. This is the number of rows before merge.
MergedColumns,36912,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,130076700,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,17360,Total time spent for background merges
MergeExecuteMilliseconds,17321,Total busy time spent for execution of background merges
