arrival_ms,start_ms,end_ms,latency_ms,qid
936.4883,936.4948,74597.1488,73660.6540,np_greedy_87
2521.5551,2521.5644,77973.3637,75451.7993,np_greedy_87
10224.0125,10224.0224,18295.5931,8071.5707,p_greedy_330
11607.2354,11607.2454,101795.8723,90188.6269,np_greedy_87
13588.0078,13588.0193,102064.2687,88476.2494,np_greedy_87
34417.4864,34417.4973,43750.8872,9333.3899,p_greedy_330
35202.0703,35202.0803,71010.7720,35808.6917,p_greedy_330
37717.7135,37717.7255,71026.1789,33308.4534,p_greedy_330
41449.4134,41449.4236,72065.4267,30616.0031,p_greedy_330
46593.8926,46593.9031,109132.2169,62538.3138,p_greedy_330
53811.6218,53811.6354,165540.0943,111728.4590,np_greedy_87
54132.1447,54132.1568,110631.3920,56499.2352,p_greedy_330
54479.7950,54479.8172,165566.9292,111087.1120,np_greedy_87
59645.9106,59645.9220,110712.1116,51066.1896,p_greedy_330
67837.6175,67837.6283,165633.6588,97796.0306,np_greedy_87
69544.0519,69544.0616,110808.6349,41264.5733,p_greedy_330
74844.5337,74844.5436,183141.4816,108296.9380,np_greedy_87
79019.5723,79019.5818,174534.2064,95514.6246,p_greedy_330
81017.0055,81017.0160,175474.1977,94457.1817,p_greedy_330
82140.4944,82140.5035,175582.4753,93441.9718,p_greedy_330
89763.7577,89763.7713,175677.6847,85913.9134,p_greedy_330
91376.7963,91376.8336,175878.7041,84501.8706,p_greedy_330
101250.5288,101250.5449,180685.4032,79434.8583,p_greedy_330
101389.2111,101389.2251,180757.0190,79367.7939,p_greedy_330
108055.2324,108055.2415,203446.6756,95391.4341,np_greedy_87
111073.0555,111073.0645,263146.1144,152073.0498,np_greedy_87
114727.0256,114727.0354,227448.8953,112721.8599,p_greedy_330
116051.6574,116051.6676,227405.1734,111353.5058,p_greedy_330
118220.2501,118220.2592,263147.8160,144927.5568,np_greedy_87
125282.4300,125282.4406,265299.5803,140017.1397,np_greedy_87
130167.7980,130167.8247,267859.9438,137692.1192,np_greedy_87
130191.2327,130191.2431,268134.3878,137943.1447,np_greedy_87
136638.3987,136638.4113,229334.4224,92696.0111,p_greedy_330
140154.1090,140154.1214,268019.3541,127865.2327,np_greedy_87
141745.8714,141745.8809,267978.0942,126232.2133,np_greedy_87
145638.8695,145638.8802,229217.4201,83578.5399,p_greedy_330
157571.9041,157571.9142,267885.5405,110313.6263,np_greedy_87
158821.2375,158821.2481,268317.1154,109495.8673,np_greedy_87
165409.3364,165409.3471,268136.4558,102727.1087,np_greedy_87
175738.9657,175738.9763,268909.1328,93170.1565,np_greedy_87
216713.9671,216713.9782,316685.2918,99971.3136,np_greedy_87
218404.1389,218404.1498,316214.3649,97810.2150,np_greedy_87
219012.6590,219012.6703,257307.5741,38294.9037,p_greedy_330
221068.7706,221068.7790,317049.5482,95980.7693,np_greedy_87
224306.9180,224306.9273,257319.6498,33012.7226,p_greedy_330
235423.6674,235423.6776,272046.4734,36622.7959,p_greedy_330
248191.3408,248191.3510,335031.1416,86839.7906,np_greedy_87
248561.6078,248561.6184,331936.6974,83375.0790,np_greedy_87
259564.0259,259564.0352,288519.2169,28955.1817,p_greedy_330
266647.1039,266647.1127,290814.0021,24166.8893,p_greedy_330
274087.3684,274087.3844,300099.1351,26011.7508,p_greedy_330
290624.9682,290624.9782,356802.6112,66177.6330,np_greedy_87
291796.0258,291796.0355,310389.5143,18593.4788,p_greedy_330
305425.5327,305425.5449,369886.1117,64460.5668,np_greedy_87
310783.1067,310783.1190,369754.5225,58971.4034,np_greedy_87
342396.0628,342396.0740,402423.3122,60027.2381,np_greedy_87
352551.3079,352551.3180,361380.1111,8828.7931,p_greedy_330
367841.7368,367841.7462,433337.9787,65496.2325,np_greedy_87
375149.0836,375149.0924,443859.2406,68710.1483,np_greedy_87
389953.1520,389953.1626,398770.2424,8817.0799,p_greedy_330
399388.0199,399388.0301,408165.9677,8777.9376,p_greedy_330
403241.2336,403241.2433,483687.8177,80446.5744,np_greedy_87
407271.7480,407271.7577,481876.1627,74604.4050,np_greedy_87
421371.1498,421371.1599,430762.4240,9391.2641,p_greedy_330
423581.7672,423581.7765,506500.9205,82919.1440,np_greedy_87
436593.0404,436593.0495,518420.3470,81827.2975,np_greedy_87
441114.6936,441114.7028,450658.4766,9543.7738,p_greedy_330
449199.8573,449199.8676,460141.0226,10941.1551,p_greedy_330
453853.8633,453853.8726,479119.8911,25266.0185,p_greedy_330
455269.6051,455269.6156,479119.3780,23849.7624,p_greedy_330
465387.4064,465387.4170,556927.0568,91539.6398,np_greedy_87
471972.2619,471972.2726,557658.3018,85686.0292,np_greedy_87
480790.4722,480790.4820,557906.9171,77116.4351,np_greedy_87
491959.1930,491959.2023,500764.5514,8805.3490,p_greedy_330
492974.5519,492974.5619,510254.2923,17279.7303,p_greedy_330
505683.6380,505683.6501,519369.6374,13685.9874,p_greedy_330
506271.8418,506271.8536,578311.8503,72039.9966,np_greedy_87
518763.8751,518763.8855,589311.4693,70547.5838,np_greedy_87
519078.6342,519078.6439,529145.5248,10066.8809,p_greedy_330
521826.2610,521826.2696,538901.2048,17074.9352,p_greedy_330
538835.3639,538835.3744,602648.3945,63813.0201,np_greedy_87
540361.6928,540361.7021,550543.6372,10181.9351,p_greedy_330
556503.7614,556503.7709,613228.1011,56724.3302,np_greedy_87
575594.7646,575594.7745,646695.3258,71100.5513,np_greedy_87
583362.0515,583362.0631,592485.0469,9122.9838,p_greedy_330
609373.1444,609373.1533,618145.5311,8772.3777,p_greedy_330
613953.0429,613953.0544,678087.9548,64134.9004,np_greedy_87
617936.6307,617936.6422,626907.0773,8970.4351,p_greedy_330
620285.7637,620285.7774,635674.2436,15388.4661,p_greedy_330
625525.6478,625525.6590,686650.3054,61124.6464,np_greedy_87
644712.4199,644712.4298,707572.4887,62860.0589,np_greedy_87
652860.5653,652860.5745,719223.2060,66362.6315,np_greedy_87
653418.5138,653418.5225,718394.1841,64975.6615,np_greedy_87
677811.3385,677811.3497,742010.2793,64198.9295,np_greedy_87
681280.1815,681280.1907,753493.7525,72213.5619,np_greedy_87
684331.5064,684331.5164,693988.0371,9656.5207,p_greedy_330
696979.1538,696979.1639,706864.6936,9885.5297,p_greedy_330
711093.2013,711093.2104,789991.2272,78898.0168,np_greedy_87
714236.6821,714236.6916,723564.7139,9328.0223,p_greedy_330
742396.7971,742396.8151,750812.5006,8415.6856,p_greedy_330
750878.7200,750878.7278,759550.3808,8671.6530,p_greedy_330
751992.1838,751992.1935,776345.0137,24352.8203,p_greedy_330
753647.0800,753647.0888,834362.9075,80715.8187,np_greedy_87
754532.3935,754532.4023,777290.3764,22757.9741,p_greedy_330
772305.3429,772305.3550,845293.8702,72988.5152,np_greedy_87
773715.3144,773715.3263,786503.3708,12788.0444,p_greedy_330
775533.4666,775533.4803,844467.7596,68934.2793,np_greedy_87
781189.5003,781189.5126,795689.1578,14499.6452,p_greedy_330
782672.5216,782672.5309,853272.6937,70600.1628,np_greedy_87
791295.5785,791295.5877,857879.6093,66584.0216,np_greedy_87
792616.3790,792616.3885,860360.4802,67744.0917,np_greedy_87
803226.7468,803226.7556,867561.7799,64335.0243,np_greedy_87
816787.6681,816787.6805,826852.2564,10064.5759,p_greedy_330
818012.8846,818012.8954,887130.3020,69117.4066,np_greedy_87
825135.1309,825135.1412,885638.5199,60503.3787,np_greedy_87
828773.2883,828773.2971,886165.4307,57392.1336,np_greedy_87
830375.1768,830375.1856,889391.2083,59016.0227,np_greedy_87
840200.8246,840200.8343,851555.9422,11355.1079,p_greedy_330
847571.3414,847571.3509,904232.2688,56660.9179,np_greedy_87
847795.0950,847795.1045,904805.2548,57010.1503,np_greedy_87
855332.7982,855332.8307,910523.0589,55190.2282,np_greedy_87
859853.6842,859853.6930,919304.7203,59451.0273,np_greedy_87
873051.3493,873051.3575,935586.1888,62534.8313,np_greedy_87
895394.3212,895394.3310,962570.0058,67175.6748,np_greedy_87
908552.3153,908552.3243,917873.9949,9321.6705,p_greedy_330
927758.4626,927758.4709,936454.2828,8695.8119,p_greedy_330
934052.2772,934052.2875,944854.4279,10802.1404,p_greedy_330
937067.0495,937067.0604,1012551.4683,75484.4079,np_greedy_87
954769.4780,954769.4905,1024493.3159,69723.8254,np_greedy_87
961259.4151,961259.4266,970179.5025,8920.0759,p_greedy_330
961753.3582,961753.3703,978824.2280,17070.8577,p_greedy_330
974568.0592,974568.0690,987738.4477,13170.3787,p_greedy_330
1010215.3127,1010215.3234,1018683.9188,8468.5954,p_greedy_330
1022767.1463,1022767.1544,1030789.8213,8022.6669,p_greedy_330
1025330.2531,1025330.2631,1038935.5180,13605.2549,p_greedy_330
1037383.5120,1037383.5217,1047419.5806,10036.0589,p_greedy_330
1038210.7315,1038210.7402,1101645.0477,63434.3074,np_greedy_87
1051080.3558,1051080.3648,1059515.3918,8435.0270,p_greedy_330
1059085.7918,1059085.8151,1067992.3752,8906.5602,p_greedy_330
1095998.8518,1095998.8618,1176903.3590,80904.4972,np_greedy_87
